Region;District;Pszenica;Żyto;Jęczmień;Owies;Gryka;Proso;Kukurydza;Mieszanki zbóż na ziarno (jęczmień i owies);Mieszanki zbóż na ziarno (inne);Groch;Fasola, Bób, Soczewica;Peluszka, wyka, bobik;Łubin;Seradela;Koniczyna;Pozostałe pastawne oraz mieszanki;Ziemniaki;Buraki Cukrowe;Len;Konopie;Rzepak i rzepik ozimy i jary;Chmiel;Cykoria
WARSZAWSKIE;PŁOŃSKI;8232.0;34457.0;3209.0;5658.0;403.0;34.0;0.0;661.0;505.0;522.0;8.0;1886.0;2703.0;3980.0;2745.0;342.0;11082.0;1813.0;32.0;4.0;210.0;0.0;25.0
WARSZAWSKIE;RADZYMIŃSKI;573.0;19832.0;1398.0;3868.0;1249.0;46.0;0.0;118.0;104.0;42.0;5.0;285.0;2390.0;4224.0;526.0;45.0;8855.0;0.0;257.0;4.0;2.0;0.0;0.0
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA);2423.0;35751.0;2929.0;8665.0;131.0;88.0;0.0;64.0;82.0;128.0;13.0;167.0;4745.0;4874.0;2342.0;102.0;13291.0;80.0;142.0;1.0;267.0;0.0;0.0
WARSZAWSKIE;RYPIŃSKI;3265.0;30498.0;5143.0;4098.0;515.0;14.0;1.0;1124.0;421.0;705.0;10.0;699.0;2457.0;2098.0;3410.0;203.0;10338.0;1444.0;18.0;2.0;183.0;0.0;87.0
WARSZAWSKIE;SIERPECKI;2951.0;34090.0;1628.0;3893.0;644.0;45.0;0.0;286.0;377.0;816.0;4.0;1373.0;1554.0;3499.0;1487.0;196.0;10394.0;912.0;78.0;0.0;137.0;0.0;0.0
WARSZAWSKIE;SKIERNIEWICKI;1735.0;21076.0;2517.0;5451.0;83.0;84.0;0.0;69.0;23.0;255.0;13.0;210.0;3211.0;2410.0;780.0;92.0;7718.0;1.0;72.0;1.0;156.0;2.0;0.0
WARSZAWSKIE;SOCHACZEWSKI;5012.0;22474.0;1826.0;5828.0;180.0;18.0;3.0;125.0;92.0;202.0;19.0;605.0;1549.0;2048.0;1867.0;391.0;8975.0;2797.0;6.0;0.0;185.0;0.0;7.0
WARSZAWSKIE;WARSZAWSKI;2839.0;21016.0;2784.0;7898.0;467.0;9.0;6.0;155.0;83.0;104.0;17.0;622.0;1592.0;2556.0;1640.0;434.0;16972.0;492.0;1.0;0.0;89.0;3.0;0.0
WARSZAWSKIE;WŁOCŁAWSKI;8375.0;27911.0;5924.0;4419.0;93.0;10.0;8.0;1294.0;592.0;752.0;1.0;1295.0;2292.0;1917.0;4583.0;759.0;9418.0;4854.0;15.0;8.0;318.0;7.0;269.0
WARSZAWSKIE;ŁOWICKI;7631.0;30070.0;3060.0;9456.0;116.0;977.0;0.0;311.0;304.0;969.0;11.0;948.0;2840.0;3131.0;2878.0;129.0;11649.0;2074.0;660.0;2.0;370.0;0.0;65.0
WOŁYŃSKIE;DUBIEŃSKI;24260.0;40001.0;16467.0;30423.0;12587.0;2099.0;30.0;619.0;250.0;1857.0;483.0;868.0;147.0;303.0;8845.0;1235.0;14701.0;985.0;615.0;983.0;810.0;911.0;0.0
WOŁYŃSKIE;HOROCHOWSKI;17935.0;21806.0;8965.0;12877.0;2805.0;1345.0;11.0;232.0;218.0;1479.0;181.0;622.0;487.0;78.0;3378.0;385.0;9719.0;547.0;519.0;401.0;504.0;23.0;0.0
WOŁYŃSKIE;KOSTOPOLSKI;4664.0;28816.0;4827.0;9799.0;7026.0;2314.0;3.0;33.0;5.0;1132.0;88.0;50.0;553.0;44.0;775.0;50.0;11558.0;0.0;1261.0;775.0;384.0;37.0;0.0
WOŁYŃSKIE;KOWELSKI;13238.0;55375.0;8192.0;10002.0;4657.0;2320.0;6.0;181.0;52.0;3557.0;464.0;625.0;2971.0;126.0;1020.0;348.0;21254.0;47.0;1351.0;1202.0;702.0;13.0;0.0
WOŁYŃSKIE;KRZEMIENIECKI;8899.0;45678.0;18800.0;33551.0;25670.0;2402.0;30.0;455.0;179.0;2695.0;615.0;910.0;10.0;12.0;2743.0;570.0;11610.0;1814.0;78.0;840.0;83.0;63.0;0.0
WOŁYŃSKIE;LUBOMELSKI;2828.0;17746.0;3116.0;2475.0;1598.0;891.0;3.0;73.0;14.0;1328.0;696.0;566.0;2205.0;61.0;75.0;442.0;7620.0;0.0;442.0;417.0;112.0;3.0;0.0
WOŁYŃSKIE;RÓWIEŃSKI;18296.0;40025.0;11795.0;28218.0;5554.0;1552.0;6.0;499.0;482.0;1152.0;368.0;1443.0;257.0;12.0;5182.0;360.0;12570.0;4421.0;460.0;328.0;933.0;276.0;0.0
WOŁYŃSKIE;WŁODZIMIERSKI;21543.0;26314.0;8555.0;13537.0;2108.0;1841.0;28.0;311.0;162.0;2046.0;184.0;1304.0;1552.0;215.0;2327.0;648.0;8852.0;1377.0;683.0;617.0;875.0;28.0;0.0
WOŁYŃSKIE;ZDOŁBUNOWSKI;10721.0;20451.0;6436.0;10406.0;2382.0;583.0;13.0;184.0;78.0;416.0;109.0;282.0;48.0;18.0;4031.0;224.0;5725.0;2926.0;73.0;264.0;374.0;349.0;0.0
WOŁYŃSKIE;ŁUCKI;24034.0;49119.0;16258.0;27463.0;8228.0;2158.0;15.0;677.0;36.0;1418.0;57.0;630.0;526.0;34.0;6071.0;480.0;22404.0;1473.0;1191.0;763.0;651.0;211.0;0.0
ZIEMIA WILEŃSKA;BRASŁAWSKI;2407.0;38459.0;11627.0;12528.0;146.0;5.0;0.0;883.0;1477.0;4981.0;1200.0;1958.0;95.0;28.0;1399.0;64.0;11524.0;0.0;9217.0;83.0;0.0;0.0;0.0
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI;2815.0;41583.0;9284.0;18915.0;21.0;0.0;0.0;253.0;773.0;3353.0;431.0;1500.0;511.0;183.0;3668.0;52.0;13134.0;0.0;10028.0;65.0;1.0;0.0;0.0
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI;1673.0;21010.0;5811.0;13295.0;161.0;0.0;0.0;130.0;119.0;1870.0;82.0;321.0;2761.0;841.0;3302.0;85.0;9335.0;0.0;2651.0;178.0;1.0;0.0;0.0
ZIEMIA WILEŃSKA;OSZMIAŃSKI;629.0;30531.0;6995.0;13997.0;1636.0;1.0;0.0;0.0;0.0;2512.0;10.0;328.0;3494.0;1944.0;4220.0;454.0;8994.0;0.0;4233.0;47.0;0.0;0.0;0.0
ZIEMIA WILEŃSKA;POSTAWSKI;1618.0;28079.0;5983.0;6868.0;446.0;0.0;0.0;35.0;144.0;4642.0;231.0;334.0;423.0;71.0;564.0;17.0;10087.0;0.0;4235.0;113.0;3.0;0.0;0.0
ZIEMIA WILEŃSKA;WILEJSKI;875.0;30441.0;9506.0;10383.0;1171.0;0.0;0.0;67.0;271.0;6799.0;107.0;38.0;2970.0;2414.0;2965.0;23.0;15676.0;0.0;2379.0;117.0;1.0;0.0;0.0
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI;2066.0;69848.0;15072.0;20298.0;9060.0;0.0;0.0;388.0;423.0;6651.0;167.0;1010.0;8114.0;4739.0;5614.0;237.0;21508.0;0.0;1876.0;265.0;2.0;0.0;0.0
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI;2592.0;37551.0;8097.0;11161.0;1762.0;0.0;0.0;59.0;524.0;6363.0;547.0;1639.0;1077.0;863.0;1849.0;218.0;12007.0;0.0;4145.0;95.0;0.0;0.0;0.0
ŁÓDZKIE;BRZEZIŃSKI;1698.0;33965.0;680.0;7777.0;36.0;4.0;3.0;179.0;151.0;62.0;9.0;254.0;3630.0;4627.0;1708.0;190.0;12881.0;20.0;15.0;0.0;154.0;2.0;0.0
ŁÓDZKIE;KALISKI;6940.0;32200.0;1616.0;10476.0;250.0;71.0;6.0;317.0;461.0;405.0;17.0;963.0;3778.0;3431.0;3289.0;903.0;14518.0;2481.0;76.0;6.0;205.0;27.0;2.0
ŁÓDZKIE;KOLSKI;5303.0;33722.0;2394.0;5284.0;243.0;33.0;4.0;420.0;211.0;405.0;12.0;1402.0;3640.0;3078.0;2465.0;287.0;13149.0;2095.0;30.0;4.0;186.0;0.0;5.0
ŁÓDZKIE;KONIŃSKI;2044.0;33898.0;1294.0;4869.0;467.0;42.0;1.0;264.0;107.0;281.0;20.0;729.0;3701.0;3373.0;776.0;212.0;12991.0;789.0;41.0;1.0;65.0;12.0;0.0
ŁÓDZKIE;PIOTRKOWSKI;3770.0;46053.0;2434.0;11310.0;269.0;224.0;3.0;210.0;280.0;158.0;29.0;511.0;7020.0;5469.0;2204.0;245.0;19442.0;73.0;170.0;36.0;133.0;7.0;0.0
ŁÓDZKIE;RADOMSZCZAŃSKI;2471.0;44553.0;3894.0;8488.0;193.0;580.0;3.0;123.0;256.0;162.0;44.0;663.0;6227.0;5546.0;1366.0;331.0;21216.0;100.0;217.0;4.0;83.0;29.0;23.0
ŁÓDZKIE;SIERADZKI;3235.0;41958.0;1169.0;10028.0;211.0;190.0;10.0;213.0;153.0;132.0;99.0;766.0;5701.0;3970.0;1385.0;214.0;16684.0;427.0;186.0;3.0;136.0;0.0;0.0
ŁÓDZKIE;SŁUPECKI;3911.0;29514.0;3704.0;4557.0;181.0;23.0;12.0;721.0;350.0;443.0;17.0;859.0;2669.0;2485.0;1564.0;381.0;10708.0;1366.0;35.0;22.0;78.0;0.0;0.0
ŁÓDZKIE;TURECKI;3673.0;34528.0;1095.0;7438.0;272.0;250.0;5.0;273.0;209.0;363.0;60.0;1027.0;3552.0;3257.0;1369.0;328.0;12214.0;921.0;176.0;3.0;93.0;0.0;0.0
ŁÓDZKIE;WIELUŃSKI;1916.0;45851.0;1434.0;10737.0;359.0;167.0;6.0;164.0;214.0;80.0;67.0;385.0;5421.0;4050.0;888.0;475.0;18775.0;550.0;191.0;4.0;29.0;0.0;0.0
ŁÓDZKIE;ŁASKI;1747.0;34793.0;1463.0;6492.0;191.0;147.0;7.0;365.0;357.0;161.0;86.0;640.0;4746.0;3790.0;1275.0;241.0;12592.0;78.0;42.0;5.0;80.0;0.0;0.0
ŁÓDZKIE;ŁÓDZKI;649.0;23954.0;457.0;5864.0;30.0;6.0;1.0;65.0;35.0;41.0;3.0;384.0;2981.0;3201.0;1047.0;287.0;10784.0;0.0;24.0;3.0;99.0;0.0;0.0
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
ŁÓDZKIE;ŁĘCZYCKI;8331.0;31007.0;2563.0;8192.0;72.0;69.0;2.0;379.0;119.0;234.0;25.0;1453.0;3809.0;3494.0;3990.0;341.0;13268.0;3375.0;38.0;10.0;103.0;0.0;0.0
ŚLĄSKIE;BIELSKI (BIELSKO);786.0;3125.0;462.0;4553.0;0.0;0.0;1.0;220.0;70.0;0.0;22.0;62.0;12.0;0.0;2946.0;82.0;2920.0;98.0;0.0;0.0;37.0;0.0;0.0
ŚLĄSKIE;BIELSKO (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;CIESZYŃSKI;1669.0;3232.0;774.0;6383.0;1.0;0.0;1.0;793.0;77.0;3.0;136.0;87.0;1.0;0.0;5234.0;173.0;4504.0;0.0;38.0;17.0;7.0;0.0;0.0
ŚLĄSKIE;KATOWICE (MIASTO);;;;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;KATOWICKI;198.0;2909.0;206.0;1156.0;0.0;4.0;16.0;88.0;16.0;3.0;0.0;0.0;12.0;13.0;342.0;28.0;3081.0;0.0;0.0;0.0;6.0;0.0;0.0
ŚLĄSKIE;KRÓLEWSKA HUTA;;;;;;;;;;;;;;;;;;;;;;;
ŚLĄSKIE;LUBLINIECKI;976.0;7416.0;797.0;4130.0;5.0;0.0;1.0;190.0;72.0;28.0;57.0;110.0;415.0;206.0;1137.0;148.0;4509.0;20.0;24.0;2.0;29.0;0.0;0.0
ŚLĄSKIE;PSZCZYŃSKI;1489.0;14305.0;1218.0;8501.0;35.0;0.0;6.0;158.0;137.0;6.0;33.0;86.0;166.0;78.0;2965.0;200.0;11292.0;243.0;17.0;0.0;124.0;0.0;0.0
ŚLĄSKIE;RYBNICKI;2833.0;15969.0;1498.0;7739.0;15.0;0.0;3.0;195.0;253.0;7.0;54.0;194.0;266.0;143.0;2979.0;385.0;11602.0;224.0;177.0;0.0;47.0;0.0;0.0
ŚLĄSKIE;TARNOGÓRSKI;178.0;2188.0;191.0;946.0;0.0;0.0;3.0;50.0;47.0;0.0;6.0;33.0;21.0;24.0;378.0;80.0;1979.0;40.0;26.0;0.0;8.0;0.0;0.0
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI;195.0;1313.0;130.0;691.0;0.0;0.0;5.0;44.0;12.0;1.0;0.0;3.0;0.0;0.0;121.0;14.0;1652.0;0.0;0.0;0.0;1.0;0.0;0.0
