Region;District;Pszenica;Żyto;Jęczmień;Owies;Ziemniaki
LUBELSKIE;WŁODAWSKI;49 246;342 790;59 800;186 630;1 686 700
LUBELSKIE;ZAMOJSKI;160 375;215 740;96 504;184020;1 166 100
LUBELSKIE;ŁUKOWSKI;36 435;456 070;81 168;367 680;1 820 400
LWOWSKIE;BRZOZOWSKI;19 734;52 124;42 444;73 730;850 500
LWOWSKIE;BÓBRECKI;55898;54 860;48 080;94 250;836 000
LWOWSKIE;DOBROMILSKI;37 480;68 251;17 045;98 150;367 800
LWOWSKIE;DROHOBYCKI;40 837;51 000;37 995;132 810;597 000
LWOWSKIE;GRÓDECKI;39 086;45 100;54 812;84 150;591 600
LWOWSKIE;JAROSŁAWSKI;72 028;929 101;66754;172 720;930 900
LWOWSKIE;JAWOROWSKI;31 849;94 350;40 450;104 720;418 400
LWOWSKIE;KOLBUSZOWSKI;20 890;140 180;34 760;91 320;509 800
LWOWSKIE;KROŚNIEŃSKI;39 671;71 324;54 461;97 630;767 200
LWOWSKIE;LESKI;27 633;40 598;17 512;258790;394 600
LWOWSKIE;LUBACZOWSKI;58 003;94 320;49 268;113 610;686 400
LWOWSKIE;LWOWSKI;90 836;95 250;98 923;173 460;1 160 800
LWOWSKIE;LWÓW (MIASTO);;;;;
LWOWSKIE;MOŚCISKI;45 714;56 660;30 050;82 620;581 000
LWOWSKIE;NIŻAŃSKI;32 960;75 600;42 651;79 580;444 900
LWOWSKIE;PRZEMYSKI;123 860;129 780;41 920;125940;817 800
LWOWSKIE;PRZEWORSKI;41 580;82 940;44 060;52 490;316 100
LWOWSKIE;RAWSKI (RAWA RUSKA);98 025;84 860;84 048;115940;632 000
LWOWSKIE;RUDECKI;35 428;37 170;51 300;88 680;525 600
LWOWSKIE;RZESZOWSKI;84 700;186 760;102151;194 310;785 200
LWOWSKIE;SAMBORSKI;74 049;111 640;90 190;111 260;635 600
LWOWSKIE;SANOCKI;45 440;67 300;55 715;211 250;840 800
LWOWSKIE;SOKALSKI;122 140;54 540;49 640;48 020;1 037 400
LWOWSKIE;STAROSAMBORSKI;50 560;78 610;18 129;92 150;421 200
LWOWSKIE;STRZYŻOWSKI;69 706;82 206;36 395;87 330;571 200
LWOWSKIE;TARNOBRZESKI;26815;76 004;44 608;39 680;504 700
LWOWSKIE;ŁAŃCUCKI;61 356;107544;45 795;111 360;539 000
LWOWSKIE;ŻÓŁKIEWSKI;54 259;66 080;37 680;69 080;842 800
M. ST. WARSZAWA;M. ST. WARSZAWA;;;;;
NOWOGRÓDZKIE;BARANOWICKI;10 432;75 145;42 010;38 030;337 800
NOWOGRÓDZKIE;LIDZKI;7 382;603 570;98 250;244 680;1 537 500
NOWOGRÓDZKIE;NIEŚWIESKI;6 570;136 580;24 770;53380;723 900
NOWOGRÓDZKIE;NOWOGRÓDZKI;17 545;196060;44 318;79 930;788 000
NOWOGRÓDZKIE;STOŁPECKI;8 677;192318;36 520;83 160;795 000
NOWOGRÓDZKIE;SŁONIMSKI;12 524;212100;39 700;64 400;669 200
NOWOGRÓDZKIE;WOŁOŻYŃSKI;7 422;463 870;137 480;225 600;1 312 800
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.);19 620;417 911;34 260;155230;1 127 100
POLESKIE;DROHICKI;5 380;108 634;9 780;52 690;303 000
POLESKIE;KOBRYŃSKI;5879;175 602;11 800;50 030;628 800
POLESKIE;KOSOWSKI (KOSÓW POLESKI);5 716;217 049;32 290;70 840;869 900
POLESKIE;KOSZYRSKI;4 970;30 785;8 350;20 800;177 700
POLESKIE;PIŃSKI;3 299;185 722;24 080;64 020;630800
POLESKIE;PRUŻAŃSKI;7 400;175 237;18 300;45 610;404600
POLESKIE;SARNEŃSKI;5 644;89 444;29 200;62 860;468 700
POLESKIE;STOLIŃSKI;2 974;77 790;10 550;24 340;99 500
POLESKIE;ŁUNINIECKI;3 141;174 438;21 280;51 000;431 400
POMORSKIE;BRODNICKI;17 890;265 400;49 560;86 000;1 226 200
POMORSKIE;CHEŁMIŃSKI;68 842;171 902;85 860;67 070;599 600
POMORSKIE;CHOJNICKI;13 200;265 240;19 756;73 260;1 002 600
POMORSKIE;DZIAŁDOWSKI;1 895;91 329;13 519;23 060;489 000
POMORSKIE;GNIEWSKI;34 945;67 860;39 298;44 450;355 500
POMORSKIE;GRUDZIĄDZ (MIASTO);;;;;
POMORSKIE;GRUDZIĄDZKI;53 840;163 232;74 320;75 790;749 300
POMORSKIE;KARTUSKI;8 944;163 022;14 305;120 210;1 127 800
POMORSKIE;KOŚCIERSKI;10 607;273 842;15 136;85 540;1 274 700
POMORSKIE;LUBAWSKI;15 990;918 601;69 740;77 340;1 187 900
POMORSKIE;PUCKI;10 247;80 160;14 530;65 780;483 000
POMORSKIE;STAROGARDZKI;25 909;187 556;34 844;63 860;878 800
POMORSKIE;SĘPOLEŃSKI;3 703;164 900;33 486;64 600;596 600
POMORSKIE;TCZEWSKI;31 100;79 120;37 752;69 320;300 400
POMORSKIE;TORUŃ (MIASTO);;;;;
POMORSKIE;TORUŃSKI;50 029;216 020;92 580;53 760;933 100
POMORSKIE;TUCHOLSKI;8 520;466 201;28 973;43 100;665 400
POMORSKIE;WEJHEROWSKI;1 200;78 462;5 101;32 560;681 900
POMORSKIE;WĄBRZESKI;37 965;204 100;62 442;56 540;752 000
POMORSKIE;ŚWIECKI;28 759;288 740;57 284;65 350;1 517 800
POZNAŃSKIE;BYDGOSKI;36 617;289 630;64 620;71 430;939 100
POZNAŃSKIE;BYDGOSZCZ (MIASTO);;;;;
POZNAŃSKIE;CHODZIESKI;8 480;240 830;42 685;57 490;979 800
POZNAŃSKIE;CZARNKOWSKI;5 240;114 435;13 752;21 900;960 000
POZNAŃSKIE;GNIEZNO (MIASTO);;;;;
POZNAŃSKIE;GNIEŹNIEŃSKI;19 720;249 120;72 330;77 710;1 667 800
POZNAŃSKIE;GOSTYŃSKI;82 462;186 830;73 852;131230;1 216 700
POZNAŃSKIE;GRODZISKI;19 500;176 150;37840;46 100;1 012 000
POZNAŃSKIE;INOWROCŁAW (MIASTO);;;;;
POZNAŃSKIE;INOWROCŁAWSKI;116 778;357 690;160 724;82 240;907 500
POZNAŃSKIE;JAROCIŃSKI;36 390;255 200;49 925;95 260;905 600
POZNAŃSKIE;KOŚCIAŃSKI;36 520;203 880;85 874;68 800;781 400
POZNAŃSKIE;KOŹMIŃSKI;76 240;119 710;47 237;139000;492 400
POZNAŃSKIE;KROTOSZYŃSKI;57 980;123 400;39 646;98 900;561 700
POZNAŃSKIE;KĘPIŃSKI;20662;239 860;28 428;177000;998 000
POZNAŃSKIE;LESZCZYŃSKI;35 635;279 732;46 984;135320;803 200
POZNAŃSKIE;MIĘDZYCHODZKI;7 320;151 200;19 580;424 401;564 300
POZNAŃSKIE;MOGILEŃSKI;32 490;327 801;77 980;104 700;859 400
POZNAŃSKIE;NOWOTOMYSKI;17 730;216 580;22 390;57 460;839 700
POZNAŃSKIE;OBORNICKI;26 960;345 500;66 124;117080;1 402 000
POZNAŃSKIE;ODOLANOWSKI;18 482;187 875;17 203;93 020;625400
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI);15 900;99 635;16 167;46 650;532500
POZNAŃSKIE;OSTRZESZOWSKI;5 667;108 884;9 915;45 020;557 300
POZNAŃSKIE;PLESZEWSKI;49 814;186 500;42 460;124 200;889 000
POZNAŃSKIE;POZNAŃ (MIASTO);;;;;
POZNAŃSKIE;POZNAŃSKI;43 020;475 429;121 220;121900;2 005 300
POZNAŃSKIE;RAWICKI;50 700;161 300;49 780;96 000;490 000
POZNAŃSKIE;STRZELNEŃSKI;63 661;142 350;123 111;38 750;530 900
POZNAŃSKIE;SZAMOTULSKI;49 855;328 090;101 060;123 720;1 241 900
POZNAŃSKIE;SZUBIŃSKI;31 485;252 722;65 557;63 960;1 039 200
POZNAŃSKIE;WITKOWSKI;22 468;195 480;52 258;52 250;740 200
POZNAŃSKIE;WOLSZTYŃSKI;12 967;221 840;28 341;50 370;865 300
POZNAŃSKIE;WRZESIŃSKI;29 544;250 640;64 502;62 940;921 700
POZNAŃSKIE;WYRZYSKI;37 666;289 852;110 750;80 070;1 329 800
POZNAŃSKIE;WĄGROWIECKI;39 630;437 660;112 655;98 640;1 215 500
POZNAŃSKIE;ŚMIGIELSKI;25 986;205 240;47 380;73 650;840 600
POZNAŃSKIE;ŚREDZKI;50 650;327 340;102 837;89 700;1 051 100
POZNAŃSKIE;ŚREMSKI;36 417;297 446;73 637;94 110;935 400
POZNAŃSKIE;ŻNIŃSKI;43 860;241 703;78 198;87 600;764 700
STANISŁAWOWSKIE;BOHORODCZAŃSKI;9 165;41 900;14 510;58040;626 600
STANISŁAWOWSKIE;DOLIŃSKI;13 970;51 270;13 260;50 090;515 200
STANISŁAWOWSKIE;HORODEŃSKI;162 882;108 040;88 400;88 110;1 496 800
STANISŁAWOWSKIE;KAŁUSKI;29 598;49 120;51 078;83 900;886 700
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI);6 186;6 445;5 200;13 590;245 000
STANISŁAWOWSKIE;KOŁOMYJSKI;46 451;60 970;41 680;89 360;624 800
STANISŁAWOWSKIE;NADWÓRNIAŃSKI;4 542;19 864;4 010;50 650;393 800
STANISŁAWOWSKIE;PECZENIŻYŃSKI;1 050;11 220;6 800;21 850;296 900
STANISŁAWOWSKIE;ROHATYŃSKI;106 240;71 510;78 980;97 020;1 633 000
STANISŁAWOWSKIE;SKOLSKI;3 650;12 837;8 940;62 350;395 200
STANISŁAWOWSKIE;STANISŁAWOWSKI;37 284;23 100;30 990;64 770;989 800
STANISŁAWOWSKIE;STRYJSKI;20 113;33 828;15 190;87 790;478 000
STANISŁAWOWSKIE;TURCZAŃSKI;8 075;11 180;9 980;149 480;172 500
STANISŁAWOWSKIE;TŁUMACKI;43 102;39 312;60 180;125 460;1 161 500
STANISŁAWOWSKIE;ŚNIATYŃSKI;73 566;41 620;78 356;75 030;837 300
STANISŁAWOWSKIE;ŻYDACZOWSKI;52 394;75 352;27 540;107 780;594 800
TARNOPOLSKIE;BORSZCZOWSKI;127 232;118 660;152 718;85 470;888 200
TARNOPOLSKIE;BRODZKI;88 938;48 230;68 180;108 030;715 800
TARNOPOLSKIE;BRZEŻAŃSKI;94 542;93 840;102 120;124 010;1 229 100
TARNOPOLSKIE;BUCZACKI;185 994;118 880;136 920;157 480;1 070 500
TARNOPOLSKIE;CZORTKOWSKI;107 360;109 570;64 200;55 190;950 400
TARNOPOLSKIE;KAMIONECKI;55 888;41 600;43 000;41 180;424 400
TARNOPOLSKIE;KOPYCZYNIECKI;93 656;85 700;127 550;56 440;1 285 600
TARNOPOLSKIE;PODHAJECKI;53 664;59 450;86 000;84 650;952 000
TARNOPOLSKIE;PRZEMYŚLAŃSKI;84081;52 830;61 470;92 040;620 300
TARNOPOLSKIE;RADZIECHOWSKI;69 413;98 000;44 970;38 710;672 400
TARNOPOLSKIE;SKAŁACKI;110 326;78 280;100 510;77 340;1 219 400
TARNOPOLSKIE;TARNOPOLSKI;41 090;109 440;107 780;128 350;1 514 800
TARNOPOLSKIE;TREMBOWELSKI;46 824;56 460;87 482;73000;996 700
TARNOPOLSKIE;ZALESZCZYCKI;104 016;94 740;87 840;72 570;998 600
TARNOPOLSKIE;ZBARASKI;76 961;70 220;74 880;117 160;1 205 900
TARNOPOLSKIE;ZBOROWSKI;36 936;75 040;61 580;116 550;1 115 500
TARNOPOLSKIE;ZŁOCZOWSKI;51 722;38 400;59 760;69 260;948 000
WARSZAWSKIE;BŁOŃSKI;65 499;182 278;53 100;60 830;585 000
WARSZAWSKIE;CIECHANOWSKI;64 900;175 780;61 260;54 720;809 100
WARSZAWSKIE;GOSTYNIŃSKI;62 177;203 832;27 500;92 720;568 800
WARSZAWSKIE;GRÓJECKI;94 500;344532;50 740;218 960;1 729 600
WARSZAWSKIE;KUTNOWSKI;121 585;156 280;90 820;114 490;586 400
WARSZAWSKIE;LIPNOWSKI;121 670;344 077;128 160;171 490;913 200
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI);22 742;216 940;21 960;103 660;838 300
WARSZAWSKIE;MIŃSKI;9 350;202 780;29 610;138 090;1 241 800
WARSZAWSKIE;MŁAWSKI;26 534;275 920;52 120;109 210;1 461 400
WARSZAWSKIE;NIESZAWSKI;129 310;470 000;124 280;103 530;1 129 400
WARSZAWSKIE;PRZASNYCKI;82 784;289 090;41 760;113 220;668 800
WARSZAWSKIE;PUŁTUSKI;60 303;170 250;30 590;52 200;856 800
WARSZAWSKIE;PŁOCKI;79 915;356 430;72 570;149 730;775 200
WARSZAWSKIE;PŁOŃSKI;62 136;330 722;70 500;129 000;1 077 000
WARSZAWSKIE;RADZYMIŃSKI;6 300;253 700;17 510;113 520;666 800
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA);35 640;316 535;56 610;133 740;2 011 800
WARSZAWSKIE;RYPIŃSKI;62 090;294 429;108 000;152 900;1 283 500
WARSZAWSKIE;SIERPECKI;44 973;285 297;43 660;83 640;710 700
WARSZAWSKIE;SKIERNIEWICKI;22 518;126 060;30 600;99 990;730 400
WARSZAWSKIE;SOCHACZEWSKI;64 240;185 531;33 480;121 800;482 800
WARSZAWSKIE;WARSZAWSKI;29 860;181 764;87 156;162 800;1 459 400
WARSZAWSKIE;WŁOCŁAWSKI;117 400;394 180;133 190;168 920;1 249 200
WARSZAWSKIE;ŁOWICKI;45 898;197 470;39 440;87 720;500 500
WOŁYŃSKIE;DUBIEŃSKI;162 799;442 840;147 580;248 470;1 126 400
WOŁYŃSKIE;HOROCHOWSKI;132 990;284 550;79 810;179 220;967 800
WOŁYŃSKIE;KOSTOPOLSKI;17 160;90 169;14 500;35 250;294 500
WOŁYŃSKIE;KOWELSKI;53 781;365 070;29 610;99 850;849 000
WOŁYŃSKIE;KRZEMIENIECKI;167 575;438 390;111 520;327 250;781000
WOŁYŃSKIE;LUBOMELSKI;17 996;98 240;28 170;59 730;508 700
WOŁYŃSKIE;RÓWIEŃSKI;102 032;418 376;91 540;182 520;88 200
WOŁYŃSKIE;WŁODZIMIERSKI;87 514;231 270;67 080;130 980;866 300
WOŁYŃSKIE;ZDOŁBUNOWSKI;111 538;219 846;68 870;164340;498 700
WOŁYŃSKIE;ŁUCKI;87 720;490 780;69 080;129 920;905500
ZIEMIA WILEŃSKA;BRASŁAWSKI;3 287;85 934;58 650;65 150;443 600
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI;9 248;153 740;67 400;77 880;855 100
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI;;;;;
ZIEMIA WILEŃSKA;OSZMIAŃSKI;6 725;405 420;69 805;101 810;1 481 200
ZIEMIA WILEŃSKA;POSTAWSKI;8 321;200 210;73 150;68 810;1 131 000
ZIEMIA WILEŃSKA;WILEJSKI;22 933;394 644;69 260;160 220;1 506 800
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI;17 262;403 240;84 160;235 180;2 448 400
ZIEMIA WILEŃSKA;WILNO (MIASTO);;;;;
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI;10 593;340 750;109 660;192 680;2 203 000
ŁÓDZKIE;BRZEZIŃSKI;31 800;260 600;37 962;142 860;1 148 400
ŁÓDZKIE;KALISKI;92 500;280 492;91 920;218 250;1 496 000
ŁÓDZKIE;KOLSKI;87 980;452 162;77 900;197 820;1 465 100
ŁÓDZKIE;KONIŃSKI;34 808;353 071;54 340;150 680;1 501 600
ŁÓDZKIE;PIOTRKOWSKI;58 968;451 520;116 104;243 090;2 165 200
ŁÓDZKIE;RADOMSZCZAŃSKI;77 170;435 810;91 618;168 160;2 224 400
ŁÓDZKIE;SIERADZKI;82 742;454 499;58 420;245 970;2 544 900
ŁÓDZKIE;SŁUPECKI;51 609;260 420;66 872;135 180;1 487 500
ŁÓDZKIE;TURECKI;85 040;300 520;57 714;205 930;1 596 600
ŁÓDZKIE;WIELUŃSKI;23 110;456 740;77 570;307 180;1785000
ŁÓDZKIE;ŁASKI;54 558;293 896;75 620;205 580;1 978 600
ŁÓDZKIE;ŁÓDZKI;31 696;202000;34 320;121 860;1 003 100
ŁÓDZKIE;ŁÓDŹ (MIASTO);;;;;
ŁÓDZKIE;ŁĘCZYCKI;113 930;359 096;49 100;209 530;1 390 800
ŚLĄSKIE;BIELSKI (BIELSKO);14 450;63 250;24 080;141 360;234 600
ŚLĄSKIE;BIELSKO (MIASTO);;;;;
ŚLĄSKIE;CIESZYŃSKI;11 850;25 310;8 330;14 000;58 000
ŚLĄSKIE;KATOWICE (MIASTO);;;;;
ŚLĄSKIE;KATOWICKI;4 540;42030;3 020;38 160;267 300
ŚLĄSKIE;KRÓLEWSKA HUTA;0;1 430;0;1 620;15 000
ŚLĄSKIE;LUBLINIECKI;2 230;16 560;2 580;13 600;105 600
ŚLĄSKIE;PSZCZYŃSKI;16 936;215 180;29 800;262 360;1 320 000
ŚLĄSKIE;RYBNICKI;31 298;185 400;24 007;182000;1 320 200
ŚLĄSKIE;TARNOGÓRSKI;2 760;43 510;3 200;27 000;209 000
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI;2 450;22 770;1 360;21 250;158 400
