Region;District;A-K. Commercial establishments total ;A-K I-II cat.. Commercial establishments (categories I and II) ;A&B. Total commodity trade ;A&B (only I i II cat.). Commodity trade (categories I and II) ;A 3011-3059. Total commodity purchase ;A 3011. Commodity purchase (grain purchase) ;A 3012. Commodity purchase (fruit purchase) ;A 3016. Commodity purchase (timber materials purchase) ;A 3021-3029. Commodity purchase (live animals purchase) ;A 3033. Commodity purchase (raw hides purchase) ;A 3031-3032, 3034-3039. Commodity purchase (other livestock products purchase) ;A 3052. Commodity purchase (rags purchase) ;A 3051, 3053-3059. Commodity purchase (scrap purchase) ;B (I-X). Total goods sales ;B I. 3061-3089. Goods sales (agricultural raw materials, goods for agriculture) ;B I. 3061-3062. Goods sales (agricultural syndicates and cooperatives) ;B I. 3071-3072. Goods sales (grain) ;B I. 3081-3085. Goods sales (live animals) ;B II. 3101-3179. Goods sales (food products) ;B II. 3101. Goods sales (flour, groats, rice) ;B II. 3102. Goods sales (grain-for-flour/bread exchange) ;B II. 3103. Goods sales (bread) ;B II. 3119. Goods sales (dairy) ;B II. 3121-3123. Goods sales (meat) ;B II. 3124-3126. Goods sales (fish, herrings) ;B II. 3131-3133. Goods sales (fruits, vegetables) ;B II. 3134. Goods sales (sweets) ;B II. 3151. Goods sales (beer) ;B II. 3159. Goods sales (alcoholic beverages) ;B II. 3161. Goods sales (tobacco products) ;B II. 3141-3146, 3171-3173. Goods sales (various food articles) ;B III. 3201-3257. Goods sales (clothing articles) ;B III. 3211-3213. Goods sales (fabrics) ;B III. 3221-3227, 3257. Goods sales (clothing, furs) ;B III. 3231-3239. Goods sales (underwear, haberdashery) ;B III. 3241-3249. Goods sales (hats, caps) ;B III. 3255. Goods sales (footwear) ;B III. 3251-3254, 3256. Goods sales (leather, leather products) ;B IV. 3261, 3281. Goods sales (furniture, appliances, utensils) ;B IV. 3261, 3267. Goods sales (furniture) ;B IV. 3271. Goods sales (household appliances) ;B IV. 3272-3273. Goods sales (glass, ceramics) ;B V. 3301-3319. Goods sales (chemical articles) ;B V. 3301. Goods sales (pharmacies) ;B V. 3302. Goods sales (pharmaceutical warehouses) ;B V. 3311-3315. Goods sales (soap shops) ;B V. 3312, 3318. Goods sales (petroleum products) ;B VI. 3321-3329. Goods sales (paper, paper products) ;B VII. 3331-3335. Goods sales (books, periodicals, art works) ;B VII. 3331-3332. Goods sales (bookstores) ;B VII. 3333. Goods sales (periodicals) ;B VIII. 3401-3441. Goods sales (iron, metals, products) ;B VIII. 3411-3414. Goods sales (means of communication) ;B VIII. 3415-3419. Goods sales (machines) ;B VIII. 3421-3429, 3433-3439. Goods sales (tools, instruments) ;B VIII. 3431-3432. Goods sales (watchmaking, jewelry products) ;B VIII. 3441. Goods sales (electrotechnical products) ;B IX. 3461-3485. Goods sales (building and fuel materials) ;B IX. 3461-3462, 3469. Goods sales (building materials) ;B IX. 3481, 3483-3485. Goods sales (coal, coke and other articles) ;B X. 3191-3199, 3341-3343, 3351-3352, 3486-3488. Goods sales (various and unspecified articles) ;C 3501-3539. Gastronomic establishments, room rental ;C 3501-3509. Gastronomic establishments, room rental (gastronomic establishments) ;C 3521-3529. Gastronomic establishments, room rental (residential room rental) ;C 3511. Gastronomic establishments, room rental (guesthouses, shelters) ;D 3601-3611. Monetary trade, insurance ;E 3612, 3651-3655. Offices of all types (brokerage, excluding travel agencies) ;F 3701-3729. Rental services ;F 3701 (3702). Rental services (agricultural machinery) ;F 3704. Rental services (mangles) ;F 3722. Rental services (books) ;G 3811-3844 (bez 3833). Transport, communication, forwarding ;G 3841-3843, 3832. Transport, communication, forwarding (public transport) ;H 3961-3879. Entertainment enterprises ;H 3861. Entertainment enterprises (cinematographs) ;I 3881-3887. Healthcare, hygiene ;I 3881. Healthcare, hygiene (clinics) ;I 3883-3885. Healthcare, hygiene (baths, bathing resorts, spas) ;K 3891-3999. Other and unspecified ;Z 3661-3669. Industrial occupations ;Ż 3833. Ferries, barges, water networks 
KIELECKIE;SANDOMIERSKI;1459;6.0;1377.0;6.0;128.0;62.0;3.0;0.0;19.0;4.0;33.0;0.0;1.0;1249.0;7.0;4.0;2.0;0.0;715.0;7.0;0.0;20.0;6.0;112.0;1.0;13.0;27.0;4.0;14.0;15.0;496.0;396.0;107.0;55.0;94.0;13.0;73.0;54.0;24.0;3.0;16.0;3.0;16.0;7.0;6.0;2.0;1.0;3.0;7.0;7.0;0.0;31.0;1.0;2.0;0.0;1.0;2.0;29.0;13.0;6.0;21.0;63.0;59.0;3.0;0.0;1.0;2.0;2.0;0.0;2.0;0.0;2.0;1.0;2.0;2.0;1.0;0.0;0.0;9.0;2.0;0.0
KIELECKIE;SOSNOWIEC;3082;162.0;2752.0;131.0;78.0;2.0;3.0;7.0;7.0;5.0;21.0;12.0;19.0;2674.0;78.0;0.0;16.0;5.0;1405.0;1.0;0.0;18.0;64.0;264.0;21.0;63.0;102.0;3.0;38.0;29.0;802.0;861.0;355.0;85.0;265.0;9.0;70.0;72.0;71.0;12.0;31.0;13.0;67.0;10.0;16.0;23.0;13.0;37.0;10.0;5.0;5.0;57.0;5.0;4.0;5.0;2.0;10.0;52.0;16.0;22.0;36.0;205.0;199.0;4.0;0.0;11.0;13.0;49.0;0.0;48.0;1.0;19.0;3.0;8.0;6.0;4.0;1.0;2.0;21.0;30.0;0.0
KIELECKIE;STOPNICKI;1840;23.0;1673.0;4.0;343.0;45.0;71.0;3.0;82.0;5.0;63.0;0.0;0.0;1330.0;19.0;3.0;12.0;0.0;841.0;2.0;1.0;20.0;4.0;105.0;1.0;7.0;21.0;0.0;13.0;7.0;660.0;301.0;97.0;45.0;78.0;10.0;24.0;47.0;20.0;1.0;16.0;2.0;21.0;8.0;3.0;2.0;7.0;2.0;5.0;5.0;0.0;33.0;0.0;2.0;0.0;2.0;1.0;67.0;39.0;13.0;21.0;128.0;83.0;37.0;8.0;2.0;6.0;2.0;0.0;2.0;0.0;15.0;7.0;1.0;1.0;4.0;0.0;4.0;9.0;1.0;0.0
KIELECKIE;WŁOSZCZOWSKI;1089;8.0;1046.0;8.0;171.0;39.0;2.0;8.0;69.0;0.0;27.0;0.0;0.0;875.0;9.0;3.0;4.0;1.0;559.0;0.0;0.0;14.0;9.0;81.0;3.0;52.0;13.0;3.0;10.0;7.0;367.0;229.0;54.0;45.0;53.0;6.0;30.0;41.0;19.0;0.0;13.0;2.0;13.0;4.0;2.0;3.0;4.0;1.0;3.0;2.0;1.0;10.0;0.0;0.0;0.0;0.0;1.0;22.0;15.0;1.0;10.0;28.0;27.0;0.0;0.0;0.0;4.0;4.0;0.0;4.0;0.0;4.0;3.0;2.0;2.0;1.0;0.0;1.0;0.0;4.0;0.0
KIELECKIE;ZAWIERCIAŃSKI;1380;29.0;1249.0;28.0;67.0;9.0;0.0;1.0;25.0;7.0;5.0;0.0;11.0;1182.0;12.0;2.0;4.0;0.0;736.0;2.0;0.0;23.0;2.0;125.0;9.0;19.0;14.0;5.0;23.0;8.0;506.0;263.0;94.0;36.0;57.0;6.0;30.0;40.0;31.0;3.0;25.0;2.0;30.0;8.0;9.0;6.0;7.0;19.0;13.0;9.0;4.0;28.0;1.0;2.0;3.0;1.0;1.0;34.0;20.0;10.0;16.0;100.0;95.0;1.0;2.0;2.0;1.0;9.0;0.0;9.0;0.0;4.0;2.0;4.0;4.0;0.0;0.0;0.0;11.0;10.0;0.0
KRAKOWSKIE;BIALSKI (BIAŁA KRAKOWSKA);2775;102.0;2376.0;87.0;146.0;1.0;0.0;9.0;33.0;6.0;25.0;5.0;6.0;2230.0;33.0;1.0;0.0;11.0;1254.0;4.0;4.0;48.0;54.0;204.0;10.0;42.0;78.0;14.0;37.0;52.0;707.0;694.0;432.0;43.0;117.0;11.0;45.0;40.0;39.0;9.0;6.0;10.0;37.0;9.0;2.0;10.0;10.0;11.0;15.0;10.0;4.0;42.0;3.0;6.0;5.0;7.0;6.0;61.0;12.0;38.0;44.0;318.0;267.0;20.0;23.0;3.0;8.0;20.0;0.0;13.0;6.0;3.0;0.0;8.0;5.0;3.0;0.0;3.0;36.0;27.0;0.0
KRAKOWSKIE;BOCHEŃSKI;1173;28.0;1043.0;25.0;51.0;1.0;4.0;0.0;14.0;5.0;15.0;0.0;2.0;992.0;14.0;3.0;6.0;4.0;657.0;1.0;1.0;16.0;19.0;83.0;2.0;8.0;34.0;21.0;19.0;68.0;385.0;152.0;33.0;24.0;39.0;10.0;7.0;39.0;33.0;8.0;15.0;10.0;17.0;6.0;5.0;4.0;2.0;0.0;6.0;2.0;3.0;20.0;0.0;2.0;1.0;4.0;2.0;55.0;23.0;22.0;38.0;100.0;95.0;0.0;0.0;0.0;6.0;6.0;0.0;6.0;0.0;6.0;1.0;2.0;2.0;1.0;0.0;0.0;9.0;4.0;0.0
KRAKOWSKIE;BRZESKI (BRZESKO);921;17.0;837.0;17.0;55.0;2.0;0.0;0.0;7.0;2.0;39.0;0.0;0.0;782.0;18.0;3.0;9.0;5.0;497.0;1.0;4.0;19.0;11.0;75.0;3.0;8.0;12.0;5.0;12.0;29.0;318.0;159.0;50.0;25.0;38.0;4.0;14.0;28.0;21.0;6.0;10.0;2.0;13.0;6.0;1.0;2.0;4.0;2.0;1.0;1.0;0.0;12.0;1.0;0.0;0.0;2.0;0.0;31.0;17.0;5.0;28.0;73.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;1.0;0.0;1.0;5.0;1.0;3.0
KRAKOWSKIE;CHRZANOWSKI;2236;51.0;1992.0;47.0;72.0;0.0;2.0;3.0;10.0;9.0;20.0;8.0;8.0;1920.0;69.0;9.0;6.0;6.0;1207.0;5.0;1.0;21.0;36.0;207.0;11.0;112.0;32.0;10.0;27.0;29.0;716.0;432.0;151.0;56.0;81.0;17.0;52.0;74.0;50.0;10.0;14.0;11.0;31.0;9.0;3.0;9.0;9.0;12.0;9.0;8.0;1.0;49.0;1.0;7.0;3.0;10.0;8.0;40.0;22.0;9.0;21.0;196.0;193.0;1.0;2.0;3.0;3.0;10.0;0.0;7.0;1.0;12.0;7.0;4.0;4.0;1.0;0.0;1.0;15.0;9.0;0.0
KRAKOWSKIE;DĄBROWSKI;566;6.0;526.0;6.0;22.0;1.0;0.0;0.0;9.0;0.0;11.0;0.0;0.0;504.0;14.0;5.0;4.0;5.0;317.0;3.0;6.0;5.0;6.0;21.0;3.0;1.0;7.0;10.0;2.0;27.0;226.0;95.0;39.0;4.0;24.0;3.0;2.0;23.0;11.0;0.0;8.0;2.0;9.0;4.0;0.0;0.0;5.0;1.0;0.0;0.0;0.0;12.0;0.0;0.0;1.0;0.0;1.0;35.0;18.0;8.0;10.0;37.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;0.0;0.0
KRAKOWSKIE;GORLICKI;1125;13.0;1013.0;13.0;43.0;0.0;1.0;7.0;6.0;1.0;17.0;0.0;2.0;970.0;12.0;5.0;2.0;1.0;576.0;9.0;0.0;18.0;7.0;75.0;3.0;16.0;12.0;5.0;6.0;7.0;418.0;230.0;81.0;29.0;57.0;10.0;18.0;35.0;26.0;2.0;22.0;0.0;36.0;3.0;3.0;8.0;21.0;4.0;3.0;3.0;0.0;28.0;0.0;3.0;2.0;7.0;1.0;26.0;8.0;3.0;29.0;95.0;91.0;0.0;2.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;2.0;1.0;2.0;0.0;2.0;5.0;1.0;0.0
KRAKOWSKIE;JASIELSKI;1087;14.0;983.0;14.0;39.0;2.0;0.0;5.0;5.0;4.0;17.0;0.0;2.0;944.0;12.0;4.0;2.0;4.0;616.0;3.0;0.0;18.0;7.0;52.0;1.0;19.0;15.0;8.0;14.0;46.0;433.0;194.0;59.0;24.0;42.0;8.0;12.0;49.0;18.0;3.0;6.0;3.0;15.0;5.0;1.0;0.0;7.0;3.0;3.0;3.0;0.0;20.0;2.0;0.0;1.0;1.0;0.0;21.0;9.0;0.0;42.0;82.0;75.0;3.0;0.0;4.0;1.0;2.0;0.0;0.0;0.0;3.0;2.0;4.0;3.0;0.0;0.0;0.0;8.0;3.0;0.0
KRAKOWSKIE;KRAKOWSKI;1580;25.0;1388.0;23.0;32.0;9.0;1.0;0.0;9.0;5.0;4.0;0.0;1.0;1356.0;57.0;4.0;5.0;35.0;1024.0;7.0;19.0;20.0;9.0;172.0;2.0;27.0;30.0;10.0;13.0;34.0;681.0;91.0;40.0;5.0;25.0;0.0;3.0;17.0;13.0;3.0;6.0;1.0;20.0;6.0;4.0;7.0;3.0;5.0;1.0;0.0;0.0;29.0;0.0;2.0;0.0;1.0;2.0;108.0;13.0;84.0;8.0;179.0;174.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;5.0;2.0;1.0;4.0;6.0;0.0
KRAKOWSKIE;KRAKÓW (MIASTO);6232;751.0;5241.0;578.0;133.0;7.0;0.0;21.0;8.0;18.0;23.0;3.0;19.0;5108.0;60.0;5.0;5.0;6.0;2430.0;10.0;1.0;27.0;67.0;455.0;57.0;66.0;342.0;11.0;26.0;142.0;1226.0;1114.0;159.0;195.0;480.0;42.0;98.0;140.0;233.0;54.0;63.0;39.0;233.0;39.0;68.0;53.0;38.0;133.0;99.0;38.0;54.0;361.0;19.0;26.0;63.0;67.0;45.0;349.0;61.0;249.0;96.0;603.0;565.0;7.0;4.0;54.0;87.0;101.0;0.0;61.0;24.0;41.0;6.0;19.0;10.0;13.0;4.0;8.0;73.0;200.0;10.0
KRAKOWSKIE;LIMANOWSKI;624;5.0;549.0;5.0;61.0;0.0;8.0;34.0;7.0;1.0;11.0;0.0;0.0;488.0;13.0;5.0;1.0;4.0;330.0;7.0;0.0;15.0;0.0;44.0;1.0;11.0;6.0;4.0;2.0;10.0;230.0;107.0;40.0;12.0;26.0;2.0;9.0;18.0;2.0;0.0;1.0;0.0;9.0;3.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;8.0;0.0;1.0;0.0;0.0;1.0;12.0;5.0;3.0;7.0;73.0;60.0;6.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0
KRAKOWSKIE;MIELECKI;869;7.0;811.0;7.0;87.0;24.0;0.0;4.0;28.0;3.0;22.0;0.0;1.0;724.0;14.0;3.0;1.0;8.0;424.0;1.0;20.0;12.0;2.0;40.0;4.0;1.0;12.0;2.0;8.0;15.0;307.0;172.0;68.0;18.0;39.0;7.0;12.0;28.0;18.0;1.0;14.0;2.0;11.0;3.0;1.0;1.0;6.0;4.0;0.0;0.0;0.0;22.0;2.0;1.0;0.0;2.0;0.0;25.0;15.0;6.0;34.0;48.0;45.0;0.0;0.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0
KRAKOWSKIE;MYŚLENICKI;1024;14.0;906.0;14.0;52.0;1.0;4.0;11.0;12.0;3.0;19.0;0.0;1.0;854.0;13.0;1.0;3.0;4.0;542.0;5.0;0.0;26.0;10.0;55.0;3.0;23.0;8.0;7.0;8.0;49.0;348.0;171.0;47.0;11.0;22.0;3.0;45.0;42.0;24.0;1.0;10.0;2.0;16.0;5.0;2.0;2.0;7.0;1.0;1.0;1.0;0.0;49.0;2.0;6.0;2.0;0.0;0.0;20.0;8.0;1.0;17.0;106.0;84.0;4.0;7.0;1.0;0.0;1.0;0.0;1.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;6.0;0.0;0.0
KRAKOWSKIE;NOWOSĄDECKI;2367;148.0;1739.0;45.0;47.0;0.0;1.0;16.0;10.0;7.0;7.0;1.0;3.0;1692.0;42.0;8.0;10.0;5.0;957.0;14.0;0.0;47.0;24.0;95.0;28.0;58.0;22.0;13.0;20.0;36.0;600.0;437.0;135.0;63.0;117.0;9.0;51.0;56.0;35.0;9.0;13.0;6.0;58.0;10.0;13.0;13.0;18.0;18.0;13.0;6.0;4.0;49.0;0.0;5.0;8.0;13.0;3.0;65.0;28.0;17.0;18.0;553.0;164.0;199.0;175.0;7.0;4.0;7.0;0.0;1.0;2.0;9.0;1.0;3.0;3.0;10.0;1.0;7.0;35.0;5.0;0.0
KRAKOWSKIE;NOWOTARSKI;2462;113.0;1487.0;39.0;38.0;0.0;0.0;26.0;0.0;4.0;4.0;1.0;3.0;1449.0;14.0;2.0;4.0;2.0;925.0;6.0;0.0;47.0;17.0;132.0;2.0;49.0;36.0;17.0;18.0;24.0;577.0;274.0;81.0;37.0;80.0;9.0;26.0;37.0;21.0;3.0;11.0;5.0;52.0;13.0;12.0;5.0;22.0;5.0;23.0;6.0;0.0;34.0;0.0;0.0;7.0;10.0;2.0;53.0;13.0;16.0;48.0;913.0;265.0;228.0;371.0;5.0;10.0;4.0;0.0;1.0;3.0;13.0;4.0;3.0;1.0;14.0;4.0;7.0;13.0;10.0;1.0
KRAKOWSKIE;ROPCZYCKI;1054;16.0;979.0;16.0;76.0;9.0;3.0;0.0;19.0;6.0;31.0;0.0;2.0;903.0;12.0;6.0;3.0;2.0;595.0;11.0;4.0;7.0;5.0;61.0;5.0;8.0;6.0;5.0;9.0;55.0;419.0;188.0;70.0;28.0;24.0;6.0;24.0;35.0;13.0;1.0;6.0;4.0;10.0;4.0;1.0;0.0;5.0;3.0;1.0;1.0;0.0;16.0;0.0;1.0;0.0;2.0;0.0;31.0;14.0;9.0;34.0;54.0;46.0;2.0;1.0;3.0;0.0;3.0;0.0;2.0;0.0;4.0;3.0;1.0;1.0;3.0;0.0;2.0;7.0;3.0;0.0
KRAKOWSKIE;TARNOWSKI;1769;74.0;1592.0;64.0;61.0;3.0;0.0;2.0;7.0;14.0;18.0;1.0;8.0;1531.0;21.0;7.0;1.0;1.0;792.0;14.0;2.0;24.0;25.0;73.0;15.0;16.0;42.0;5.0;15.0;61.0;500.0;421.0;142.0;51.0;131.0;8.0;29.0;58.0;48.0;8.0;17.0;15.0;37.0;10.0;5.0;5.0;14.0;19.0;4.0;3.0;0.0;78.0;6.0;5.0;12.0;14.0;4.0;82.0;26.0;39.0;29.0;138.0;132.0;5.0;0.0;9.0;4.0;3.0;0.0;3.0;0.0;3.0;1.0;3.0;2.0;2.0;0.0;0.0;15.0;14.0;2.0
KRAKOWSKIE;WADOWICKI;1901;37.0;1600.0;24.0;44.0;3.0;0.0;19.0;2.0;11.0;4.0;0.0;0.0;1556.0;57.0;3.0;4.0;23.0;985.0;4.0;6.0;39.0;56.0;105.0;3.0;53.0;44.0;13.0;7.0;63.0;592.0;302.0;90.0;40.0;65.0;5.0;57.0;45.0;69.0;19.0;32.0;12.0;21.0;7.0;4.0;2.0;8.0;4.0;4.0;3.0;0.0;40.0;1.0;8.0;1.0;3.0;2.0;43.0;17.0;20.0;31.0;271.0;246.0;4.0;21.0;2.0;0.0;6.0;0.0;5.0;1.0;4.0;4.0;4.0;3.0;0.0;0.0;0.0;14.0;5.0;0.0
KRAKOWSKIE;ŻYWIECKI;1575;35.0;1314.0;30.0;44.0;0.0;0.0;30.0;1.0;5.0;2.0;0.0;2.0;1270.0;55.0;1.0;1.0;39.0;820.0;3.0;0.0;31.0;5.0;81.0;1.0;27.0;45.0;10.0;15.0;42.0;560.0;216.0;61.0;30.0;50.0;6.0;38.0;30.0;52.0;2.0;32.0;7.0;18.0;7.0;3.0;2.0;5.0;3.0;4.0;3.0;1.0;25.0;0.0;2.0;3.0;5.0;4.0;60.0;17.0;13.0;17.0;229.0;199.0;13.0;15.0;2.0;1.0;0.0;0.0;0.0;0.0;10.0;5.0;4.0;3.0;4.0;0.0;1.0;11.0;11.0;0.0
LUBELSKIE;BIALSKI (BIAŁA PODLASKA);1513;22.0;1391.0;20.0;124.0;49.0;2.0;4.0;24.0;4.0;16.0;0.0;16.0;1267.0;25.0;2.0;9.0;1.0;917.0;2.0;0.0;19.0;3.0;132.0;6.0;116.0;40.0;4.0;14.0;10.0;571.0;181.0;69.0;11.0;53.0;6.0;10.0;32.0;24.0;2.0;19.0;0.0;26.0;9.0;6.0;5.0;6.0;9.0;11.0;4.0;7.0;18.0;2.0;1.0;2.0;1.0;1.0;29.0;11.0;0.0;27.0;84.0;74.0;0.0;0.0;5.0;4.0;15.0;5.0;6.0;0.0;3.0;2.0;4.0;1.0;0.0;0.0;0.0;7.0;1.0;0.0
LUBELSKIE;BIŁGORAJSKI;1366;26.0;1283.0;22.0;191.0;10.0;22.0;46.0;15.0;2.0;21.0;4.0;0.0;1092.0;7.0;0.0;7.0;0.0;704.0;2.0;0.0;31.0;3.0;113.0;5.0;24.0;40.0;5.0;7.0;12.0;462.0;251.0;70.0;63.0;54.0;13.0;7.0;43.0;49.0;9.0;36.0;2.0;19.0;6.0;4.0;5.0;3.0;2.0;1.0;1.0;0.0;25.0;0.0;2.0;1.0;1.0;0.0;18.0;13.0;0.0;16.0;65.0;62.0;1.0;0.0;0.0;10.0;1.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;4.0;4.0;0.0
LUBELSKIE;CHEŁMSKI;2004;64.0;1850.0;57.0;180.0;61.0;4.0;2.0;53.0;3.0;23.0;3.0;7.0;1670.0;20.0;3.0;2.0;5.0;1107.0;1.0;0.0;39.0;8.0;145.0;11.0;39.0;79.0;2.0;31.0;30.0;722.0;332.0;126.0;54.0;72.0;11.0;34.0;34.0;42.0;7.0;28.0;4.0;31.0;10.0;8.0;5.0;8.0;10.0;8.0;8.0;0.0;44.0;0.0;6.0;2.0;2.0;3.0;55.0;24.0;19.0;21.0;92.0;78.0;6.0;1.0;2.0;10.0;12.0;0.0;12.0;0.0;5.0;0.0;0.0;0.0;4.0;0.0;1.0;29.0;10.0;0.0
LUBELSKIE;GARWOLIŃSKI;1906;29.0;1812.0;21.0;250.0;29.0;95.0;0.0;23.0;9.0;79.0;1.0;1.0;1562.0;24.0;4.0;6.0;1.0;932.0;3.0;0.0;52.0;4.0;198.0;4.0;16.0;63.0;6.0;29.0;7.0;550.0;400.0;112.0;92.0;76.0;12.0;56.0;51.0;40.0;4.0;27.0;0.0;34.0;10.0;4.0;11.0;9.0;8.0;7.0;6.0;1.0;34.0;2.0;1.0;0.0;1.0;3.0;52.0;32.0;7.0;31.0;72.0;72.0;0.0;0.0;0.0;0.0;5.0;0.0;5.0;0.0;10.0;5.0;1.0;1.0;0.0;0.0;0.0;6.0;7.0;0.0
LUBELSKIE;HRUBIESZOWSKI;1953;22.0;1852.0;19.0;195.0;86.0;2.0;1.0;59.0;0.0;19.0;2.0;1.0;1657.0;6.0;1.0;1.0;1.0;1197.0;10.0;0.0;20.0;10.0;126.0;5.0;215.0;55.0;3.0;24.0;17.0;712.0;311.0;127.0;49.0;39.0;9.0;38.0;48.0;30.0;3.0;22.0;1.0;17.0;7.0;4.0;3.0;2.0;1.0;4.0;3.0;1.0;23.0;0.0;2.0;4.0;1.0;0.0;36.0;8.0;4.0;32.0;51.0;46.0;4.0;0.0;3.0;13.0;4.0;0.0;4.0;0.0;7.0;0.0;1.0;1.0;2.0;0.0;1.0;20.0;1.0;0.0
LUBELSKIE;JANOWSKI;1597;16.0;1494.0;16.0;229.0;34.0;71.0;9.0;63.0;3.0;24.0;0.0;2.0;1265.0;28.0;1.0;5.0;16.0;813.0;5.0;0.0;110.0;4.0;103.0;8.0;63.0;43.0;7.0;25.0;19.0;526.0;280.0;65.0;72.0;80.0;10.0;24.0;27.0;17.0;0.0;13.0;2.0;19.0;8.0;4.0;4.0;3.0;7.0;6.0;4.0;2.0;28.0;1.0;2.0;0.0;3.0;1.0;52.0;30.0;4.0;15.0;76.0;73.0;2.0;0.0;0.0;5.0;2.0;2.0;0.0;0.0;5.0;4.0;2.0;1.0;0.0;0.0;0.0;13.0;2.0;0.0
LUBELSKIE;KRASNOSTAWSKI;1431;13.0;1346.0;12.0;154.0;66.0;2.0;0.0;43.0;4.0;24.0;1.0;3.0;1192.0;17.0;2.0;5.0;3.0;724.0;4.0;0.0;11.0;5.0;111.0;1.0;107.0;35.0;9.0;15.0;11.0;415.0;341.0;114.0;34.0;130.0;10.0;20.0;31.0;9.0;1.0;6.0;0.0;23.0;9.0;4.0;6.0;4.0;1.0;6.0;3.0;3.0;14.0;0.0;1.0;1.0;0.0;0.0;26.0;17.0;2.0;31.0;52.0;43.0;1.0;2.0;1.0;6.0;6.0;0.0;4.0;0.0;6.0;4.0;1.0;1.0;0.0;0.0;0.0;13.0;1.0;0.0
LUBELSKIE;LUBARTOWSKI;1091;10.0;1022.0;7.0;116.0;28.0;7.0;3.0;37.0;4.0;18.0;2.0;3.0;906.0;11.0;4.0;4.0;3.0;605.0;5.0;0.0;15.0;0.0;83.0;6.0;13.0;40.0;3.0;22.0;4.0;414.0;190.0;72.0;28.0;47.0;4.0;9.0;30.0;24.0;0.0;20.0;1.0;12.0;6.0;3.0;0.0;3.0;2.0;4.0;4.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;21.0;17.0;1.0;18.0;46.0;45.0;0.0;1.0;1.0;7.0;0.0;0.0;0.0;0.0;8.0;7.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;0.0
LUBELSKIE;LUBELSKI;1281;17.0;1221.0;13.0;210.0;55.0;69.0;0.0;63.0;1.0;16.0;0.0;0.0;1011.0;16.0;2.0;5.0;0.0;688.0;2.0;1.0;8.0;1.0;105.0;1.0;17.0;28.0;3.0;18.0;10.0;494.0;215.0;71.0;37.0;27.0;5.0;45.0;29.0;15.0;0.0;13.0;1.0;13.0;9.0;2.0;0.0;2.0;1.0;1.0;0.0;1.0;18.0;0.0;0.0;0.0;0.0;0.0;32.0;20.0;4.0;12.0;50.0;47.0;3.0;0.0;0.0;2.0;1.0;0.0;1.0;0.0;5.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0
LUBELSKIE;LUBLIN (MIASTO);2871;220.0;2515.0;184.0;140.0;22.0;29.0;7.0;19.0;3.0;19.0;1.0;10.0;2375.0;55.0;13.0;14.0;1.0;1175.0;2.0;0.0;51.0;37.0;189.0;15.0;22.0;161.0;4.0;22.0;66.0;606.0;529.0;142.0;93.0;153.0;9.0;43.0;87.0;76.0;22.0;27.0;11.0;91.0;11.0;24.0;30.0;23.0;47.0;41.0;17.0;22.0;83.0;7.0;3.0;20.0;12.0;11.0;235.0;71.0;157.0;43.0;186.0;159.0;23.0;0.0;19.0;16.0;71.0;0.0;61.0;6.0;24.0;9.0;10.0;6.0;4.0;2.0;2.0;26.0;26.0;0.0
LUBELSKIE;PUŁAWSKI;2607;44.0;2360.0;26.0;279.0;36.0;148.0;1.0;26.0;7.0;48.0;0.0;3.0;2081.0;23.0;5.0;5.0;0.0;1254.0;4.0;0.0;29.0;7.0;245.0;17.0;38.0;104.0;11.0;37.0;13.0;749.0;559.0;149.0;106.0;188.0;16.0;51.0;49.0;39.0;7.0;29.0;1.0;36.0;14.0;8.0;7.0;6.0;9.0;13.0;12.0;1.0;46.0;2.0;2.0;0.0;6.0;8.0;73.0;36.0;6.0;29.0;186.0;111.0;44.0;30.0;2.0;7.0;11.0;0.0;9.0;1.0;7.0;5.0;5.0;5.0;3.0;1.0;0.0;26.0;1.0;0.0
