Region;District;Na 100 budynków było/Murowanych/Ogółem;Na 100 budynków było/Drewnianych/Ogółem;Na 100 budynków było/Z gliny innych materjałów/Ogółem;Na 100 budynków było/Z niewiadomego materiału/Ogółem;Na 100 budynków było/Murowanych/Wieś;Na 100 budynków było/Drewnianych/Wieś;Na 100 budynków było/Z gliny innych materjałów/Wieś;Na 100 budynków było/Z niewiadomego materiału/Wieś;Na 100 budynków było/Murowanych/Miasta poniżej 20 000 mieszk.;Na 100 budynków było/Drewnianych/Miasta poniżej 20 000 mieszk.;Na 100 budynków było/Z gliny innych materjałów/Miasta poniżej 20 000 mieszk.;Na 100 budynków było/Z niewiadomego materiału/Miasta poniżej 20 000 mieszk.;Na 100 budynków było/Murowanych/Miasta powyżej 20 000 mieszkańców;Na 100 budynków było/Drewnianych/Miasta powyżej 20 000 mieszkańców;Na 100 budynków było/Z gliny innych materjałów/Miasta powyżej 20 000 mieszkańców;Na 100 budynków było/Z niewiadomego materiału/Miasta powyżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Ogniotrwałe/Ogółem;Na 100 budynków miało pokrycie/Z drzewa/Ogółem;Na 100 budynków miało pokrycie/Ze słomy/Ogółem;Na 100 budynków miało pokrycie/Niewiadome/Ogółem;Na 100 budynków miało pokrycie/Ogniotrwałe/Wieś;Na 100 budynków miało pokrycie/Z drzewa/Wieś;Na 100 budynków miało pokrycie/Ze słomy/Wieś;Na 100 budynków miało pokrycie/Niewiadome/Wieś;Na 100 budynków miało pokrycie/Ogniotrwałe/Miasta poniżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Z drzewa/Miasta poniżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Ze słomy/Miasta poniżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Niewiadome/Miasta poniżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Ogniotrwałe/Miasta powyżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Z drzewa/Miasta powyżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Ze słomy/Miasta powyżej 20 000 mieszkańców;Na 100 budynków miało pokrycie/Niewiadome/Miasta powyżej 20 000 mieszkańców
STANISŁAWOWSKIE;KAŁUSKI;1,9;96,2;1,8;0,1;0,9;97,4;1,7;0;18,4;76,6;4,7;0,3;0;0;0;0;5;5,6;89,3;0,1;3,3;4,1;92,5;0,1;32,1;28,4;39,1;0,4;0;0;0;0
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI);3,1;96,8;0;0,1;0,2;99,8;0;0.0;27,6;72,3;0;0,1;0;0;0;0;5,1;76,4;18,4;0,1;1,5;77,8;20,6;0,1;34,6;65,2;0;0,2;0;0;0;0
STANISŁAWOWSKIE;KOŁOMYJSKI;5,2;85,9;8,9;0;0,5;88,2;11,3;0;0;0;0;0;22,3;77,4;0,2;0,1;20,2;12,9;66,7;0,2;11,5;8,1;80,3;0,1;0;0;0;0;52,7;30,7;15,9;0,7
STANISŁAWOWSKIE;NADWÓRNIAŃSKI;1,7;97,9;0,3;0,1;0,5;99,1;0,3;0,1;10,4;89,5;0;0,1;0;0;0;0;5,6;40,1;53,9;0,4;3,9;35,6;60,1;0,4;17,6;72,7;9,3;0,4;0;0;0;0
STANISŁAWOWSKIE;PECZENIŻYŃSKI;0,5;99,1;0,3;0,1;0,3;99,3;0,3;0,1;1,9;97,7;0;0,4;0;0;0;0;13;67,1;19,7;0,2;12,1;69,6;18,2;0,1;19,5;50,3;29,4;0,8;0;0;0;0
STANISŁAWOWSKIE;ROHATYŃSKI;10,2;7,7;82;0,1;7,6;6,8;85,5;0,1;34,5;15,5;49,8;0,2;0;0;0;0;16,4;5,6;77,9;0,1;15,3;3,1;81,5;0,1;26,7;29;43,9;0,4;0;0;0;0
STANISŁAWOWSKIE;SKOLSKI;1,9;97,7;0,3;0,1;0,8;98,9;0,3;0;12,8;86,9;0;0,3;0;0;0;0;8,7;18,9;72,3;0,1;5,8;14,7;79,4;0,1;36,4;58,8;4,4;0,4;0;0;0;0
STANISŁAWOWSKIE;STANISŁAWOWSKI;9,3;70,9;19,7;0,1;2,1;73,1;24,8;0;12,2;84,1;3,6;0,1;63,8;35,9;0,3;0;22,5;13,7;63,1;0,7;13,7;6,8;78,8;0,7;33,5;51,1;14,7;0,7;79,4;19,9;0;0,7
STANISŁAWOWSKIE;STRYJSKI;10,9;82,9;6,1;0,1;1;91;7,9;0,1;0;0;0;0;43,3;56,5;0,1;0,1;25,1;10,9;63,8;0,2;15,1;4,8;80;0,1;0;0;0;0;58;30,9;10,6;0,5
STANISŁAWOWSKIE;TURCZAŃSKI;1,4;98,4;0;0,2;0,4;99,4;0;0,2;12;87,7;0;0,3;0;0;0;0;3,8;19;76,9;0,3;2,2;16,5;81;0,3;20,4;45,1;34,2;0,3;0;0;0;0
STANISŁAWOWSKIE;TŁUMACKI;3;58,9;38,1;0;1,9;56,4;41,7;0;11,8;79,8;8,3;0,1;0;0;0;0;8,2;4,2;87,5;0,1;5,9;1,5;92,5;0,1;27,2;26,4;46,2;0,2;0;0;0;0
STANISŁAWOWSKIE;ŚNIATYŃSKI;1,4;95,2;3,4;0;0,5;95,9;3,6;0;6,4;91,4;2,1;0,1;0;0;0;0;10,7;17,4;71,8;0,1;6,2;13,4;80,4;0;34,6;39,3;25,7;0,4;0;0;0;0
STANISŁAWOWSKIE;ŻYDACZOWSKI;8,4;67;24,5;0,1;5;66,3;28,6;0,1;27,4;70,6;1,9;0,1;0;0;0;0;22,3;5,8;71,8;0,1;18,6;1,8;79,5;0,1;42,9;27,6;29,4;0,1;0;0;0;0
TARNOPOLSKIE;BORSZCZOWSKI;5,6;5,7;88,6;0,1;2,8;6,1;91,1;0;39,3;1,1;59,2;0,4;0;0;0;0;5,7;6,9;87,3;0,1;4,6;4,9;90,5;0;19;30,9;49,3;0,8;0;0;0;0
TARNOPOLSKIE;BRODZKI;6,6;78,8;14,5;0,1;2,8;81,1;16;0,1;39,3;58,7;1,9;0,1;0;0;0;0;22,2;4;73,6;0,2;14,9;2,7;82,3;0,1;84,5;15,1;0,2;0,2;0;0;0;0
TARNOPOLSKIE;BRZEŻAŃSKI;26,1;8,5;65,4;0;19,8;9,1;71,1;0;68,4;4,3;27,3;0;0;0;0;0;13;6,4;80,5;0,1;8,6;3,3;88;0,1;42,3;27,2;30,4;0,1;0;0;0;0
TARNOPOLSKIE;BUCZACKI;9;4,1;86,7;0,2;6,1;3,8;90;0,1;31,3;7;61,2;0,5;0;0;0;0;7,4;5,1;87,3;0,2;5,3;2,6;91,9;0,2;23,3;24,6;51,5;0,6;0;0;0;0
TARNOPOLSKIE;CZORTKOWSKI;10,6;4;85,2;0,2;7,1;4,1;88,7;0,1;48,3;2,9;48,2;0,6;0;0;0;0;11,8;10,6;77,4;0,2;9,6;7,4;82,9;0,1;35,2;45,4;18,8;0,6;0;0;0;0
TARNOPOLSKIE;HUSIATYŃSKI;4,4;0,5;95,1;0;2,2;0,5;97,3;0;26;0,6;73,3;0,1;0;0;0;0;11,5;5,7;82,6;0,2;10;4;85,9;0,1;26,8;22,1;50;1,1;0;0;0;0
TARNOPOLSKIE;KAMIONECKI;4,5;91,2;4,3;0;1,6;94,3;4,1;0;18,4;76,1;5,4;0,1;0;0;0;0;19,9;4,4;75,5;0,2;16,2;2,5;81,1;0,2;37,9;13,4;48,6;0,1;0;0;0;0
TARNOPOLSKIE;PODHAJECKI;3,6;1,1;95,2;0,1;2,5;1;96,4;0,1;27;2,6;70,4;0;0;0;0;0;6;3,8;89,9;0,3;4,9;1,6;93,4;0,1;28,9;50,3;18,5;2,3;0;0;0;0
TARNOPOLSKIE;PRZEMYŚLAŃSKI;16,3;12,8;70,8;0,1;14,2;13,6;72,1;0,1;37,2;5,5;57,1;0,2;0;0;0;0;21,6;2,3;75,8;0,3;18,5;1,3;79,9;0,3;52,1;12,8;34,5;0,6;0;0;0;0
TARNOPOLSKIE;RADZIECHOWSKI;3,6;96,1;0,2;0,1;2,7;97;0,2;0,1;12,8;87,1;0;0,1;0;0;0;0;17,6;6,4;75,8;0,2;16;5,6;78,2;0,2;32,9;13,4;53,5;0,2;0;0;0;0
TARNOPOLSKIE;SKAŁACKI;11,1;1,5;87,3;0,1;7,4;1,6;90,9;0,1;41,6;0,4;57,8;0,2;0;0;0;0;13,7;4,8;81,3;0,2;11;1,5;87,4;0,1;35;32,6;31,8;0,6;0;0;0;0
TARNOPOLSKIE;TARNOPOLSKI;11,6;3,1;85,2;0,1;2,7;3,2;94;0,1;56,3;0,4;43,3;0;55,9;2,7;41,3;0,1;18;6;75,8;0,2;11,5;1;87,3;0,2;51,7;24,6;23,7;0;50,4;32,1;17,2;0,3
TARNOPOLSKIE;TREMBOWELSKI;10,6;0,5;88,9;0;9,2;0,4;90,3;0,1;18,4;0,5;81;0,1;0;0;0;0;13,7;3,7;82,5;0,1;11,8;2,6;85,5;0,1;24,1;9,8;66;0,1;0;0;0;0
TARNOPOLSKIE;ZALESZCZYCKI;11,5;5,4;83;0,1;8,4;5,6;85,9;0,1;90,2;1,2;8,6;0;0;0;0;0;7,1;3,9;88,9;0,1;6,2;3,7;90;0,1;30,1;8,6;61,3;0;0;0;0;0
TARNOPOLSKIE;ZBARASKI;6,2;1,6;92,1;0,1;4,1;1,8;94,1;0;23,5;0,3;76,1;0,1;0;0;0;0;12,6;2,2;85,1;0,1;10,7;0,6;88,6;0,1;28,1;15,6;56,2;0,1;0;0;0;0
TARNOPOLSKIE;ZBOROWSKI;4,7;7;88,1;0,2;2,1;7,9;89,9;0,1;19,6;2;77,9;0,5;0;0;0;0;8,6;3,4;87,7;0,3;7,1;2;90,7;0,2;17,3;11,4;70,7;0,6;0;0;0;0
TARNOPOLSKIE;ZŁOCZOWSKI;7,5;33,9;58,5;0,1;4;31;65;0;33,8;55,2;10,8;0,2;0;0;0;0;16,9;3,1;79,9;0,1;12,6;1,6;85,8;0;48,2;14,1;37,2;0,5;0;0;0;0
WARSZAWSKIE;BŁOŃSKI;36,7;61,9;1,3;0,1;29,3;69,1;1,5;0,1;61,1;37,9;0,4;0,6;68,3;31,7;0;0;30,3;10;59,2;0,5;18,2;8,4;73,2;0,2;67;19,8;11,8;1,4;89,8;8,1;1,4;0,7
WARSZAWSKIE;CIECHANOWSKI;11;84,6;4,3;0,1;8,1;87;4,8;0,1;32,4;66,7;0,7;0,2;0;0;0;0;19;4,7;76,1;0,2;9,8;4,9;85,1;0,2;88,1;3,1;8,1;0,7;0;0;0;0
WARSZAWSKIE;GOSTYNIŃSKI;17,3;72;10,7;0;16,8;71,7;11,5;0;21,8;74,8;3,2;0,2;0;0;0;0;13,1;5,5;81,3;0,1;7,5;4,2;88,2;0,1;62,3;17,3;19,9;0,5;0;0;0;0
WARSZAWSKIE;GRÓJECKI;19,9;78,6;1,3;0,2;17,9;80,6;1,4;0,1;39,6;59,6;0,2;0,6;0;0;0;0;11,9;10,9;76,8;0,4;7,2;8,1;84,3;0,4;57;38,5;3,9;0,6;0;0;0;0
WARSZAWSKIE;KUTNOWSKI;43,3;40,3;16,2;0,2;38;42,9;18,9;0,2;73,8;24,8;1,1;0,3;0;0;0;0;29,2;3;67,4;0,4;18,8;2,6;78,3;0,3;89,8;5,8;3,7;0,7;0;0;0;0
WARSZAWSKIE;LIPNOWSKI;24,2;62,4;13,3;0,1;22,3;63,6;14;0,1;45,4;49,3;5;0,3;0;0;0;0;19,3;2,2;78,2;0,3;14,2;1,9;83,7;0,2;76,1;5,9;17,6;0,4;0;0;0;0
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI);4,2;95,3;0,4;0,1;1,9;97,7;0,3;0,1;24,2;74,3;1,1;0,4;0;0;0;0;14;3,5;82,4;0,1;6,4;3,2;90,3;0,1;79,2;6;14,2;0,6;0;0;0;0
WARSZAWSKIE;MIŃSKI;6,3;93,2;0,3;0,2;5,1;94,4;0,4;0,1;17,8;81,9;0;0,3;0;0;0;0;10,3;14,1;75,3;0,3;6,6;9,7;83,4;0,3;44,9;54;0,8;0,3;0;0;0;0
WARSZAWSKIE;MŁAWSKI;19;77,1;3,8;0,1;17,4;78,3;4,3;0;29,9;68,9;1,1;0,1;0;0;0;0;26,5;3,1;69,9;0,5;17,8;3,2;78,6;0,4;84,9;2,9;11,6;0,6;0;0;0;0
WARSZAWSKIE;NIESZAWSKI;29;11,4;59,5;0,1;23,7;7,9;68,3;0,1;58,2;30,8;10,8;0,2;0;0;0;0;24,1;2,5;73,2;0,2;13,8;1,6;84,4;0,2;81;7,1;11,5;0,4;0;0;0;0
WARSZAWSKIE;PRZASNYCKI;4;95,6;0,4;0;2,2;97,4;0,4;0;18,7;80,7;0,5;0,1;0;0;0;0;12,6;2,3;84,9;0,2;4,6;1,7;93,6;0,1;81,3;7,3;10,6;0,8;0;0;0;0
WARSZAWSKIE;PUŁTUSKI;11,4;87,3;1,1;0,2;6,1;92,4;1,3;0,2;35,8;63,5;0,5;0,2;0;0;0;0;19,9;9,4;70,2;0,5;10,8;4,9;83,9;0,4;61,4;30;8,1;0,5;0;0;0;0
WARSZAWSKIE;PŁOCKI;22,3;59,8;17,7;0,2;12,9;66,4;20,6;0,1;32,4;64,4;3,2;0;89,4;8,7;0,9;1;29,9;3,1;66,8;0,2;20;1,8;78,1;0,1;54;40,5;5,5;0;96,8;1,2;0,7;1,3
WARSZAWSKIE;PŁOŃSKI;12,4;74,7;12,8;0,1;10,5;75,8;13,7;0;39,4;59,8;0,6;0,2;0;0;0;0;18,4;6,4;74,7;0,5;13,2;6,7;79,6;0,5;91,9;2;5,9;0,2;0;0;0;0
WARSZAWSKIE;RADZYMIŃSKI;8,8;90,5;0,7;0;6,2;93,1;0,7;0;41,6;58;0,3;0,1;0;0;0;0;12;11;76,6;0,4;8,8;8,5;82,3;0,4;52,5;44,3;3;0,2;0;0;0;0
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA);12,4;85,5;1,9;0,2;10,8;87,2;1,9;0,1;34,2;62,7;2,1;1;0;0;0;0;10,5;7,1;82,2;0,2;8,1;5,1;86,7;0,1;43,2;32,9;22,6;1,3;0;0;0;0
WARSZAWSKIE;RYPIŃSKI;24,9;68,5;6,5;0,1;21,3;71,6;7;0,1;60,4;38,1;1,5;0;0;0;0;0;20,6;2,5;76,8;0,1;14,3;1,7;83,9;0,1;84,7;9,8;5,4;0,1;0;0;0;0
WARSZAWSKIE;SIERPECKI;13,3;78,9;7,6;0,2;12,4;79;8,4;0,2;21;78,2;0,3;0,5;0;0;0;0;23,3;3;72,9;0,8;15,3;2,9;81;0,8;89,4;4,1;5,5;1;0;0;0;0
WARSZAWSKIE;SKIERNIEWICKI;17,7;79;3,2;0,1;13,1;83,3;3,6;0;48,2;51,4;0,2;0,2;0;0;0;0;18,4;2,3;79,1;0,2;7,7;2;90,1;0,2;87,9;4,1;7,5;0,5;0;0;0;0
WARSZAWSKIE;SOCHACZEWSKI;21,2;72,6;6;0,2;19,7;73,9;6,2;0,2;60;38;1;1;0;0;0;0;10,9;6,5;82,1;0,5;8,2;6,1;85,3;0,4;81,5;16,4;0;2,1;0;0;0;0
WARSZAWSKIE;WARSZAWSKI;22,6;77,1;0,3;0;21,2;78,5;0,3;0;30,8;68,9;0,1;0,2;0;0;0;0;39,1;19,2;41,4;0,3;32,3;19,6;47,9;0,2;78,5;17,2;3,8;0,5;0;0;0;0
WARSZAWSKIE;WŁOCŁAWSKI;42,4;36,3;21,1;0,2;29,6;39,5;30,7;0,2;49;41,2;9,5;0,3;75,6;23,8;0,3;0,3;40,4;1,7;57,4;0,5;14,2;1,2;84,2;0,4;74,6;5,9;19;0,5;95,7;0,4;3,3;0,6
WARSZAWSKIE;ŁOWICKI;11,5;83,8;4,6;0,1;7,1;87,8;5;0,1;60,3;39,4;0,1;0,2;0;0;0;0;12,5;2,2;85,1;0,2;5,8;2,1;91,9;0,2;88,6;3,3;7,5;0,6;0;0;0;0
WOŁYŃSKIE;DUBIEŃSKI;4,5;88,9;2,9;3,7;3,8;89,7;2,9;3,6;14,9;77,5;3;4,6;0;0;0;0;15,9;4,4;76;3,7;13,3;3,1;79,9;3,7;50,6;20,9;23,7;4,8;0;0;0;0
WOŁYŃSKIE;HOROCHOWSKI;1,3;94,7;3,3;0,7;1,2;94,6;3,5;0,7;3,8;95,5;0,2;0,5;0;0;0;0;11,5;4,5;83,1;0,9;9,2;4,7;85,2;0,9;53,1;1;45,1;0,8;0;0;0;0
WOŁYŃSKIE;KOWELSKI;1;98,3;0,2;0,5;0,3;98,9;0,2;0,6;1,2;98,8;0;0;8,9;90;0,1;1;4,3;10,6;84,4;0,7;2,3;4,4;92,7;0,6;1,4;79,8;18,8;0;30,2;63,3;4,8;1,7
WOŁYŃSKIE;KRZEMIENIECKI;6,6;59,9;33,1;0,4;6,1;58,1;35,5;0,3;10,9;74;13,4;1,7;0;0;0;0;17,8;2,1;79,4;0,7;13,1;0,9;85,6;0,4;54,1;12,1;31,4;2,4;0;0;0;0
WOŁYŃSKIE;LUBOMELSKI;0,2;98,3;1;0,5;0;98,5;1;0,5;4,7;95,1;0;0,2;0;0;0;0;0,6;4,6;94,3;0,5;0,4;1,6;97,5;0,5;5,2;74,2;20,4;0,2;0;0;0;0
WOŁYŃSKIE;OSTROGSKI;4,9;94,3;0,5;0,3;2,1;97,5;0,2;0,2;19,8;77;2;1,2;0;0;0;0;25,4;4,1;70;0,5;17,2;1,2;81,4;0,2;69,1;19,3;9,5;2,1;0;0;0;0
WOŁYŃSKIE;RÓWIEŃSKI;4,8;93,9;0,8;0,5;2,6;96,4;0,8;0,2;14,5;81,9;0,6;3;35,7;61,2;0,4;2,7;16,2;7,9;75,3;0,6;10,4;6;83,3;0,3;54,5;28,1;14,1;3,3;77,3;17,9;1,3;3,5
WOŁYŃSKIE;WŁODZIMIERSKI;2,8;94,9;1,9;0,4;1,2;96,3;2,1;0,4;12,2;86,8;0,5;0,5;0;0;0;0;3,8;8,4;87,3;0,5;2,1;2,4;95,1;0,4;13,9;45,9;39,3;0,9;0;0;0;0
WOŁYŃSKIE;ŁUCKI;2,6;92,6;0,6;4,2;1,3;93,6;0,6;4,5;1,4;94,2;0,1;4,3;21,9;76,5;0,4;1,2;7,8;8,7;79,1;4,4;5,6;3,8;86,1;4,5;7;37,4;51,2;4,4;40,7;53;4,7;1,6
ŁÓDZKIE;BRZEZIŃSKI;23;75;1,9;0,1;15,5;82,1;2,3;0,1;47;52,3;0,6;0,1;51;48,8;0,1;0,1;32,7;7,8;59,2;0,3;19,9;6,6;73,3;0,2;75,4;13,8;10,7;0,1;79,5;11,1;8,5;0,9
ŁÓDZKIE;KALISKI;29;64,3;6,6;0,1;22,7;70,4;6,8;0,1;52,5;45,9;1,6;0;86,7;7;6,1;0,2;26,6;3,3;70;0,1;18,4;2,8;78,7;0,1;78,2;20,2;1,6;0;95,6;3,5;0,4;0,5
ŁÓDZKIE;KOLSKI;35,1;36,1;28,7;0,1;31,7;36,5;31,7;0,1;63,7;33,1;2,8;0,4;0;0;0;0;17,4;2,8;79,5;0,3;10,8;1,4;87,6;0,2;73,2;15;11;0,8;0;0;0;0
ŁÓDZKIE;KONIŃSKI;30,3;39,5;30;0,2;24,1;43,6;32,1;0,2;69;14;16,7;0,3;0;0;0;0;15,5;3,5;80,2;0,8;7,4;1;90,9;0,7;65,4;18,8;14,7;1,1;0;0;0;0
ŁÓDZKIE;PIOTRKOWSKI;22,2;76,5;1,1;0,2;18,2;80,4;1,2;0,2;0;0;0;0;59,3;40,6;0;0,1;19,9;4,1;75,5;0,5;13,3;3,8;82,4;0,5;0;0;0;0;81,7;7,1;10,8;0,4
ŁÓDZKIE;RADOMSZCZAŃSKI;13,6;86;0,3;0,1;12;87,6;0,3;0,1;43,1;56,7;0;0,2;0;0;0;0;12,3;5,4;82,1;0,2;9;4,7;86,2;0,1;75,6;18,3;5,2;0,9;0;0;0;0
ŁÓDZKIE;SIERADZKI;17,5;79,2;3,2;0,1;12,8;83,6;3,6;0;44,3;54,8;0,7;0,2;0;0;0;0;18,3;4,4;77,2;0,1;9,3;2,4;88,3;0;69;15,9;14,6;0,5;0;0;0;0
ŁÓDZKIE;SŁUPECKI;29,2;22,7;48;0,1;24,6;23,4;52;0;53,2;19,1;27,2;0,5;0;0;0;0;17,1;4,8;77,9;0,2;10,8;1,5;87,5;0,2;50;21,7;27,6;0,7;0;0;0;0
ŁÓDZKIE;TURECKI;28,7;58,6;12,7;0;24;62;14;0;68;30,2;1,7;0,1;0;0;0;0;11,6;3,2;84,9;0,3;5,7;1;93;0,3;60,9;21,1;17,5;0,5;0;0;0;0
ŁÓDZKIE;WIELUŃSKI;14,3;85,1;0,5;0,1;11,2;88,2;0,5;0,1;67;32,1;0,2;0,7;0;0;0;0;12;4,3;83,5;0,2;8,4;3,6;87,9;0,1;73,5;18;7,1;1,4;0;0;0;0
ŁÓDZKIE;ŁASKI;24,1;73,4;2,4;0,1;20,1;77,2;2,6;0,1;40,9;58,1;1;0;60,1;39,5;0,3;0,1;26,8;3,2;69,8;0,2;18,1;3,2;78,5;0,2;90,1;5,2;4,7;0;96,2;2,9;0,8;0,1
ŁÓDZKIE;ŁÓDZKI;38,4;60,2;1,3;0,1;34,2;64,1;1,6;0,1;51,7;47,4;0,8;0,1;46,1;53,7;0;0,2;48,2;4,2;47,4;0,2;34,4;2,4;62,9;0,3;81,1;11,7;7;0,2;95,6;3,4;0,6;0,4
ŁÓDZKIE;ŁÓDŹ (MIASTO);71,8;28;0,1;0,1;0;0;0;0;0;0;0;0;71,8;28;0,1;0,1;98,1;0,7;0,5;0,7;0;0;0;0;0;0;0;0;98,1;0,7;0,5;0,7
ŁÓDZKIE;ŁĘCZYCKI;31,9;55,2;12,6;0,3;28,9;57;13,8;0,3;61,9;37,2;0,3;0,6;0;0;0;0;20,6;2,1;76,9;0,4;13,7;1,7;84,3;0,3;90,2;6;2,8;1;0;0;0;0
ŚLĄSKIE;BIELSKI (BIELSKO);70,5;29,4;0;0,1;70;29,9;0;0,1;85,6;14,4;0;0;0;0;0;0;61;1,1;37,8;0,1;60;1,2;38,7;0,1;89,2;0;10,8;0;0;0;0;0
ŚLĄSKIE;BIELSKO (MIASTO);97,8;2,1;0;0,1;0;0;0;0;97,8;2,1;0;0,1;0;0;0;0;99,3;0,4;0,1;0,2;0;0;0;0;99,3;0,4;0,1;0,2;0;0;0;0
ŚLĄSKIE;CIESZYŃSKI;56,3;43,3;0,4;0;49,2;50,4;0,4;0;82,1;17,7;0,1;0,1;0;0;0;0;62,6;25,1;12,2;0,1;54,2;30,4;15,3;0,1;93,2;5,8;0,9;0,1;0;0;0;0
