Region;District;1. Number of workers in plants I-VII;2. Plants: total;3. Plants: I-III;4. Plants: IV-V;5. Plants: VI-VII;6. Plants: VIII;7. Mining: I-V;8. Mining: VI-VII;9. Mining: VIII;10. Mineral: I-V;11. Mineral: VI-VII;12. Mineral: VIII;13. Mineral: brickyards (within others);14. Mineral: concrete plants (within others);15. Metal and electrotechnical: I-V;16. Metal and electrotechnical: VI-VII;17. Metal and electrotechnical: VIII;18. Metal and electrotechnical: metal production (within others);19. Metal and electrotechnical: blacksmithing (within others);20. Metal and electrotechnical: locksmithing, repairs (within others);21. Metal and electrotechnical: tinsmithing (within others);22. Metal and electrotechnical: watchmaking and jewelry (within others);23. Chemical: I-V;24. Chemical: VI-VII;25. Chemical: VIII;26. Chemical: oil mills (within others);27. Textile: I-V;28. Textile: VI-VII;29. Textile: VIII;30. Paper: I-V;31. Paper: VI-VII;32. Paper: VIII;33. Leather: I-V;34. Leather: VI-VII;35. Leather: VIII;36. Leather: tanning and white leather (within others);37. Leather: saddlery and harness making (within others);38. Wood: I-V;39. Wood: VI-VII;40. Wood: VIII;41. Wood: sawmills (within others);42. Wood: carpentry (within others);43. Wood: wheelwrighting (within others);44. Food: I-V;45. Food: VI-VII;46. Food: VIII;47. Food: mills (within others);48. Food: bakeries (within others);49. Food: dairies (within others);50. Food: butchery and meat processing (within others);51. Clothing: I-V;52. Clothing: VI-VII;53. Clothing: VIII;54. Clothing: tailoring and clothing accessories (within others);55. Clothing: shoemaking and boot making (within others);56. Clothing: furriery (within others);57. Printing: I-V;58. Printing: VI-VII;59. Printing: VIII;60. Printing: printing houses (within others);61. Construction: I-V;62. Construction: VI-VII;63. Construction: VIII;64. Processing of various materials: VII;65. Processing of various materials: VIII;66. Power plants: I-V;67. Power plants: VI-VII;68. Power plants: VIII;69. Services: V-VII;70. Services: VIII;71. Services: hairdressing (within others);72. Services: transport (within others);73. Horticulture and fisheries: V-VII;74. Horticulture and fisheries: VIII;75. Other plants: VIII
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI);875;877;1.0;23.0;58;795;0.0;1.0;0.0;8.0;3.0;19.0;3.0;14.0;2.0;8.0;125;4.0;69.0;34.0;8;10.0;0.0;1.0;6.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;11.0;0.0;11.0;4.0;10.0;92.0;3.0;53.0;26.0;8.0;23.0;273.0;14.0;89.0;12.0;136.0;0.0;1.0;116.0;52.0;49.0;1.0;0.0;1.0;13.0;6.0;1.0;10.0;34.0;0.0;19.0;0.0;0.0;2.0;0.0;66.0;45.0;12.0;1.0;10.0;5.0
POZNAŃSKIE;POZNAŃ (MIASTO);14 214;3871;10.0;126.0;351;3384;0.0;0.0;3.0;7.0;3.0;37.0;0.0;6.0;24.0;56.0;445;39.0;51.0;150.0;58;68.0;11.0;23.0;103.0;2.0;1.0;5.0;50.0;8.0;3.0;14.0;3.0;3.0;40.0;0.0;20.0;9.0;18.0;195.0;0.0;106.0;22.0;31.0;56.0;483.0;3.0;144.0;4.0;180.0;9.0;69.0;853.0;368.0;309.0;26.0;15.0;19.0;131.0;48.0;15.0;66.0;159.0;3.0;126.0;0.0;0.0;0.0;26.0;680.0;331.0;237.0;4.0;24.0;41.0
POZNAŃSKIE;POZNAŃSKI;2 234;869;5.0;21.0;67;776;0.0;1.0;0.0;9.0;1.0;15.0;2.0;11.0;1.0;2.0;101;3.0;71.0;21.0;2;3.0;1.0;2.0;3.0;2.0;2.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;8.0;0.0;8.0;2.0;12.0;175.0;2.0;32.0;25.0;9.0;45.0;264.0;37.0;84.0;8.0;122.0;0.0;0.0;63.0;9.0;53.0;0.0;0.0;0.0;8.0;1.0;1.0;2.0;35.0;0.0;12.0;0.0;0.0;0.0;0.0;70.0;37.0;28.0;2.0;13.0;5.0
POZNAŃSKIE;RAWICKI;761;732;1.0;13.0;33;685;0.0;0.0;0.0;2.0;5.0;8.0;0.0;6.0;1.0;5.0;110;1.0;59.0;32.0;7;6.0;0.0;0.0;8.0;6.0;1.0;0.0;4.0;2.0;0.0;3.0;1.0;0.0;15.0;2.0;11.0;0.0;6.0;82.0;1.0;40.0;24.0;7.0;12.0;190.0;26.0;79.0;8.0;64.0;0.0;1.0;153.0;54.0;83.0;2.0;0.0;0.0;10.0;4.0;0.0;3.0;18.0;0.0;21.0;0.0;0.0;0.0;1.0;56.0;34.0;18.0;0.0;5.0;2.0
POZNAŃSKIE;SZAMOTULSKI;699;836;2.0;12.0;64;758;0.0;0.0;1.0;2.0;3.0;16.0;1.0;11.0;0.0;2.0;117;1.0;69.0;32.0;6;7.0;0.0;1.0;10.0;4.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;16.0;1.0;15.0;1.0;8.0;92.0;0.0;45.0;33.0;9.0;41.0;220.0;26.0;82.0;10.0;86.0;0.0;1.0;148.0;59.0;80.0;0.0;0.0;2.0;13.0;1.0;1.0;4.0;28.0;0.0;12.0;0.0;1.0;0.0;0.0;64.0;38.0;18.0;2.0;16.0;2.0
POZNAŃSKIE;SZUBIŃSKI;792;643;2.0;12.0;30;599;0.0;0.0;22.0;5.0;1.0;8.0;2.0;5.0;0.0;2.0;100;0.0;65.0;20.0;7;7.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;11.0;1.0;1.0;85.0;2.0;37.0;35.0;8.0;20.0;123.0;23.0;32.0;16.0;42.0;0.0;0.0;130.0;49.0;69.0;0.0;0.0;0.0;6.0;2.0;0.0;5.0;39.0;0.0;13.0;0.0;0.0;0.0;0.0;39.0;22.0;11.0;1.0;19.0;2.0
POZNAŃSKIE;WOLSZTYŃSKI;196;840;0.0;7.0;35;798;0.0;0.0;0.0;3.0;1.0;16.0;2.0;11.0;0.0;0.0;129;2.0;70.0;40.0;5;8.0;0.0;0.0;16.0;14.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;18.0;1.0;14.0;0.0;6.0;110.0;5.0;48.0;36.0;4.0;22.0;221.0;49.0;90.0;11.0;57.0;0.0;0.0;165.0;72.0;90.0;0.0;0.0;1.0;9.0;2.0;0.0;4.0;35.0;0.0;20.0;0.0;0.0;1.0;1.0;43.0;27.0;11.0;0.0;11.0;0.0
POZNAŃSKIE;WRZESIŃSKI;701;559;2.0;10.0;34;513;0.0;1.0;0.0;3.0;1.0;9.0;1.0;5.0;0.0;1.0;88;2.0;48.0;20.0;7;7.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;10.0;3.0;3.0;53.0;0.0;34.0;12.0;6.0;22.0;163.0;33.0;47.0;9.0;64.0;0.0;0.0;96.0;44.0;47.0;0.0;0.0;1.0;8.0;1.0;0.0;5.0;16.0;0.0;18.0;0.0;0.0;2.0;0.0;36.0;24.0;9.0;0.0;9.0;1.0
POZNAŃSKIE;WYRZYSKI;758;894;3.0;12.0;66;813;0.0;0.0;0.0;2.0;6.0;13.0;1.0;8.0;0.0;5.0;135;2.0;83.0;32.0;7;9.0;0.0;1.0;3.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;0.0;1.0;26.0;0.0;26.0;2.0;9.0;111.0;4.0;54.0;46.0;9.0;39.0;201.0;20.0;64.0;24.0;77.0;0.0;0.0;180.0;72.0;94.0;0.0;0.0;1.0;11.0;3.0;1.0;3.0;33.0;0.0;15.0;1.0;0.0;0.0;0.0;61.0;42.0;11.0;1.0;16.0;3.0
POZNAŃSKIE;WĄGROWIECKI;690;595;1.0;13.0;33;548;1.0;0.0;13.0;1.0;1.0;11.0;2.0;6.0;0.0;2.0;116;1.0;75.0;23.0;8;8.0;0.0;0.0;1.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;14.0;1.0;13.0;2.0;5.0;59.0;1.0;25.0;26.0;10.0;21.0;157.0;29.0;45.0;19.0;57.0;0.0;0.0;81.0;32.0;40.0;0.0;0.0;2.0;6.0;1.0;0.0;2.0;17.0;0.0;8.0;0.0;0.0;1.0;0.0;44.0;27.0;10.0;0.0;15.0;2.0
POZNAŃSKIE;ŚREDZKI;616;672;1.0;11.0;32;628;0.0;0.0;0.0;1.0;0.0;13.0;4.0;6.0;0.0;4.0;99;0.0;64.0;23.0;5;7.0;0.0;0.0;3.0;2.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;8.0;1.0;5.0;80.0;1.0;37.0;34.0;8.0;19.0;167.0;48.0;43.0;6.0;60.0;0.0;0.0;148.0;54.0;81.0;0.0;0.0;0.0;6.0;1.0;1.0;4.0;31.0;0.0;11.0;0.0;0.0;4.0;0.0;52.0;28.0;18.0;0.0;2.0;3.0
POZNAŃSKIE;ŚREMSKI;843;682;2.0;11.0;43;626;1.0;0.0;4.0;5.0;1.0;14.0;2.0;10.0;1.0;0.0;102;0.0;65.0;19.0;7;10.0;0.0;1.0;4.0;4.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;17.0;2.0;14.0;2.0;7.0;72.0;0.0;33.0;33.0;3.0;27.0;225.0;41.0;77.0;13.0;80.0;0.0;0.0;78.0;23.0;47.0;0.0;0.0;0.0;13.0;1.0;0.0;5.0;26.0;0.0;14.0;0.0;0.0;2.0;1.0;42.0;29.0;7.0;1.0;8.0;1.0
POZNAŃSKIE;ŻNIŃSKI;391;495;1.0;7.0;22;465;0.0;0.0;0.0;0.0;0.0;8.0;0.0;4.0;0.0;3.0;94;1.0;69.0;17.0;3;4.0;0.0;0.0;3.0;3.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;7.0;0.0;4.0;60.0;2.0;23.0;29.0;8.0;12.0;137.0;44.0;25.0;15.0;48.0;0.0;0.0;71.0;20.0;45.0;0.0;0.0;1.0;7.0;1.0;0.0;1.0;20.0;0.0;4.0;0.0;1.0;2.0;0.0;31.0;19.0;8.0;0.0;16.0;1.0
STANISŁAWOWSKIE;DOLIŃSKI;3 600;460;4.0;12.0;58;386;1.0;8.0;1.0;0.0;1.0;10.0;8.0;0.0;1.0;4.0;35;0.0;20.0;2.0;5;8.0;2.0;3.0;11.0;6.0;0.0;0.0;1.0;0.0;0.0;2.0;3.0;8.0;19.0;15.0;0.0;7.0;18.0;47.0;19.0;20.0;5.0;0.0;15.0;127.0;46.0;20.0;50.0;3.0;0.0;0.0;48.0;28.0;15.0;2.0;0.0;0.0;10.0;2.0;0.0;1.0;13.0;0.0;7.0;2.0;0.0;9.0;0.0;41.0;29.0;5.0;0.0;0.0;5.0
STANISŁAWOWSKIE;HORODEŃSKI;1 050;290;1.0;1.0;35;253;0.0;0.0;0.0;0.0;0.0;6.0;2.0;1.0;0.0;0.0;27;1.0;22.0;0.0;2;1.0;0.0;0.0;53.0;52.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;13.0;0.0;12.0;1.0;2.0;33.0;88.0;24.0;16.0;39.0;1.0;0.0;0.0;32.0;11.0;6.0;11.0;0.0;0.0;2.0;1.0;0.0;0.0;9.0;0.0;3.0;0.0;0.0;0.0;0.0;8.0;5.0;1.0;0.0;3.0;4.0
STANISŁAWOWSKIE;KAŁUSKI;666;387;1.0;3.0;24;359;2.0;0.0;0.0;0.0;1.0;12.0;6.0;5.0;0.0;1.0;46;1.0;32.0;7.0;6;0.0;0.0;0.0;19.0;14.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;5.0;1.0;4.0;1.0;2.0;27.0;12.0;10.0;3.0;1.0;18.0;161.0;30.0;18.0;96.0;10.0;0.0;0.0;43.0;25.0;13.0;1.0;0.0;0.0;5.0;2.0;0.0;0.0;9.0;0.0;4.0;0.0;1.0;0.0;0.0;22.0;13.0;6.0;0.0;2.0;1.0
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI);416;677;0.0;3.0;78;596;0.0;0.0;0.0;0.0;0.0;12.0;4.0;1.0;0.0;0.0;36;0.0;17.0;1.0;6;10.0;0.0;0.0;2.0;2.0;1.0;63.0;217.0;0.0;0.0;0.0;0.0;3.0;5.0;4.0;0.0;2.0;2.0;29.0;3.0;7.0;8.0;0.0;9.0;146.0;62.0;16.0;58.0;3.0;0.0;0.0;79.0;33.0;31.0;13.0;0.0;0.0;10.0;1.0;0.0;0.0;9.0;0.0;13.0;0.0;1.0;0.0;0.0;34.0;19.0;13.0;0.0;2.0;2.0
STANISŁAWOWSKIE;KOŁOMYJSKI;914;959;1.0;12.0;69;877;0.0;7.0;0.0;1.0;2.0;19.0;1.0;9.0;1.0;0.0;112;2.0;61.0;18.0;15;9.0;0.0;3.0;47.0;35.0;2.0;9.0;159.0;0.0;1.0;4.0;0.0;3.0;8.0;3.0;2.0;3.0;4.0;42.0;0.0;31.0;5.0;6.0;34.0;231.0;22.0;26.0;130.0;38.0;0.0;4.0;136.0;74.0;27.0;13.0;0.0;0.0;14.0;7.0;0.0;2.0;24.0;0.0;16.0;0.0;0.0;0.0;0.0;61.0;47.0;5.0;0.0;0.0;4.0
STANISŁAWOWSKIE;NADWÓRNIAŃSKI;2 968;670;3.0;11.0;77;579;2.0;41.0;1.0;0.0;1.0;7.0;7.0;0.0;1.0;0.0;54;1.0;35.0;3.0;5;10.0;2.0;5.0;3.0;1.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;3.0;9.0;13.0;28.0;5.0;16.0;4.0;0.0;11.0;202.0;33.0;15.0;102.0;39.0;0.0;0.0;129.0;54.0;64.0;6.0;0.0;0.0;13.0;1.0;0.0;2.0;20.0;0.0;3.0;0.0;3.0;7.0;1.0;97.0;50.0;43.0;0.0;0.0;1.0
STANISŁAWOWSKIE;ROHATYŃSKI;112;328;0.0;5.0;48;275;0.0;0.0;1.0;0.0;0.0;35.0;15.0;8.0;0.0;0.0;40;0.0;25.0;3.0;9;3.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;21.0;2.0;15.0;1.0;5.0;44.0;104.0;12.0;16.0;53.0;12.0;0.0;0.0;32.0;21.0;9.0;1.0;0.0;0.0;4.0;2.0;0.0;0.0;3.0;0.0;3.0;0.0;0.0;2.0;1.0;26.0;19.0;3.0;1.0;1.0;0.0
STANISŁAWOWSKIE;STANISŁAWOWSKI;1 308;963;3.0;22.0;92;846;0.0;0.0;0.0;1.0;12.0;18.0;2.0;3.0;2.0;4.0;113;6.0;22.0;28.0;25;24.0;2.0;1.0;25.0;6.0;1.0;1.0;11.0;0.0;2.0;2.0;2.0;7.0;8.0;4.0;1.0;4.0;6.0;57.0;4.0;35.0;3.0;12.0;42.0;210.0;23.0;31.0;97.0;31.0;0.0;5.0;203.0;114.0;38.0;14.0;1.0;2.0;24.0;4.0;0.0;4.0;28.0;0.0;21.0;0.0;0.0;2.0;3.0;106.0;74.0;12.0;3.0;11.0;7.0
STANISŁAWOWSKIE;STRYJSKI;2 399;495;2.0;25.0;45;423;6.0;6.0;0.0;1.0;3.0;12.0;3.0;4.0;1.0;2.0;54;3.0;29.0;10.0;3;7.0;0.0;4.0;14.0;4.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;5.0;0.0;2.0;14.0;8.0;39.0;8.0;21.0;4.0;5.0;21.0;108.0;20.0;31.0;20.0;20.0;0.0;0.0;79.0;35.0;30.0;3.0;0.0;0.0;15.0;5.0;0.0;1.0;25.0;0.0;6.0;0.0;0.0;1.0;0.0;56.0;40.0;5.0;0.0;3.0;2.0
STANISŁAWOWSKIE;TŁUMACKI;885;461;0.0;6.0;29;426;0.0;0.0;0.0;1.0;2.0;9.0;1.0;3.0;0.0;1.0;68;2.0;37.0;6.0;15;8.0;0.0;0.0;24.0;24.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;5.0;0.0;4.0;1.0;0.0;23.0;0.0;20.0;1.0;2.0;26.0;137.0;10.0;11.0;82.0;19.0;1.0;0.0;107.0;46.0;48.0;8.0;0.0;0.0;4.0;1.0;0.0;0.0;10.0;0.0;4.0;0.0;0.0;1.0;0.0;31.0;14.0;14.0;0.0;1.0;1.0
STANISŁAWOWSKIE;ŚNIATYŃSKI;461;437;0.0;3.0;35;399;0.0;4.0;0.0;0.0;2.0;10.0;3.0;7.0;0.0;0.0;65;1.0;43.0;7.0;9;4.0;0.0;0.0;57.0;56.0;0.0;1.0;18.0;0.0;0.0;1.0;0.0;0.0;3.0;1.0;2.0;2.0;2.0;18.0;0.0;16.0;2.0;1.0;25.0;89.0;21.0;8.0;40.0;12.0;0.0;1.0;73.0;27.0;26.0;16.0;0.0;0.0;7.0;1.0;0.0;0.0;19.0;0.0;7.0;0.0;0.0;0.0;0.0;28.0;17.0;8.0;0.0;0.0;4.0
STANISŁAWOWSKIE;ŻYDACZOWSKI;212;618;0.0;7.0;37;574;0.0;1.0;9.0;3.0;5.0;100.0;7.0;17.0;0.0;0.0;64;1.0;43.0;7.0;9;4.0;0.0;0.0;6.0;6.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;3.0;1.0;2.0;0.0;7.0;41.0;0.0;22.0;14.0;4.0;23.0;177.0;3.0;21.0;126.0;20.0;0.0;1.0;116.0;45.0;68.0;2.0;0.0;0.0;4.0;1.0;0.0;0.0;23.0;0.0;1.0;0.0;0.0;0.0;0.0;20.0;13.0;4.0;0.0;4.0;3.0
TARNOPOLSKIE;BORSZCZOWSKI;435;332;0.0;4.0;46;282;0.0;0.0;0.0;0.0;1.0;4.0;2.0;2.0;0.0;0.0;30;0.0;9.0;5.0;8;8.0;0.0;0.0;22.0;21.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;5.0;12.0;0.0;9.0;2.0;3.0;39.0;83.0;38.0;14.0;17.0;9.0;0.0;0.0;72.0;36.0;22.0;13.0;0.0;0.0;5.0;1.0;0.0;0.0;14.0;0.0;2.0;0.0;1.0;1.0;0.0;28.0;15.0;11.0;0.0;0.0;3.0
TARNOPOLSKIE;BRODZKI;535;356;0.0;5.0;62;289;0.0;0.0;0.0;0.0;0.0;10.0;4.0;6.0;0.0;1.0;29;1.0;15.0;2.0;2;8.0;0.0;1.0;4.0;3.0;0.0;0.0;1.0;0.0;0.0;2.0;1.0;4.0;16.0;0.0;1.0;1.0;18.0;15.0;2.0;10.0;2.0;3.0;38.0;118.0;9.0;14.0;68.0;16.0;0.0;0.0;39.0;27.0;7.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;16.0;0.0;2.0;0.0;0.0;1.0;0.0;25.0;17.0;3.0;0.0;0.0;6.0
TARNOPOLSKIE;BRZEŻAŃSKI;616;246;0.0;11.0;41;194;0.0;0.0;0.0;2.0;2.0;8.0;0.0;5.0;0.0;0.0;27;1.0;15.0;4.0;4;3.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;7.0;14.0;7.0;1.0;4.0;1.0;2.0;25.0;79.0;4.0;12.0;52.0;7.0;0.0;0.0;24.0;14.0;7.0;0.0;0.0;0.0;6.0;3.0;0.0;0.0;10.0;0.0;4.0;0.0;0.0;1.0;0.0;21.0;16.0;1.0;0.0;0.0;0.0
TARNOPOLSKIE;BUCZACKI;995;508;0.0;4.0;85;419;0.0;0.0;0.0;1.0;1.0;19.0;4.0;3.0;0.0;0.0;55;3.0;29.0;3.0;12;7.0;0.0;1.0;8.0;8.0;0.0;1.0;3.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;2.0;12.0;0.0;12.0;0.0;3.0;76.0;210.0;29.0;17.0;122.0;33.0;0.0;1.0;58.0;35.0;18.0;2.0;0.0;0.0;7.0;3.0;0.0;2.0;6.0;0.0;6.0;0.0;0.0;1.0;0.0;25.0;18.0;4.0;0.0;4.0;2.0
TARNOPOLSKIE;CZORTKOWSKI;437;321;2.0;1.0;50;268;0.0;0.0;2.0;0.0;3.0;7.0;2.0;3.0;0.0;1.0;38;0.0;21.0;6.0;8;3.0;0.0;1.0;19.0;17.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;2.0;9.0;0.0;8.0;0.0;3.0;40.0;82.0;27.0;11.0;26.0;8.0;0.0;2.0;40.0;19.0;8.0;3.0;0.0;0.0;7.0;3.0;0.0;1.0;11.0;0.0;7.0;0.0;0.0;2.0;0.0;24.0;15.0;4.0;0.0;1.0;14.0
TARNOPOLSKIE;KAMIONECKI;399;210;0.0;8.0;34;168;0.0;0.0;0.0;1.0;0.0;4.0;0.0;4.0;0.0;0.0;16;1.0;8.0;0.0;4;2.0;0.0;1.0;3.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;10.0;9.0;1.0;1.0;0.0;3.0;21.0;91.0;4.0;10.0;68.0;1.0;0.0;0.0;23.0;9.0;7.0;2.0;0.0;0.0;3.0;2.0;0.0;2.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;10.0;8.0;0.0;0.0;1.0;0.0
TARNOPOLSKIE;KOPYCZYNIECKI;139;189;0.0;0.0;44;145;0.0;0.0;0.0;0.0;2.0;9.0;5.0;3.0;0.0;1.0;11;0.0;6.0;1.0;1;2.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;11.0;0.0;6.0;5.0;0.0;36.0;55.0;10.0;13.0;25.0;2.0;0.0;0.0;17.0;11.0;5.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;17.0;12.0;0.0;0.0;0.0;17.0
TARNOPOLSKIE;PODHAJECKI;90;156;0.0;3.0;23;130;0.0;0.0;0.0;0.0;1.0;7.0;1.0;1.0;0.0;0.0;9;1.0;2.0;1.0;1;3.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;1.0;1.0;8.0;0.0;6.0;0.0;2.0;20.0;60.0;12.0;7.0;37.0;3.0;0.0;0.0;19.0;14.0;2.0;3.0;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;0.0;10.0;5.0;3.0;0.0;2.0;2.0
TARNOPOLSKIE;PRZEMYŚLAŃSKI;351;270;0.0;5.0;47;218;0.0;0.0;0.0;0.0;1.0;17.0;10.0;2.0;0.0;0.0;16;0.0;9.0;5.0;2;0.0;1.0;0.0;2.0;1.0;2.0;10.0;14.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;18.0;0.0;10.0;0.0;2.0;29.0;95.0;15.0;12.0;60.0;1.0;0.0;0.0;19.0;14.0;2.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;15.0;0.0;2.0;0.0;0.0;0.0;0.0;12.0;9.0;1.0;0.0;0.0;3.0
TARNOPOLSKIE;RADZIECHOWSKI;398;234;0.0;6.0;59;169;0.0;0.0;0.0;0.0;3.0;9.0;2.0;6.0;0.0;1.0;20;1.0;12.0;3.0;1;2.0;0.0;1.0;12.0;10.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;3.0;18.0;20.0;1.0;12.0;0.0;3.0;35.0;44.0;9.0;8.0;15.0;9.0;0.0;1.0;34.0;19.0;14.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;6.0;0.0;3.0;0.0;0.0;0.0;0.0;10.0;6.0;2.0;0.0;0.0;3.0
TARNOPOLSKIE;SKAŁACKI;200;278;0.0;3.0;63;212;0.0;0.0;0.0;0.0;0.0;10.0;9.0;1.0;0.0;0.0;27;0.0;9.0;7.0;6;3.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;13.0;0.0;9.0;0.0;3.0;54.0;63.0;10.0;12.0;30.0;4.0;0.0;0.0;27.0;16.0;9.0;2.0;0.0;0.0;3.0;1.0;0.0;0.0;4.0;0.0;0.0;0.0;2.0;1.0;1.0;18.0;14.0;0.0;0.0;0.0;44.0
TARNOPOLSKIE;TARNOPOLSKI;554;430;0.0;9.0;60;361;0.0;1.0;20.0;0.0;4.0;11.0;2.0;2.0;0.0;1.0;38;4.0;3.0;11.0;9;5.0;0.0;0.0;10.0;0.0;0.0;0.0;7.0;1.0;0.0;2.0;0.0;0.0;4.0;0.0;2.0;0.0;1.0;16.0;0.0;14.0;0.0;7.0;46.0;119.0;24.0;26.0;51.0;9.0;0.0;2.0;48.0;20.0;12.0;6.0;0.0;1.0;10.0;6.0;1.0;4.0;11.0;0.0;3.0;0.0;0.0;0.0;0.0;33.0;22.0;4.0;0.0;3.0;26.0
TARNOPOLSKIE;TREMBOWELSKI;263;260;0.0;6.0;51;203;0.0;11.0;8.0;1.0;2.0;17.0;8.0;0.0;0.0;0.0;24;1.0;11.0;2.0;5;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;10.0;0.0;5.0;36.0;75.0;18.0;3.0;35.0;16.0;0.0;1.0;22.0;11.0;6.0;0.0;0.0;0.0;3.0;2.0;0.0;1.0;12.0;0.0;2.0;0.0;0.0;1.0;0.0;9.0;7.0;0.0;0.0;0.0;19.0
TARNOPOLSKIE;ZALESZCZYCKI;134;426;0.0;2.0;47;377;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;88;1.0;63.0;5.0;13;6.0;0.0;0.0;25.0;25.0;0.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;4.0;0.0;3.0;30.0;0.0;20.0;10.0;1.0;42.0;108.0;43.0;12.0;25.0;23.0;0.0;0.0;69.0;30.0;24.0;14.0;0.0;0.0;7.0;3.0;0.0;0.0;4.0;0.0;2.0;1.0;0.0;0.0;0.0;31.0;11.0;17.0;0.0;0.0;4.0
TARNOPOLSKIE;ZBARASKI;148;269;0.0;2.0;38;229;0.0;0.0;43.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;42;1.0;29.0;4.0;4;3.0;0.0;0.0;3.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;8.0;0.0;7.0;1.0;2.0;34.0;43.0;12.0;6.0;14.0;8.0;0.0;0.0;24.0;10.0;11.0;0.0;0.0;0.0;5.0;2.0;0.0;0.0;11.0;0.0;0.0;0.0;0.0;1.0;1.0;16.0;7.0;5.0;0.0;0.0;29.0
TARNOPOLSKIE;ZBOROWSKI;63;222;0.0;1.0;28;193;0.0;0.0;7.0;0.0;1.0;16.0;13.0;3.0;0.0;0.0;42;0.0;29.0;2.0;7;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;9.0;1.0;3.0;2.0;1.0;20.0;59.0;13.0;8.0;34.0;0.0;0.0;0.0;25.0;16.0;7.0;2.0;0.0;0.0;4.0;2.0;0.0;1.0;8.0;0.0;0.0;0.0;1.0;2.0;0.0;17.0;8.0;8.0;0.0;0.0;2.0
