Region;District;1. Number of workers in plants I-VII;2. Plants: total;3. Plants: I-III;4. Plants: IV-V;5. Plants: VI-VII;6. Plants: VIII;7. Mining: I-V;8. Mining: VI-VII;9. Mining: VIII;10. Mineral: I-V;11. Mineral: VI-VII;12. Mineral: VIII;13. Mineral: brickyards (within others);14. Mineral: concrete plants (within others);15. Metal and electrotechnical: I-V;16. Metal and electrotechnical: VI-VII;17. Metal and electrotechnical: VIII;18. Metal and electrotechnical: metal production (within others);19. Metal and electrotechnical: blacksmithing (within others);20. Metal and electrotechnical: locksmithing, repairs (within others);21. Metal and electrotechnical: tinsmithing (within others);22. Metal and electrotechnical: watchmaking and jewelry (within others);23. Chemical: I-V;24. Chemical: VI-VII;25. Chemical: VIII;26. Chemical: oil mills (within others);27. Textile: I-V;28. Textile: VI-VII;29. Textile: VIII;30. Paper: I-V;31. Paper: VI-VII;32. Paper: VIII;33. Leather: I-V;34. Leather: VI-VII;35. Leather: VIII;36. Leather: tanning and white leather (within others);37. Leather: saddlery and harness making (within others);38. Wood: I-V;39. Wood: VI-VII;40. Wood: VIII;41. Wood: sawmills (within others);42. Wood: carpentry (within others);43. Wood: wheelwrighting (within others);44. Food: I-V;45. Food: VI-VII;46. Food: VIII;47. Food: mills (within others);48. Food: bakeries (within others);49. Food: dairies (within others);50. Food: butchery and meat processing (within others);51. Clothing: I-V;52. Clothing: VI-VII;53. Clothing: VIII;54. Clothing: tailoring and clothing accessories (within others);55. Clothing: shoemaking and boot making (within others);56. Clothing: furriery (within others);57. Printing: I-V;58. Printing: VI-VII;59. Printing: VIII;60. Printing: printing houses (within others);61. Construction: I-V;62. Construction: VI-VII;63. Construction: VIII;64. Processing of various materials: VII;65. Processing of various materials: VIII;66. Power plants: I-V;67. Power plants: VI-VII;68. Power plants: VIII;69. Services: V-VII;70. Services: VIII;71. Services: hairdressing (within others);72. Services: transport (within others);73. Horticulture and fisheries: V-VII;74. Horticulture and fisheries: VIII;75. Other plants: VIII
LWOWSKIE;BÓBRECKI;927;363;1.0;8.0;44;310;0.0;2.0;1.0;0.0;1.0;18.0;8.0;6.0;0.0;0.0;52;0.0;36.0;5.0;6;5.0;0.0;0.0;24.0;23.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;14.0;21.0;0.0;14.0;3.0;5.0;26.0;115.0;13.0;17.0;59.0;16.0;0.0;0.0;37.0;22.0;15.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;10.0;0.0;5.0;0.0;0.0;2.0;0.0;20.0;11.0;7.0;1.0;0.0;2.0
LWOWSKIE;DOBROMILSKI;546;274;0.0;5.0;39;230;0.0;1.0;0.0;0.0;3.0;3.0;1.0;2.0;0.0;2.0;25;0.0;13.0;3.0;5;4.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;5.0;14.0;24.0;12.0;10.0;1.0;0.0;19.0;95.0;10.0;25.0;54.0;4.0;0.0;0.0;46.0;20.0;20.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;8.0;0.0;5.0;0.0;0.0;1.0;0.0;15.0;10.0;3.0;0.0;0.0;2.0
LWOWSKIE;DROHOBYCKI;6 610;946;6.0;28.0;363;549;5.0;311.0;1.0;1.0;4.0;11.0;0.0;6.0;4.0;5.0;64;0.0;16.0;26.0;12;3.0;11.0;10.0;10.0;1.0;0.0;0.0;3.0;0.0;0.0;3.0;0.0;1.0;2.0;0.0;1.0;6.0;5.0;39.0;6.0;26.0;2.0;3.0;14.0;121.0;11.0;47.0;36.0;4.0;0.0;3.0;123.0;72.0;34.0;5.0;0.0;3.0;22.0;7.0;2.0;5.0;29.0;0.0;17.0;2.0;1.0;3.0;1.0;98.0;70.0;20.0;0.0;0.0;3.0
LWOWSKIE;GRÓDECKI;270;242;0.0;5.0;26;211;0.0;0.0;6.0;3.0;2.0;4.0;0.0;4.0;0.0;0.0;38;0.0;28.0;2.0;5;3.0;0.0;0.0;4.0;4.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;6.0;21.0;0.0;7.0;2.0;1.0;18.0;92.0;3.0;16.0;66.0;2.0;0.0;0.0;27.0;12.0;14.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;11.0;9.0;0.0;0.0;0.0;0.0
LWOWSKIE;JAROSŁAWSKI;753;317;0.0;9.0;37;271;0.0;1.0;0.0;1.0;2.0;25.0;3.0;20.0;0.0;1.0;22;0.0;4.0;7.0;3;7.0;0.0;0.0;5.0;2.0;2.0;0.0;2.0;0.0;0.0;1.0;0.0;1.0;7.0;0.0;5.0;2.0;7.0;15.0;3.0;6.0;0.0;4.0;21.0;113.0;9.0;26.0;62.0;3.0;0.0;1.0;32.0;4.0;18.0;3.0;0.0;1.0;5.0;2.0;0.0;2.0;13.0;0.0;2.0;0.0;0.0;1.0;0.0;27.0;22.0;3.0;0.0;0.0;1.0
LWOWSKIE;JAWOROWSKI;63;246;0.0;0.0;18;228;0.0;0.0;0.0;0.0;0.0;7.0;3.0;3.0;0.0;0.0;14;0.0;9.0;0.0;2;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;8.0;1.0;0.0;0.0;3.0;28.0;4.0;2.0;4.0;0.0;13.0;119.0;9.0;22.0;84.0;1.0;0.0;0.0;28.0;18.0;8.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;4.0;0.0;4.0;0.0;2.0;0.0;0.0;10.0;7.0;2.0;0.0;0.0;0.0
LWOWSKIE;KOLBUSZOWSKI;126;217;0.0;2.0;20;195;0.0;0.0;0.0;0.0;2.0;13.0;4.0;7.0;0.0;0.0;30;0.0;26.0;0.0;2;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;10.0;20.0;5.0;14.0;0.0;1.0;8.0;55.0;3.0;23.0;3.0;20.0;0.0;0.0;57.0;22.0;34.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;6.0;0.0;2.0;0.0;0.0;0.0;0.0;9.0;5.0;2.0;0.0;0.0;0.0
LWOWSKIE;KROŚNIEŃSKI;3 357;447;4.0;14.0;94;335;4.0;49.0;1.0;2.0;6.0;13.0;1.0;6.0;1.0;2.0;37;3.0;12.0;11.0;6;4.0;5.0;5.0;3.0;0.0;1.0;1.0;9.0;0.0;0.0;3.0;0.0;0.0;5.0;0.0;3.0;3.0;11.0;34.0;6.0;24.0;1.0;1.0;14.0;105.0;16.0;23.0;35.0;24.0;0.0;4.0;49.0;22.0;24.0;0.0;0.0;0.0;8.0;2.0;1.0;2.0;11.0;0.0;6.0;0.0;0.0;0.0;0.0;49.0;17.0;27.0;0.0;2.0;0.0
LWOWSKIE;LESKI;1 336;430;0.0;16.0;46;368;1.0;4.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;58;0.0;37.0;4.0;9;8.0;0.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;1.0;2.0;15.0;26.0;61.0;20.0;27.0;3.0;0.0;14.0;96.0;39.0;23.0;8.0;20.0;0.0;0.0;91.0;32.0;51.0;1.0;0.0;0.0;5.0;1.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;5.0;0.0;34.0;11.0;21.0;0.0;0.0;5.0
LWOWSKIE;LUBACZOWSKI;372;434;0.0;5.0;54;375;0.0;0.0;0.0;0.0;2.0;21.0;1.0;14.0;0.0;0.0;30;1.0;16.0;1.0;7;5.0;0.0;1.0;14.0;13.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;13.0;3.0;1.0;3.0;23.0;44.0;3.0;20.0;8.0;2.0;28.0;109.0;21.0;32.0;22.0;24.0;0.0;0.0;88.0;52.0;27.0;1.0;0.0;0.0;13.0;0.0;0.0;0.0;16.0;0.0;4.0;0.0;0.0;1.0;0.0;18.0;13.0;2.0;0.0;0.0;2.0
LWOWSKIE;LWOWSKI;865;363;1.0;8.0;54;300;0.0;1.0;1.0;5.0;6.0;12.0;5.0;7.0;0.0;0.0;44;0.0;35.0;5.0;2;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;8.0;35.0;1.0;26.0;5.0;1.0;38.0;125.0;14.0;23.0;61.0;22.0;0.0;0.0;35.0;18.0;13.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;12.0;0.0;2.0;0.0;0.0;0.0;0.0;30.0;17.0;6.0;0.0;2.0;0.0
LWOWSKIE;LWÓW (MIASTO);7 308;3497;4.0;103.0;349;3041;0.0;2.0;4.0;11.0;14.0;49.0;0.0;10.0;11.0;50.0;423;59.0;30.0;127.0;65;80.0;13.0;25.0;101.0;3.0;0.0;6.0;64.0;5.0;16.0;28.0;2.0;3.0;46.0;2.0;10.0;8.0;13.0;177.0;2.0;137.0;4.0;25.0;79.0;283.0;3.0;89.0;21.0;37.0;3.0;39.0;864.0;389.0;152.0;69.0;10.0;29.0;132.0;35.0;15.0;56.0;191.0;1.0;116.0;0.0;0.0;0.0;19.0;507.0;322.0;92.0;1.0;29.0;27.0
LWOWSKIE;MOŚCISKI;131;192;0.0;2.0;24;166;0.0;0.0;0.0;1.0;3.0;11.0;0.0;10.0;0.0;0.0;20;0.0;13.0;2.0;3;2.0;0.0;0.0;4.0;3.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;9.0;1.0;6.0;0.0;1.0;16.0;85.0;0.0;21.0;57.0;2.0;0.0;0.0;13.0;10.0;2.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;4.0;0.0;1.0;1.0;0.0;13.0;8.0;4.0;0.0;0.0;0.0
LWOWSKIE;NIŻAŃSKI;410;217;0.0;6.0;19;192;0.0;0.0;0.0;0.0;1.0;19.0;6.0;12.0;0.0;1.0;22;0.0;8.0;1.0;7;6.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;4.0;10.0;22.0;3.0;8.0;0.0;1.0;6.0;51.0;0.0;18.0;8.0;21.0;0.0;0.0;37.0;21.0;14.0;0.0;0.0;0.0;6.0;1.0;0.0;0.0;11.0;0.0;2.0;0.0;1.0;1.0;0.0;17.0;9.0;7.0;0.0;1.0;0.0
LWOWSKIE;PRZEMYSKI;1 180;904;0.0;20.0;91;793;0.0;1.0;2.0;2.0;8.0;28.0;1.0;21.0;4.0;7.0;115;9.0;34.0;25.0;16;18.0;0.0;3.0;15.0;2.0;0.0;0.0;3.0;0.0;0.0;4.0;0.0;1.0;8.0;2.0;4.0;3.0;17.0;50.0;2.0;32.0;6.0;7.0;36.0;203.0;3.0;65.0;64.0;31.0;0.0;3.0;171.0;88.0;42.0;10.0;0.0;5.0;27.0;6.0;4.0;10.0;36.0;0.0;27.0;0.0;0.0;2.0;0.0;94.0;65.0;7.0;0.0;7.0;1.0
LWOWSKIE;PRZEWORSKI;612;146;2.0;6.0;15;123;0.0;1.0;0.0;2.0;0.0;11.0;5.0;5.0;1.0;0.0;13;2.0;3.0;3.0;3;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;3.0;11.0;0.0;7.0;1.0;5.0;11.0;60.0;4.0;6.0;24.0;20.0;0.0;0.0;16.0;8.0;7.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0
LWOWSKIE;RAWSKI (RAWA RUSKA);312;504;0.0;3.0;79;422;0.0;1.0;0.0;0.0;3.0;20.0;8.0;7.0;0.0;0.0;39;2.0;14.0;6.0;8;7.0;0.0;0.0;13.0;11.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;24.0;33.0;2.0;13.0;0.0;2.0;44.0;184.0;17.0;37.0;120.0;0.0;0.0;7.0;90.0;31.0;18.0;26.0;0.0;0.0;7.0;2.0;0.0;0.0;6.0;0.0;1.0;0.0;0.0;1.0;0.0;23.0;19.0;1.0;0.0;0.0;1.0
LWOWSKIE;RUDECKI;100;297;0.0;3.0;17;277;0.0;0.0;0.0;0.0;1.0;9.0;1.0;3.0;0.0;0.0;21;0.0;11.0;2.0;4;4.0;0.0;0.0;11.0;10.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;5.0;19.0;0.0;12.0;2.0;2.0;10.0;160.0;1.0;18.0;133.0;4.0;0.0;0.0;34.0;23.0;10.0;0.0;0.0;0.0;4.0;2.0;0.0;1.0;4.0;0.0;2.0;0.0;0.0;0.0;0.0;11.0;8.0;0.0;0.0;0.0;0.0
LWOWSKIE;RZESZOWSKI;1 095;597;0.0;14.0;82;501;0.0;0.0;2.0;3.0;7.0;35.0;3.0;27.0;1.0;6.0;49;3.0;11.0;16.0;7;9.0;0.0;1.0;8.0;0.0;1.0;0.0;5.0;0.0;2.0;7.0;0.0;1.0;11.0;2.0;3.0;1.0;15.0;38.0;8.0;20.0;0.0;8.0;40.0;161.0;4.0;41.0;63.0;26.0;0.0;3.0;93.0;45.0;18.0;7.0;0.0;2.0;14.0;3.0;0.0;5.0;15.0;0.0;11.0;0.0;0.0;0.0;0.0;49.0;34.0;10.0;0.0;0.0;3.0
LWOWSKIE;SAMBORSKI;461;337;0.0;5.0;31;301;0.0;2.0;0.0;1.0;2.0;18.0;2.0;14.0;0.0;1.0;31;1.0;18.0;4.0;3;3.0;0.0;1.0;3.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;11.0;1.0;8.0;2.0;2.0;21.0;165.0;2.0;26.0;116.0;7.0;0.0;0.0;32.0;17.0;10.0;0.0;0.0;0.0;6.0;4.0;0.0;0.0;8.0;0.0;3.0;0.0;0.0;2.0;0.0;17.0;11.0;3.0;0.0;2.0;0.0
LWOWSKIE;SANOCKI;1 371;316;2.0;8.0;42;264;0.0;15.0;2.0;0.0;4.0;2.0;0.0;1.0;1.0;0.0;28;2.0;11.0;2.0;7;5.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;6.0;2.0;2.0;6.0;10.0;28.0;19.0;5.0;2.0;2.0;10.0;88.0;19.0;26.0;12.0;21.0;0.0;0.0;60.0;27.0;23.0;1.0;0.0;0.0;8.0;3.0;0.0;1.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;29.0;15.0;9.0;0.0;1.0;0.0
LWOWSKIE;SOKALSKI;532;464;0.0;5.0;94;365;0.0;0.0;0.0;0.0;6.0;10.0;2.0;8.0;0.0;1.0;40;4.0;19.0;6.0;1;7.0;1.0;1.0;20.0;18.0;1.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;3.0;1.0;20.0;21.0;1.0;13.0;2.0;2.0;63.0;144.0;15.0;26.0;85.0;12.0;0.0;0.0;60.0;31.0;16.0;3.0;0.0;1.0;6.0;2.0;0.0;0.0;20.0;0.0;4.0;0.0;2.0;3.0;0.0;24.0;16.0;3.0;0.0;2.0;3.0
LWOWSKIE;TARNOBRZESKI;380;362;0.0;7.0;23;332;0.0;0.0;0.0;2.0;2.0;18.0;2.0;11.0;0.0;0.0;51;1.0;29.0;5.0;7;9.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0;3.0;2.0;6.0;40.0;1.0;32.0;1.0;3.0;13.0;80.0;4.0;28.0;10.0;31.0;0.0;1.0;80.0;46.0;22.0;1.0;0.0;0.0;9.0;2.0;0.0;0.0;11.0;0.0;3.0;0.0;0.0;0.0;0.0;29.0;11.0;16.0;0.0;2.0;2.0
LWOWSKIE;TURCZAŃSKI;997;160;0.0;8.0;32;120;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10;0.0;7.0;0.0;1;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;21.0;17.0;16.0;1.0;0.0;0.0;8.0;79.0;37.0;12.0;24.0;4.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;0.0;1.0;6.0;6.0;0.0;0.0;0.0;0.0
LWOWSKIE;ŁAŃCUCKI;451;330;2.0;5.0;37;286;0.0;0.0;0.0;0.0;5.0;30.0;6.0;23.0;0.0;0.0;20;0.0;7.0;4.0;5;4.0;0.0;1.0;6.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;7.0;23.0;3.0;15.0;0.0;5.0;20.0;114.0;12.0;25.0;38.0;30.0;0.0;1.0;53.0;19.0;29.0;0.0;0.0;0.0;6.0;2.0;0.0;2.0;8.0;0.0;4.0;0.0;0.0;0.0;0.0;16.0;11.0;2.0;1.0;0.0;1.0
LWOWSKIE;ŻÓŁKIEWSKI;602;581;0.0;9.0;58;514;0.0;2.0;0.0;1.0;4.0;8.0;3.0;4.0;0.0;0.0;56;1.0;38.0;4.0;5;6.0;1.0;1.0;19.0;17.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;14.0;2.0;0.0;3.0;21.0;30.0;4.0;13.0;3.0;3.0;22.0;190.0;17.0;24.0;111.0;29.0;0.0;5.0;151.0;44.0;50.0;53.0;1.0;1.0;3.0;1.0;0.0;0.0;12.0;0.0;6.0;0.0;0.0;0.0;0.0;25.0;10.0;11.0;0.0;0.0;0.0
M. ST. WARSZAWA;POŁUDNIOWO-WARSZAWSKI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M. ST. WARSZAWA;PRASKO-WARSZAWSKI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M. ST. WARSZAWA;PÓŁNOCNO-WARSZAWSKI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M. ST. WARSZAWA;ŚRÓDMIEJSKO-WARSZAWSKI;62 686;16 646;62.0;762.0;2 067;13 755;0.0;6.0;13.0;17.0;38.0;136.0;0.0;18.0;221.0;336.0;2 009;468.0;97.0;544.0;139;381.0;71.0;145.0;384.0;3.0;52.0;98.0;846.0;26.0;78.0;200.0;32.0;61.0;402.0;14.0;61.0;27.0;94.0;772.0;1.0;521.0;16.0;81.0;230.0;829.0;8.0;254.0;27.0;158.0;54.0;513.0;4391.0;1869.0;858.0;264.0;76.0;119.0;588.0;220.0;150.0;198.0;449.0;3.0;504.0;1.0;0.0;0.0;158.0;2084.0;1353.0;333.0;6.0;67.0;81.0
NOWOGRÓDZKIE;BARANOWICKI;862;904;2.0;10.0;82;810;0.0;2.0;0.0;2.0;4.0;17.0;7.0;7.0;0.0;1.0;91;1.0;32.0;27.0;9;15.0;0.0;3.0;18.0;0.0;0.0;1.0;15.0;0.0;0.0;6.0;0.0;0.0;27.0;7.0;16.0;6.0;16.0;48.0;0.0;0.0;3.0;3.0;50.0;199.0;61.0;36.0;67.0;18.0;0.0;2.0;237.0;122.0;79.0;4.0;0.0;1.0;15.0;4.0;0.0;1.0;25.0;0.0;6.0;1.0;1.0;3.0;0.0;93.0;42.0;44.0;0.0;4.0;6.0
NOWOGRÓDZKIE;LIDZKI;2 120;726;2.0;15.0;84;625;0.0;0.0;1.0;1.0;7.0;11.0;2.0;4.0;3.0;1.0;110;1.0;49.0;28.0;10;18.0;2.0;6.0;21.0;1.0;1.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;12.0;4.0;6.0;5.0;16.0;34.0;4.0;15.0;4.0;5.0;50.0;157.0;37.0;43.0;39.0;24.0;0.0;0.0;188.0;100.0;66.0;2.0;0.0;0.0;14.0;3.0;0.0;0.0;6.0;0.0;14.0;0.0;0.0;4.0;2.0;45.0;32.0;6.0;1.0;2.0;2.0
NOWOGRÓDZKIE;NIEŚWIESKI;310;592;0.0;4.0;53;535;0.0;0.0;0.0;0.0;1.0;28.0;9.0;13.0;0.0;0.0;63;0.0;40.0;6.0;7;10.0;0.0;0.0;10.0;6.0;0.0;2.0;6.0;0.0;0.0;0.0;0.0;0.0;9.0;4.0;5.0;1.0;8.0;24.0;2.0;18.0;2.0;3.0;40.0;232.0;99.0;38.0;64.0;17.0;0.0;0.0;111.0;59.0;37.0;0.0;0.0;0.0;11.0;3.0;0.0;0.0;1.0;0.0;4.0;0.0;2.0;2.0;0.0;32.0;29.0;1.0;0.0;1.0;1.0
NOWOGRÓDZKIE;NOWOGRÓDZKI;321;627;0.0;3.0;87;537;0.0;0.0;0.0;0.0;1.0;44.0;26.0;9.0;0.0;0.0;73;1.0;43.0;11.0;6;11.0;0.0;0.0;20.0;3.0;0.0;2.0;6.0;0.0;0.0;1.0;0.0;0.0;13.0;5.0;7.0;1.0;12.0;22.0;0.0;18.0;0.0;2.0;70.0;144.0;40.0;47.0;24.0;14.0;0.0;0.0;156.0;77.0;56.0;0.0;0.0;0.0;11.0;1.0;0.0;2.0;4.0;0.0;1.0;0.0;0.0;7.0;0.0;33.0;24.0;4.0;0.0;1.0;1.0
NOWOGRÓDZKIE;STOŁPECKI;472;460;0.0;4.0;68;388;0.0;0.0;0.0;0.0;5.0;20.0;9.0;8.0;0.0;0.0;50;0.0;28.0;6.0;6;10.0;0.0;0.0;9.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;11.0;5.0;4.0;3.0;8.0;25.0;2.0;12.0;2.0;1.0;51.0;105.0;22.0;34.0;29.0;13.0;0.0;0.0;130.0;67.0;46.0;0.0;0.0;0.0;4.0;1.0;0.0;0.0;2.0;0.0;4.0;0.0;4.0;0.0;0.0;23.0;20.0;1.0;0.0;2.0;1.0
NOWOGRÓDZKIE;SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE);445;493;0.0;3.0;36;454;0.0;0.0;0.0;0.0;0.0;13.0;5.0;5.0;0.0;0.0;61;0.0;47.0;4.0;4;5.0;0.0;0.0;12.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;13.0;6.0;7.0;3.0;16.0;39.0;1.0;24.0;2.0;0.0;20.0;89.0;18.0;30.0;24.0;10.0;0.0;0.0;172.0;107.0;55.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;19.0;0.0;5.0;0.0;0.0;3.0;0.0;23.0;15.0;5.0;0.0;1.0;0.0
NOWOGRÓDZKIE;SŁONIMSKI;595;691;0.0;7.0;91;593;0.0;0.0;0.0;0.0;7.0;19.0;8.0;10.0;0.0;0.0;84;3.0;46.0;18.0;6;7.0;0.0;1.0;23.0;2.0;0.0;0.0;8.0;1.0;0.0;0.0;0.0;1.0;24.0;12.0;8.0;5.0;20.0;46.0;9.0;31.0;0.0;1.0;60.0;108.0;28.0;47.0;4.0;13.0;0.0;2.0;200.0;97.0;76.0;1.0;0.0;0.0;11.0;4.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;2.0;0.0;50.0;31.0;14.0;0.0;6.0;0.0
NOWOGRÓDZKIE;WOŁOŻYŃSKI;305;309;0.0;5.0;47;257;0.0;0.0;0.0;0.0;2.0;12.0;5.0;1.0;0.0;0.0;35;0.0;22.0;4.0;2;7.0;0.0;0.0;17.0;4.0;0.0;0.0;7.0;0.0;0.0;1.0;0.0;0.0;9.0;3.0;6.0;5.0;17.0;11.0;4.0;2.0;1.0;0.0;28.0;80.0;18.0;25.0;10.0;14.0;0.0;0.0;59.0;28.0;22.0;0.0;0.0;0.0;7.0;1.0;0.0;0.0;2.0;0.0;2.0;0.0;0.0;2.0;0.0;13.0;13.0;0.0;0.0;0.0;0.0
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.);861;1410;0.0;15.0;88;1307;0.0;0.0;0.0;2.0;1.0;40.0;19.0;15.0;0.0;1.0;179;6.0;53.0;54.0;17;35.0;0.0;4.0;32.0;9.0;0.0;3.0;27.0;0.0;0.0;9.0;1.0;1.0;37.0;0.0;27.0;6.0;10.0;124.0;3.0;76.0;21.0;3.0;55.0;188.0;50.0;60.0;17.0;32.0;0.0;2.0;497.0;229.0;184.0;17.0;0.0;2.0;29.0;9.0;2.0;1.0;18.0;0.0;25.0;1.0;2.0;1.0;2.0;92.0;69.0;8.0;4.0;4.0;5.0
POLESKIE;DROHICKI;155;437;0.0;1.0;41;395;0.0;0.0;0.0;0.0;3.0;19.0;11.0;8.0;0.0;0.0;54;0.0;46.0;4.0;3;1.0;0.0;2.0;7.0;6.0;0.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;22.0;6.0;11.0;1.0;7.0;20.0;0.0;13.0;0.0;0.0;26.0;120.0;72.0;10.0;17.0;16.0;0.0;0.0;116.0;37.0;58.0;6.0;0.0;0.0;6.0;1.0;0.0;0.0;6.0;0.0;3.0;0.0;1.0;1.0;0.0;14.0;12.0;2.0;2.0;0.0;0.0
POLESKIE;IWACEWICKI;561;397;0.0;6.0;42;349;0.0;0.0;0.0;0.0;0.0;25.0;16.0;8.0;0.0;0.0;52;0.0;38.0;5.0;3;4.0;0.0;4.0;11.0;2.0;1.0;1.0;9.0;0.0;0.0;0.0;0.0;1.0;17.0;3.0;9.0;4.0;20.0;21.0;3.0;14.0;3.0;1.0;14.0;52.0;5.0;16.0;19.0;7.0;0.0;0.0;116.0;54.0;49.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;10.0;0.0;6.0;0.0;0.0;3.0;2.0;14.0;9.0;3.0;0.0;0.0;8.0
POLESKIE;KOBRYŃSKI;199;430;0.0;1.0;45;384;0.0;0.0;0.0;0.0;3.0;15.0;3.0;11.0;0.0;1.0;60;0.0;40.0;9.0;3;7.0;0.0;0.0;5.0;2.0;0.0;2.0;5.0;0.0;1.0;0.0;0.0;0.0;12.0;1.0;10.0;0.0;4.0;17.0;1.0;11.0;1.0;1.0;30.0;85.0;26.0;26.0;17.0;10.0;0.0;3.0;149.0;51.0;64.0;20.0;0.0;0.0;9.0;2.0;0.0;0.0;5.0;0.0;4.0;0.0;0.0;0.0;0.0;17.0;14.0;0.0;1.0;1.0;0.0
POLESKIE;KOSZYRSKI;245;205;0.0;0.0;33;172;0.0;0.0;0.0;0.0;1.0;10.0;8.0;2.0;0.0;0.0;23;0.0;18.0;2.0;0;3.0;0.0;1.0;9.0;8.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;6.0;1.0;5.0;0.0;18.0;5.0;1.0;3.0;1.0;0.0;11.0;39.0;17.0;9.0;3.0;7.0;0.0;0.0;60.0;23.0;19.0;6.0;0.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;6.0;5.0;1.0;0.0;2.0;0.0
