Region;District;Konie;Bydło rogate;Trzoda chlewna;Owce;Kozy
KRAKOWSKIE;CHRZANOWSKI;4 445;20 519;6 720;224;3 517
KRAKOWSKIE;DĄBROWSKI;10 424;35 076;17 141;53;212
KRAKOWSKIE;GORLICKI;8 121;44 707;15 134;1 779;847
KRAKOWSKIE;GRYBOWSKI;3 808;28 402;9 432;1 446;515
KRAKOWSKIE;JASIELSKI;9 734;41 606;17 493;1 805;1 255
KRAKOWSKIE;KRAKOWSKI;9 583;34 708;12 682;357;1 164
KRAKOWSKIE;KRAKÓW (MIASTO);1 918;1 878;1 184;16;466
KRAKOWSKIE;LIMANOWSKI;4 886;43 566;11 206;5211;1 480
KRAKOWSKIE;MAKOWSKI (MAKÓW PODHALAŃSKI);5 074;36 168;8 041;1 401;2 146
KRAKOWSKIE;MIELECKI;11 680;38 927;17 200;55;98
KRAKOWSKIE;MYŚLENICKI;4 619;29 844;10 613;651;1 007
KRAKOWSKIE;NOWOSĄDECKI;8 588;53 068;20 933;6 602;1 225
KRAKOWSKIE;NOWOTARSKI;12 978;63 882;17 224;29 765;670
KRAKOWSKIE;OŚWIĘCIMSKI;2 851;14 390;8 809;61;403
KRAKOWSKIE;PILZNEŃSKI;7 477;26 541;10 444;200;408
KRAKOWSKIE;ROPCZYCKI;11 216;36 676;11 630;109;282
KRAKOWSKIE;TARNOWSKI;9 809;38 088;14 640;333;473
KRAKOWSKIE;WADOWICKI;4 936;36 906;17 429;410;1 138
KRAKOWSKIE;WIELICKI;2630;11 808;4 908;137;795
KRAKOWSKIE;ŻYWIECKI;4286;42 718;11 267;3 759;1 269
LUBELSKIE;BIALSKI (BIAŁA PODLASKA);15 086;29 180;29 890;16 265;48
LUBELSKIE;BIŁGORAJSKI;19 284;43 300;22 760;1 422;29
LUBELSKIE;CHEŁMSKI;26 907;45 882;44 506;993;80
LUBELSKIE;GARWOLIŃSKI;21 536;51 817;57 379;2 240;167
LUBELSKIE;HRUBIESZOWSKI;30 077;38 332;41 313;2 286;43
LUBELSKIE;JANOWSKI;23 575;55 899;45 867;2 243;63
LUBELSKIE;KONSTANTYNOWSKI;14 721;23 229;28 348;14 506;49
LUBELSKIE;KRASNOSTAWSKI;25 738;46 484;42 037;1 588;41
LUBELSKIE;LUBARTOWSKI;16 700;33 683;47 208;776;33
LUBELSKIE;LUBELSKI;26 535;61 262;69 880;4 000;68
LUBELSKIE;LUBLIN (MIASTO);988;960;2 098;40;52
LUBELSKIE;PUŁAWSKI;20 111;42 509;49 959;1 410;124
LUBELSKIE;RADZYŃSKI;18 406;30 327;34 468;5 818;21
LUBELSKIE;SIEDLECKI;16 697;34 786;37 212;4 857;44
LUBELSKIE;SOKOŁOWSKI;15 355;35 275;35 385;4 951;37
LUBELSKIE;TOMASZOWSKI;23 488;35 105;26 909;1 347;112
LUBELSKIE;WĘGROWSKI;14 501;39 090;31 693;1 577;60
LUBELSKIE;WŁODAWSKI;24 061;47 494;47 491;4 895;95
LUBELSKIE;ZAMOJSKI;26 815;45 420;34 932;773;65
LUBELSKIE;ŁUKOWSKI;20 087;43 317;54 245;5 152;59
LWOWSKIE;BRZOZOWSKI;8 436;37 734;11 804;436;857
LWOWSKIE;BÓBRECKI;14 019;30 396;18 289;220;384
LWOWSKIE;DOBROMILSKI;9 141;33 067;8 143;455;777
LWOWSKIE;DROHOBYCKI;18 736;47 849;16 483;3 829;643
LWOWSKIE;GRÓDECKI;13 250;27 077;13 964;1 039;46
LWOWSKIE;JAROSŁAWSKI;22 248;50 371;23 969;456;346
LWOWSKIE;JAWOROWSKI;16 229;32 062;16 726;2 405;20
LWOWSKIE;KOLBUSZOWSKI;9 007;34 229;7 738;43;36
LWOWSKIE;KROŚNIEŃSKI;7 158;35 767;12 542;1 523;513
LWOWSKIE;LESKI;13 751;52 479;13 792;4 970;450
LWOWSKIE;LUBACZOWSKI;15 146;29 446;20 531;3 107;48
LWOWSKIE;LWOWSKI;22 482;49 603;21 258;155;178
LWOWSKIE;LWÓW (MIASTO);2 661;3 228;1 205;35;277
LWOWSKIE;MOŚCISKI;15 450;32 219;16 556;734;51
LWOWSKIE;NIŻAŃSKI;8 654;25 346;13 030;348;71
LWOWSKIE;PRZEMYSKI;16 938;47 205;15 993;381;601
LWOWSKIE;PRZEWORSKI;7 725;24 166;12 333;187;328
LWOWSKIE;RAWSKI (RAWA RUSKA);19 541;36 877;28 531;5 899;79
LWOWSKIE;RUDECKI;14 571;26 343;14 683;91;12
LWOWSKIE;RZESZOWSKI;13 399;55 795;24 076;182;544
LWOWSKIE;SAMBORSKI;19 213;40 859;16 551;201;129
LWOWSKIE;SANOCKI;14 664;46 007;13 155;2 331;864
LWOWSKIE;SOKALSKI;24 879;32 723;39 907;20 200;78
LWOWSKIE;STAROSAMBORSKI;6927;21 193;5 770;4 243;400
LWOWSKIE;STRZYŻOWSKI;7 190;28 624;10 719;49;594
LWOWSKIE;TARNOBRZESKI;11 620;30 521;20 053;233;132
LWOWSKIE;TURCZAŃSKI;10 827;42 331;11 279;10 124;432
LWOWSKIE;ŁAŃCUCKI;13 418;40 490;16 698;1 056;212
LWOWSKIE;ŻÓŁKIEWSKI;17 120;32 277;25 975;632;101
M. ST. WARSZAWA;POŁUDNIOWO-WARSZAWSKI;;;;;
M. ST. WARSZAWA;PRASKO-WARSZAWSKI;;;;;
M. ST. WARSZAWA;PÓŁNOCNO-WARSZAWSKI;;;;;
M. ST. WARSZAWA;ŚRÓDMIEJSKO-WARSZAWSKI;;;;;
NOWOGRÓDZKIE;BARANOWICKI;27 837;51 345;42 931;28 570;279
NOWOGRÓDZKIE;LIDZKI;37 244;79 037;60 361;60 000;105
NOWOGRÓDZKIE;NIEŚWIESKI;22 479;41 792;48 537;41 157;48
NOWOGRÓDZKIE;NOWOGRÓDZKI;28 740;56 724;44 796;37 747;88
NOWOGRÓDZKIE;STOŁPECKI;17 742;38 101;37 323;27 513;54
NOWOGRÓDZKIE;SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE);22 051;45 136;25 468;39 844;7
NOWOGRÓDZKIE;SŁONIMSKI;25 521;48 154;34 712;55 199;127
NOWOGRÓDZKIE;WOŁOŻYŃSKI;20 116;43 106;42 334;31 240;47
POLESKIE;BRZESKI (BRZEŚĆ N.BUG.);34 038;75 748;58 373;66 241;304
POLESKIE;DROHICKI;16 369;44 947;31 269;47 866;27
POLESKIE;KOBRYŃSKI;19 894;72 756;41 484;65 701;148
POLESKIE;KOSOWSKI (KOSÓW POLESKI);14 557;38 132;23 868;27 994;49
POLESKIE;KOSZYRSKI;13 586;57 033;20 862;63 970;97
POLESKIE;PIŃSKI;30 683;85 359;45 559;73 754;221
POLESKIE;PRUŻAŃSKI;19 584;44 672;33 656;49 668;230
POLESKIE;STOLIŃSKI;22 783;67 381;30 619;24 788;131
POLESKIE;ŁUNINIECKI;20 980;57 992;31 635;38 043;163
POMORSKIE;BRODNICKI;11 889;32 216;38 555;9 748;880
POMORSKIE;CHEŁMIŃSKI;9 840;23 764;31 880;15 435;989
POMORSKIE;CHOJNICKI;8 457;26 171;30 241;14 292;2 082
POMORSKIE;DZIAŁDOWSKI;5 079;14 113;13 912;2 624;257
POMORSKIE;GDYNIA (MIASTO);568;300;156;34;0
POMORSKIE;GNIEWSKI;5 701;12 801;15 435;3 679;1 340
POMORSKIE;GRUDZIĄDZ (MIASTO);391;252;134;0;2
POMORSKIE;GRUDZIĄDZKI;12 076;27 759;35 628;12 967;1 050
POMORSKIE;KARTUSKI;10 176;27 438;39 461;10 497;968
POMORSKIE;KOŚCIERSKI;8 110;23 704;31 311;11 787;1 448
POMORSKIE;LUBAWSKI;12 662;34 062;39 201;6 584;1 733
POMORSKIE;MORSKI;9 227;26 102;32 166;11 928;986
POMORSKIE;STAROGARDZKI;8 817;21 010;27 692;5 719;2 416
POMORSKIE;SĘPOLEŃSKI;6 236;20 336;26 699;15 409;1 346
POMORSKIE;TCZEWSKI;5 086;9 092;11 613;6 717;1 001
POMORSKIE;TORUŃ (MIASTO);698;392;672;18;316
POMORSKIE;TORUŃSKI;9 996;25 227;25 880;10 906;954
POMORSKIE;TUCHOLSKI;5 713;15 721;22 535;6 362;1 498
POMORSKIE;WĄBRZESKI;10 469;27 490;32 814;4 571;795
POMORSKIE;ŚWIECKI;14 631;35 730;59 171;9 000;3 292
POZNAŃSKIE;BYDGOSKI;11 324;31 418;39 948;8 532;2 154
POZNAŃSKIE;BYDGOSZCZ (MIASTO);1 444;1 200;1 763;17;1 438
POZNAŃSKIE;CHODZIESKI;8 157;24 137;30 603;4 338;2 196
POZNAŃSKIE;CZARNKOWSKI;4 836;13 866;21 560;1 757;2 588
POZNAŃSKIE;GNIEZNO (MIASTO);274;197;601;2;247
POZNAŃSKIE;GNIEŹNIEŃSKI;12 654;37 420;52 202;7 148;2 614
POZNAŃSKIE;GOSTYŃSKI;8 439;26 167;26 273;4 427;2 069
POZNAŃSKIE;GRODZISKI;4 790;15 104;17 003;2 410;1 972
POZNAŃSKIE;INOWROCŁAW (MIASTO);354;245;628;13;224
POZNAŃSKIE;INOWROCŁAWSKI;10 974;31 843;33 600;9 879;1 716
POZNAŃSKIE;JAROCIŃSKI;8 500;24 883;24 111;7 248;2 871
POZNAŃSKIE;KOŚCIAŃSKI;7 753;24 504;23 768;3 817;2 774
POZNAŃSKIE;KOŹMIŃSKI;6 223;19 282;16 148;1 957;1 220
POZNAŃSKIE;KROTOSZYŃSKI;6 333;19 322;19 305;1 112;1 899
POZNAŃSKIE;KĘPIŃSKI;8 884;23 993;27 447;1 818;3 810
POZNAŃSKIE;LESZCZYŃSKI;7 734;27 405;29 634;1 813;2 918
POZNAŃSKIE;MIĘDZYCHODZKI;5 341;15 595;20 439;1 528;2 632
POZNAŃSKIE;MOGILEŃSKI;9 722;25 898;30 336;4 101;3 119
POZNAŃSKIE;NOWOTOMYSKI;7 366;22 525;35 893;3 407;5 396
POZNAŃSKIE;OBORNICKI;10 594;32 822;49 771;6 880;3 209
POZNAŃSKIE;ODOLANOWSKI;5 231;22 250;20 223;114;1 727
POZNAŃSKIE;OSTROWSKI (OSTRÓW WIELKOPOLSKI);4 630;13 559;11 104;1 284;1 659
POZNAŃSKIE;OSTRZESZOWSKI;5 302;17 450;16 487;336;1 840
POZNAŃSKIE;PLESZEWSKI;6 174;17 523;18 301;3 761;1 544
POZNAŃSKIE;POZNAŃ (MIASTO);2 317;920;831;16;337
POZNAŃSKIE;POZNAŃSKI;13 644;36 693;45 445;3 590;4 428
POZNAŃSKIE;RAWICKI;6 098;22 428;21 267;399;2 198
POZNAŃSKIE;STRZELNEŃSKI;7 331;20 331;19 027;7 792;1 645
POZNAŃSKIE;SZAMOTULSKI;10 605;29 019;36 778;7 910;4 310
POZNAŃSKIE;SZUBIŃSKI;9 412;27 240;32 090;6 126;1 591
POZNAŃSKIE;WOLSZTYŃSKI;6 910;24 076;29 641;1 888;4 606
POZNAŃSKIE;WRZESIŃSKI;7 753;22 989;27 518;1 095;1 487
POZNAŃSKIE;WYRZYSKI;13 021;36 516;44 131;17 589;2 723
POZNAŃSKIE;WĄGROWIECKI;11 983;32 222;47 375;6 210;2550
POZNAŃSKIE;ŚMIGIELSKI;6 392;21 311;21 929;2 767;2 240
POZNAŃSKIE;ŚREDZKI;10 292;27 928;34 525;4 890;2 102
POZNAŃSKIE;ŚREMSKI;9 741;28 127;29 728;3 865;2 475
POZNAŃSKIE;ŻNIŃSKI;8 947;24 629;34 767;3 755;1 762
STANISŁAWOWSKIE;BOHORODCZAŃSKI;5 664;17 474;8 343;2 982;143
STANISŁAWOWSKIE;DOLIŃSKI;9 499;40 440;11 668;16 440;490
STANISŁAWOWSKIE;HORODEŃSKI;18 098;22 070;21 004;18 883;538
STANISŁAWOWSKIE;KAŁUSKI;9 620;30 586;13 112;3 897;380
STANISŁAWOWSKIE;KOSOWSKI (KOSÓW HUCULSKI);5 949;28 258;16 272;59 482;1 295
STANISŁAWOWSKIE;KOŁOMYJSKI;16 859;40 604;27 447;14 710;1 313
STANISŁAWOWSKIE;NADWÓRNIAŃSKI;7 523;23 998;12 231;12 473;1 313
STANISŁAWOWSKIE;ROHATYŃSKI;19 833;42 521;24 179;1 052;783
STANISŁAWOWSKIE;SKOLSKI;5 554;21 793;5778;7 159;291
STANISŁAWOWSKIE;STANISŁAWOWSKI;11 862;31 301;15 974;954;730
STANISŁAWOWSKIE;STRYJSKI;7 087;22 766;8 535;271;63
STANISŁAWOWSKIE;TŁUMACKI;14 448;32 522;22 041;3 939;655
STANISŁAWOWSKIE;ŚNIATYŃSKI;9 300;19 287;16 004;8 464;1 306
STANISŁAWOWSKIE;ŻYDACZOWSKI;11 740;31 897;11 574;114;129
TARNOPOLSKIE;BORSZCZOWSKI;17 734;30 746;33 530;19 758;775
TARNOPOLSKIE;BRODZKI;14 413;30 444;26 662;5 446;171
TARNOPOLSKIE;BRZEŻAŃSKI;18 922;31 526;17 313;2 136;782
TARNOPOLSKIE;BUCZACKI;20 751;40 772;24 269;2 408;1 196
TARNOPOLSKIE;CZORTKOWSKI;12 994;21 819;18 792;1 161;460
TARNOPOLSKIE;KAMIONECKI;15 592;30 060;27 560;2 060;51
TARNOPOLSKIE;KOPYCZYNIECKI;17 115;29 803;27 340;1 220;805
TARNOPOLSKIE;PODHAJECKI;17 809;31 621;17 902;1 538;778
TARNOPOLSKIE;PRZEMYŚLAŃSKI;15 092;30 874;18 515;789;202
TARNOPOLSKIE;RADZIECHOWSKI;14 771;25 790;32 373;11 486;77
TARNOPOLSKIE;SKAŁACKI;17 646;25 886;23 008;1 620;308
TARNOPOLSKIE;TARNOPOLSKI;23 065;35 738;23 597;1 077;508
TARNOPOLSKIE;TREMBOWELSKI;13 230;23 723;15 016;180;337
TARNOPOLSKIE;ZALESZCZYCKI;11 257;16 914;16 198;13 366;641
TARNOPOLSKIE;ZBARASKI;15 945;22 800;16 758;4 994;154
TARNOPOLSKIE;ZBOROWSKI;15 759;29 911;22 800;1 323;401
TARNOPOLSKIE;ZŁOCZOWSKI;17 128;35 391;21 800;1 366;265
WARSZAWSKIE;BŁOŃSKI;13 087;31 248;21 017;210;123
WARSZAWSKIE;CIECHANOWSKI;16 507;36 930;22 249;1 709;4
WARSZAWSKIE;GOSTYNIŃSKI;12 219;32 587;23 160;2 068;174
WARSZAWSKIE;GRÓJECKI;21 844;50 712;51 251;2 475;128
WARSZAWSKIE;KUTNOWSKI;14 436;34 144;21 908;1 914;204
WARSZAWSKIE;LIPNOWSKI;17 417;47 085;43 347;4 858;271
WARSZAWSKIE;MAKOWSKI (MAKÓW MAZOWIECKI);13 464;26 407;20 986;1 705;46
WARSZAWSKIE;MIŃSKI;12 503;34 949;35 066;1 751;41
WARSZAWSKIE;MŁAWSKI;17 721;39 896;21 579;1 285;143
WARSZAWSKIE;NIESZAWSKI;17 394;41 135;35 727;4 951;385
WARSZAWSKIE;PRZASNYCKI;13 702;31 064;14 745;2 179;22
WARSZAWSKIE;PUŁTUSKI;17 514;41 499;33 797;1 675;46
WARSZAWSKIE;PŁOCKI;20 689;45 907;39 852;2 382;59
WARSZAWSKIE;PŁOŃSKI;16 474;39 404;33 268;3 937;39
WARSZAWSKIE;RADZYMIŃSKI;10 174;26 263;16 803;256;25
WARSZAWSKIE;RAWSKI (RAWA MAZOWIECKA);13 683;36 460;36 580;7 378;82
WARSZAWSKIE;RYPIŃSKI;15 201;37 108;34 863;3 049;85
WARSZAWSKIE;SIERPECKI;15 014;42 372;29 954;2 542;88
WARSZAWSKIE;SKIERNIEWICKI;9 343;28 105;24 765;2 665;63
WARSZAWSKIE;SOCHACZEWSKI;11 175;30 704;20 943;148;47
WARSZAWSKIE;WARSZAWSKI;16 987;29 963;20 549;579;262
WARSZAWSKIE;WŁOCŁAWSKI;16 705;36 329;28 447;7 009;321
WARSZAWSKIE;ŁOWICKI;17 341;48 204;27 216;2 979;145
WOŁYŃSKIE;DUBIEŃSKI;59 298;75 155;83 037;4 593;209
WOŁYŃSKIE;HOROCHOWSKI;32 882;37 955;42 234;3 300;91
WOŁYŃSKIE;KOSTOPOLSKI;25 910;72 824;43 188;20 181;300
WOŁYŃSKIE;KOWELSKI;49 844;101 974;64 586;44 341;172
WOŁYŃSKIE;KRZEMIENIECKI;57 592;71 713;56 453;17 869;289
WOŁYŃSKIE;LUBOMELSKI;17 743;36 695;22 939;17 489;15
WOŁYŃSKIE;RÓWIEŃSKI;52 841;67 437;64 256;11 397;277
WOŁYŃSKIE;SARNEŃSKI;23 226;87 034;47 596;26 122;104
WOŁYŃSKIE;WŁODZIMIERSKI;36 242;46 562;39 640;4 904;96
WOŁYŃSKIE;ZDOŁBUNOWSKI;25 635;33 499;40 749;5 788;174
WOŁYŃSKIE;ŁUCKI;62 620;107 060;90 849;19 270;256
ZIEMIA WILEŃSKA;BRASŁAWSKI;28 309;54 518;44 961;56 065;343
ZIEMIA WILEŃSKA;DZIŚNIEŃSKI;32 100;60 934;57 154;69 091;481
ZIEMIA WILEŃSKA;MOŁODECZAŃSKI;16 131;34 430;31 838;28 801;112
ZIEMIA WILEŃSKA;OSZMIAŃSKI;20 742;42 665;36 909;35 810;100
ZIEMIA WILEŃSKA;POSTAWSKI;23 643;43 964;35 676;45 419;285
ZIEMIA WILEŃSKA;WILEJSKI;23 877;52 153;45 169;29 290;149
ZIEMIA WILEŃSKA;WILEŃSKO-TROCKI;38 632;84 573;70 608;57 499;401
ZIEMIA WILEŃSKA;WILNO (MIASTO);676;1 194;778;70;13
ZIEMIA WILEŃSKA;ŚWIĘCIAŃSKI;29 013;52 995;37 022;54 511;196
ŁÓDZKIE;BRZEZIŃSKI;12 748;35 912;26 312;2 258;202
ŁÓDZKIE;KALISKI;18 707;50 511;30 188;1 894;1 209
ŁÓDZKIE;KOLSKI;16 480;41 244;33 978;1 451;463
ŁÓDZKIE;KONIŃSKI;15 361;43 904;34 859;2 699;1 508
ŁÓDZKIE;PIOTRKOWSKI;24 075;60 237;41 943;7 724;330
ŁÓDZKIE;RADOMSZCZAŃSKI;23 165;55 814;31 106;7 196;104
ŁÓDZKIE;SIERADZKI;20 422;58 562;43 262;1 546;919
ŁÓDZKIE;SŁUPECKI;13 714;35 070;24 321;2 670;1 199
ŁÓDZKIE;TURECKI;15 193;43 146;29 856;1 680;392
ŁÓDZKIE;WIELUŃSKI;21 193;61 975;37 799;3 925;971
ŁÓDZKIE;ŁASKI;16 296;44 260;25 973;3 128;277
ŁÓDZKIE;ŁÓDZKI;11 380;30 902;14 514;1 514;253
ŁÓDZKIE;ŁÓDŹ (MIASTO);5 158;1 923;422;22;359
ŁÓDZKIE;ŁĘCZYCKI;19 109;45 970;31 628;1 248;249
ŚLĄSKIE;BIELSKI (BIELSKO);2 747;15 539;10 537;246;759
ŚLĄSKIE;BIELSKO (MIASTO);225;109;68;0;12
ŚLĄSKIE;CIESZYŃSKI;3 640;23 317;18 530;2 595;1 306
ŚLĄSKIE;KATOWICE (MIASTO);1 261;460;1 900;X;2 494
ŚLĄSKIE;KATOWICKI;2 342;2 162;5 199;13;7 992
ŚLĄSKIE;KRÓLEWSKA HUTA;812;92;743;X;1 048
ŚLĄSKIE;LUBLINIECKI;3 909;15 249;9 950;170;1 265
ŚLĄSKIE;PSZCZYŃSKI;7 749;36 888;24 523;148;7 005
ŚLĄSKIE;RYBNICKI;7 861;33 253;28 454;259;13 918
ŚLĄSKIE;TARNOGÓRSKI;1 189;3 627;3 143;30;3 060
ŚLĄSKIE;ŚWIĘTOCHŁOWICKI;1 828;1 026;4 106;11;5 857
