scenario,year,District,target_label,dest_id,distance_km,distance_miles,distance_minutes
baseline,1938,POSTAWSKI,Zbąszyń,Border_Crossing:Zbąszyń,917.5809171329623,570.1581720598259,
baseline,1938,POSTAWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,924.6196786145161,574.5318543203805,
baseline,1938,POZNAŃ (MIASTO),Gdynia,City:Gdynia,284.0518414461725,176.50157677124963,
baseline,1938,POZNAŃ (MIASTO),Stołpce,Border_Crossing:Stołpce,726.7319211236689,451.5701405605353,
baseline,1938,POZNAŃ (MIASTO),Zbąszyń,Border_Crossing:Zbąszyń,72.03573458494357,44.760916434780974,
baseline,1938,POZNAŃ (MIASTO),Zebrzydowice,Border_Crossing:Zebrzydowice,384.07665640845414,238.65409606917757,
baseline,1938,POZNAŃSKI,Gdynia,City:Gdynia,285.45080282100287,177.37085079968938,
baseline,1938,POZNAŃSKI,Stołpce,Border_Crossing:Stołpce,727.9196384703436,452.30815367595585,
baseline,1938,POZNAŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,76.64866726829841,47.627259029169856,
baseline,1938,POZNAŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,387.81638372647336,240.97785417250248,
baseline,1938,PRUŻAŃSKI,Gdynia,City:Gdynia,685.1528738662757,425.7341263871616,
baseline,1938,PRUŻAŃSKI,Stołpce,Border_Crossing:Stołpce,204.03775361438616,126.78314300112474,
baseline,1938,PRUŻAŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,652.8164036886313,405.64118157640854,
baseline,1938,PRUŻAŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,565.964734504666,351.67407304389883,
baseline,1938,PRZASNYCKI,Gdynia,City:Gdynia,528.0743602069116,328.1300932761289,
baseline,1938,PRZASNYCKI,Stołpce,Border_Crossing:Stołpce,443.36300158876435,275.4929116602121,
baseline,1938,PRZASNYCKI,Zbąszyń,Border_Crossing:Zbąszyń,518.355996071598,322.09138363500495,
baseline,1938,PRZASNYCKI,Zebrzydowice,Border_Crossing:Zebrzydowice,536.1370356742457,333.1400059939417,
baseline,1938,PRZEMYSKI,Gdynia,City:Gdynia,719.5701055042281,447.11999602726775,
baseline,1938,PRZEMYSKI,Stołpce,Border_Crossing:Stołpce,633.489835672944,393.63221268193286,
baseline,1938,PRZEMYSKI,Zbąszyń,Border_Crossing:Zbąszyń,636.4773613711776,395.48857451257,
baseline,1938,PRZEMYSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,333.428455928393,207.1827730886815,
baseline,1938,PRZEMYŚLAŃSKI,Gdynia,City:Gdynia,845.9980721874365,525.6786681131796,
baseline,1938,PRZEMYŚLAŃSKI,Stołpce,Border_Crossing:Stołpce,607.7403331537104,377.63221855205416,
baseline,1938,PRZEMYŚLAŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,779.7331610191721,484.503573995644,
baseline,1938,PRZEMYŚLAŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,476.6842555763878,296.19777257175565,
baseline,1938,PRZEWORSKI,Gdynia,City:Gdynia,686.990403545698,426.8759140415939,
baseline,1938,PRZEWORSKI,Stołpce,Border_Crossing:Stołpce,600.9101337144136,373.38813069625894,
baseline,1938,PRZEWORSKI,Zbąszyń,Border_Crossing:Zbąszyń,603.8976594126473,375.24449252689607,
baseline,1938,PRZEWORSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,300.8487539698626,186.93869110300753,
baseline,1938,PSZCZYŃSKI,Gdynia,City:Gdynia,535.5173507975866,332.75495178244716,
baseline,1938,PSZCZYŃSKI,Stołpce,Border_Crossing:Stołpce,697.3424624106476,433.3083832105665,
baseline,1938,PSZCZYŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,378.4838434282774,235.17888427487216,
baseline,1938,PSZCZYŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,59.930387060705634,37.23900453829772,
baseline,1938,PUŁAWSKI,Gdynia,City:Gdynia,557.7412904922595,346.5642634144658,
baseline,1938,PUŁAWSKI,Stołpce,Border_Crossing:Stołpce,473.39196606585705,294.1520393463077,
baseline,1938,PUŁAWSKI,Zbąszyń,Border_Crossing:Zbąszyń,525.3146607140962,326.4152960425787,
baseline,1938,PUŁAWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,397.06428401671275,246.72423122374883,
baseline,1938,PUŁTUSKI,Gdynia,City:Gdynia,369.57877087665526,229.64553043839817,
baseline,1938,PUŁTUSKI,Stołpce,Border_Crossing:Stołpce,491.12343831676554,305.1698619903269,
baseline,1938,PUŁTUSKI,Zbąszyń,Border_Crossing:Zbąszyń,394.0988148043708,244.8815746538067,
baseline,1938,PUŁTUSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,446.83397447537646,277.64967355373915,
baseline,1938,PŁOCKI,Gdynia,City:Gdynia,309.07945597982024,192.0530106416369,
baseline,1938,PŁOCKI,Stołpce,Border_Crossing:Stołpce,595.6269329328018,370.105302943388,
baseline,1938,PŁOCKI,Zbąszyń,Border_Crossing:Zbąszyń,296.2595355158977,184.08708384304887,
baseline,1938,PŁOCKI,Zebrzydowice,Border_Crossing:Zebrzydowice,376.66449689083055,234.0483950975523,
baseline,1938,PŁOŃSKI,Gdynia,City:Gdynia,317.7547168449732,197.44356616067785,
baseline,1938,PŁOŃSKI,Stołpce,Border_Crossing:Stołpce,503.12882831430323,312.6296631784869,
baseline,1938,PŁOŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,341.9761938648197,212.4940895579769,
baseline,1938,PŁOŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,452.7448541799649,281.32252278665896,
baseline,1938,RADOMSKI,Gdynia,City:Gdynia,500.19108988102084,310.8042377104598,
baseline,1938,RADOMSKI,Stołpce,Border_Crossing:Stołpce,467.5593160658024,290.5277997831237,
baseline,1938,RADOMSKI,Zbąszyń,Border_Crossing:Zbąszyń,454.83148318107845,282.6190935357099,
baseline,1938,RADOMSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,288.0665219451864,178.99618280760245,
baseline,1938,RADOMSZCZAŃSKI,Gdynia,City:Gdynia,474.01600672607344,294.539800115387,
baseline,1938,RADOMSZCZAŃSKI,Stołpce,Border_Crossing:Stołpce,618.4758532342486,384.30295940001827,
baseline,1938,RADOMSZCZAŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,390.92326259302286,242.9083786006892,
baseline,1938,RADOMSZCZAŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,191.32629804337245,118.88461314150838,
baseline,1938,RADZIECHOWSKI,Gdynia,City:Gdynia,861.6031290966231,535.3751979298978,
baseline,1938,RADZIECHOWSKI,Stołpce,Border_Crossing:Stołpce,517.0310815269951,321.2681201595105,
baseline,1938,RADZIECHOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,816.7481179627589,507.50359480663747,
baseline,1938,RADZIECHOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,513.6992125199744,319.197793382749,
baseline,1938,RADZYMIŃSKI,Gdynia,City:Gdynia,415.922064512589,258.4419091482519,
baseline,1938,RADZYMIŃSKI,Stołpce,Border_Crossing:Stołpce,402.62018278506764,250.17650559734028,
baseline,1938,RADZYMIŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,396.65511685302215,246.46998661407923,
baseline,1938,RADZYMIŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,403.6938783345758,250.8436688746337,
baseline,1938,RADZYŃSKI,Gdynia,City:Gdynia,541.3360133468937,336.3704999493727,
baseline,1938,RADZYŃSKI,Stołpce,Border_Crossing:Stołpce,387.3385862453827,240.6809646738797,
baseline,1938,RADZYŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,508.9995431692493,316.2775551386196,
baseline,1938,RADZYŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,422.1478739852841,262.31044660610996,
baseline,1938,RAWICKI,Gdynia,City:Gdynia,380.8125442903484,236.6258714582381,
baseline,1938,RAWICKI,Stołpce,Border_Crossing:Stołpce,755.738897438481,469.5942344402464,
baseline,1938,RAWICKI,Zbąszyń,Border_Crossing:Zbąszyń,103.38823255919863,64.24244945354181,
baseline,1938,RAWICKI,Zebrzydowice,Border_Crossing:Zebrzydowice,336.1031529300721,208.84475223931182,
baseline,1938,RAWSKI (RAWA MAZOWIECKA),Gdynia,City:Gdynia,435.7457741920686,270.75978745549986,
baseline,1938,RAWSKI (RAWA MAZOWIECKA),Stołpce,Border_Crossing:Stołpce,559.222063490532,347.48437281317536,
baseline,1938,RAWSKI (RAWA MAZOWIECKA),Zbąszyń,Border_Crossing:Zbąszyń,354.12783932185107,220.04476964725794,
baseline,1938,RAWSKI (RAWA MAZOWIECKA),Zebrzydowice,Border_Crossing:Zebrzydowice,313.8032721498548,194.98825301902744,
baseline,1938,RAWSKI (RAWA RUSKA),Gdynia,City:Gdynia,742.130862061211,461.1385958898368,
baseline,1938,RAWSKI (RAWA RUSKA),Stołpce,Border_Crossing:Stołpce,517.2913547805265,321.4298464113305,
baseline,1938,RAWSKI (RAWA RUSKA),Zbąszyń,Border_Crossing:Zbąszyń,708.89365778049,440.48596102872085,
baseline,1938,RAWSKI (RAWA RUSKA),Zebrzydowice,Border_Crossing:Zebrzydowice,483.1901441606015,300.2403430672171,
baseline,1938,ROHATYŃSKI,Gdynia,City:Gdynia,890.4444930414572,553.2963850856634,
baseline,1938,ROHATYŃSKI,Stołpce,Border_Crossing:Stołpce,656.1802228338265,407.73136124247765,
baseline,1938,ROHATYŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,824.1795818731927,512.1212909681276,
baseline,1938,ROHATYŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,509.57225634332616,316.6334224963089,
baseline,1938,ROPCZYCKI,Gdynia,City:Gdynia,661.9113703309223,411.2925300938955,
baseline,1938,ROPCZYCKI,Stołpce,Border_Crossing:Stołpce,612.1957782777451,380.40070294422077,
baseline,1938,ROPCZYCKI,Zbąszyń,Border_Crossing:Zbąszyń,538.98529738676,334.90983322250844,
baseline,1938,ROPCZYCKI,Zebrzydowice,Border_Crossing:Zebrzydowice,213.7822135182612,132.83806779605547,
baseline,1938,RUDECKI,Gdynia,City:Gdynia,797.1895411722215,495.35046238772446,
baseline,1938,RUDECKI,Stołpce,Border_Crossing:Stołpce,602.9705033353656,374.66838462799944,
baseline,1938,RUDECKI,Zbąszyń,Border_Crossing:Zbąszyń,714.0967970391708,443.71904087302664,
baseline,1938,RUDECKI,Zebrzydowice,Border_Crossing:Zebrzydowice,411.0478915963864,255.41323944913822,
baseline,1938,RYBNICKI,Gdynia,City:Gdynia,564.4432257999039,350.7286516585121,
baseline,1938,RYBNICKI,Stołpce,Border_Crossing:Stołpce,726.4356659677762,451.3860561980631,
baseline,1938,RYBNICKI,Zbąszyń,Border_Crossing:Zbąszyń,407.4097184305947,253.15258415093706,
baseline,1938,RYBNICKI,Zebrzydowice,Border_Crossing:Zebrzydowice,30.11810616191079,18.71451774393267,
baseline,1938,RYPIŃSKI,Gdynia,City:Gdynia,232.64695203642083,144.56006923382284,
baseline,1938,RYPIŃSKI,Stołpce,Border_Crossing:Stołpce,584.3274736330012,363.0841466188116,
baseline,1938,RYPIŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,295.79420852951614,183.79794314819398,
baseline,1938,RYPIŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,432.26916719538116,268.5995246893612,
baseline,1938,RZESZOWSKI,Gdynia,City:Gdynia,705.7495438697907,438.53229982391576,
baseline,1938,RZESZOWSKI,Stołpce,Border_Crossing:Stołpce,630.464326329337,391.7522489155865,
baseline,1938,RZESZOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,583.8076081153946,362.76111726227083,
baseline,1938,RZESZOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,258.89638915840544,160.87070822774754,
baseline,1938,RÓWIEŃSKI,Gdynia,City:Gdynia,858.4039743939203,533.3873359731247,
baseline,1938,RÓWIEŃSKI,Stołpce,Border_Crossing:Stołpce,385.0539327372403,239.26134723887176,
baseline,1938,RÓWIEŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,825.9773446157568,513.2383686012374,
baseline,1938,RÓWIEŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,628.1937930310679,390.3414053695077,
baseline,1938,SAMBORSKI,Gdynia,City:Gdynia,772.7179385053585,480.1445181670131,
baseline,1938,SAMBORSKI,Stołpce,Border_Crossing:Stołpce,628.656353943805,390.6288273064161,
baseline,1938,SAMBORSKI,Zbąszyń,Border_Crossing:Zbąszyń,689.625194372308,428.51309665231537,
baseline,1938,SAMBORSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,372.31666096868236,231.34677594277113,
baseline,1938,SANDOMIERSKI,Gdynia,City:Gdynia,645.7815322372335,401.269916467782,
baseline,1938,SANDOMIERSKI,Stołpce,Border_Crossing:Stołpce,644.0093838782617,400.16875486981934,
baseline,1938,SANDOMIERSKI,Zbąszyń,Border_Crossing:Zbąszyń,541.7679718392037,336.63890642969784,
baseline,1938,SANDOMIERSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,264.40342081027177,164.29261799229937,
baseline,1938,SANOCKI,Gdynia,City:Gdynia,817.6092745336402,508.0386925262426,
baseline,1938,SANOCKI,Stołpce,Border_Crossing:Stołpce,726.5923945668524,451.4834428043996,
baseline,1938,SANOCKI,Zbąszyń,Border_Crossing:Zbąszyń,661.6868952567846,411.1530477926035,
baseline,1938,SANOCKI,Zebrzydowice,Border_Crossing:Zebrzydowice,321.9241171997183,200.03431062850615,
baseline,1938,SARNEŃSKI,Gdynia,City:Gdynia,852.7018561789328,529.8442050757596,
baseline,1938,SARNEŃSKI,Stołpce,Border_Crossing:Stołpce,287.9356577093037,178.91486756648774,
baseline,1938,SARNEŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,820.2752264007695,509.6952377038725,
baseline,1938,SARNEŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,670.221971216578,416.4564964768163,
baseline,1938,SIEDLECKI,Gdynia,City:Gdynia,494.5743723589727,307.31417232706724,
baseline,1938,SIEDLECKI,Stołpce,Border_Crossing:Stołpce,366.03842362804977,227.4456613281849,
baseline,1938,SIEDLECKI,Zbąszyń,Border_Crossing:Zbąszyń,462.2379021813284,287.22122751631423,
baseline,1938,SIEDLECKI,Zebrzydowice,Border_Crossing:Zebrzydowice,425.2849757374909,264.25975065898047,
baseline,1938,SIERADZKI,Gdynia,City:Gdynia,372.80404863030094,231.64962450145873,
baseline,1938,SIERADZKI,Stołpce,Border_Crossing:Stołpce,621.0726941423829,385.9165610319466,
baseline,1938,SIERADZKI,Zbąszyń,Border_Crossing:Zbąszyń,225.72645149369075,140.2598708910861,
baseline,1938,SIERADZKI,Zebrzydowice,Border_Crossing:Zebrzydowice,244.19771246083644,151.7373767895024,
baseline,1938,SIERPECKI,Gdynia,City:Gdynia,274.14000756850606,170.34265064285017,
baseline,1938,SIERPECKI,Stołpce,Border_Crossing:Stołpce,565.2777222806917,351.2471835712757,
baseline,1938,SIERPECKI,Zbąszyń,Border_Crossing:Zbąszyń,300.5523134661948,186.7544915708029,
baseline,1938,SIERPECKI,Zebrzydowice,Border_Crossing:Zebrzydowice,421.16182453299984,261.69774407189465,
baseline,1938,SKAŁACKI,Gdynia,City:Gdynia,959.3096771282503,596.087213386858,
baseline,1938,SKAŁACKI,Stołpce,Border_Crossing:Stołpce,620.7855283334546,385.73812452608706,
baseline,1938,SKAŁACKI,Zbąszyń,Border_Crossing:Zbąszyń,893.0447659599856,554.9121192693223,
baseline,1938,SKAŁACKI,Zebrzydowice,Border_Crossing:Zebrzydowice,589.9958605172014,366.606317845434,
baseline,1938,SKIERNIEWICKI,Gdynia,City:Gdynia,391.0652450938536,242.99660240921293,
baseline,1938,SKIERNIEWICKI,Stołpce,Border_Crossing:Stołpce,507.38602287726724,315.2749604212704,
baseline,1938,SKIERNIEWICKI,Zbąszyń,Border_Crossing:Zbąszyń,310.7290023809569,193.0779909384576,
baseline,1938,SKIERNIEWICKI,Zebrzydowice,Border_Crossing:Zebrzydowice,308.35705063625215,191.60412891089862,
baseline,1938,SOCHACZEWSKI,Gdynia,City:Gdynia,406.12969384465174,252.3572139939451,
baseline,1938,SOCHACZEWSKI,Stołpce,Border_Crossing:Stołpce,507.4473291354643,315.3130543522326,
baseline,1938,SOCHACZEWSKI,Zbąszyń,Border_Crossing:Zbąszyń,325.79345113175503,202.43860252318976,
baseline,1938,SOCHACZEWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,360.4413216328935,223.96778446435266,
baseline,1938,SOKALSKI,Gdynia,City:Gdynia,796.0521508938715,494.64372105307586,
baseline,1938,SOKALSKI,Stołpce,Border_Crossing:Stołpce,487.55943478992333,302.95529355484945,
baseline,1938,SOKALSKI,Zbąszyń,Border_Crossing:Zbąszyń,763.625521115708,474.4947536811886,
baseline,1938,SOKALSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,498.80898931778427,309.9454405013809,
baseline,1938,SOKOŁOWSKI,Gdynia,City:Gdynia,509.2184317025344,316.4135661254355,
baseline,1938,SOKOŁOWSKI,Stołpce,Border_Crossing:Stołpce,390.3538163555673,242.5545412226752,
baseline,1938,SOKOŁOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,484.6599801705613,301.15365653856185,
baseline,1938,SOKOŁOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,449.31653558503865,279.19226503301104,
baseline,1938,SOKÓLSKI,Gdynia,City:Gdynia,606.3516266356264,376.76931659420586,
baseline,1938,SOKÓLSKI,Stołpce,Border_Crossing:Stołpce,298.3247284549777,185.37033484479792,
baseline,1938,SOKÓLSKI,Zbąszyń,Border_Crossing:Zbąszyń,588.4109567652091,365.62150461615477,
baseline,1938,SOKÓLSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,595.4497182467625,369.99518687670906,
baseline,1938,STANISŁAWOWSKI,Gdynia,City:Gdynia,913.609875951351,567.6906822297669,
baseline,1938,STANISŁAWOWSKI,Stołpce,Border_Crossing:Stołpce,679.3456057437204,422.1256583865813,
baseline,1938,STANISŁAWOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,833.7994502583917,518.0987982065071,
baseline,1938,STANISŁAWOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,516.543349324124,320.9650575128803,
baseline,1938,STAROGARDZKI,Gdynia,City:Gdynia,127.10512696680175,78.97943984848857,
baseline,1938,STAROGARDZKI,Stołpce,Border_Crossing:Stołpce,732.5550716945527,455.1884774539159,
baseline,1938,STAROGARDZKI,Zbąszyń,Border_Crossing:Zbąszyń,299.15459247068026,185.88598827809906,
baseline,1938,STAROGARDZKI,Zebrzydowice,Border_Crossing:Zebrzydowice,516.7645905473703,321.10253039301,
baseline,1938,STOLIŃSKI,Gdynia,City:Gdynia,878.2655239097912,545.7287268573509,
baseline,1938,STOLIŃSKI,Stołpce,Border_Crossing:Stołpce,239.55907628686208,148.85506279144377,
baseline,1938,STOLIŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,845.9290537321468,525.6357820465978,
baseline,1938,STOLIŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,740.9937399540999,460.432021189019,
baseline,1938,STOPNICKI,Gdynia,City:Gdynia,662.6999850712392,411.78255242370096,
baseline,1938,STOPNICKI,Stołpce,Border_Crossing:Stołpce,665.3608271949763,413.43592255496964,
baseline,1938,STOPNICKI,Zbąszyń,Border_Crossing:Zbąszyń,555.5659316100621,345.2125584904759,
baseline,1938,STOPNICKI,Zebrzydowice,Border_Crossing:Zebrzydowice,256.2107444581505,159.20192649470542,
baseline,1938,STOŁPECKI,Gdynia,City:Gdynia,833.1866090414227,517.7179964466778,
baseline,1938,STOŁPECKI,Stołpce,Border_Crossing:Stołpce,19.080918070427064,11.856329142339336,
baseline,1938,STOŁPECKI,Zbąszyń,Border_Crossing:Zbąszyń,815.2459391710051,506.5701844686266,
baseline,1938,STOŁPECKI,Zebrzydowice,Border_Crossing:Zebrzydowice,761.2600426881527,473.0249139851801,
baseline,1938,STRYJSKI,Gdynia,City:Gdynia,833.3422793597309,517.8147254680354,
baseline,1938,STRYJSKI,Stołpce,Border_Crossing:Stołpce,668.8800498968385,415.6226654844484,
baseline,1938,STRYJSKI,Zbąszyń,Border_Crossing:Zbąszyń,750.2495352266801,466.1833039533375,
baseline,1938,STRYJSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,432.94100182305465,269.0169832437933,
baseline,1938,SUWALSKI,Gdynia,City:Gdynia,726.4232063275069,451.37831413892934,
baseline,1938,SUWALSKI,Stołpce,Border_Crossing:Stołpce,353.57118940216543,219.69888353001295,
baseline,1938,SUWALSKI,Zbąszyń,Border_Crossing:Zbąszyń,708.4825364570894,440.2305021608781,
baseline,1938,SUWALSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,715.5212979386432,444.60418442143265,
baseline,1938,SZAMOTULSKI,Gdynia,City:Gdynia,326.19074071426473,202.68546674836338,
baseline,1938,SZAMOTULSKI,Stołpce,Border_Crossing:Stołpce,774.1224825211691,481.0172610866614,
baseline,1938,SZAMOTULSKI,Zbąszyń,Border_Crossing:Zbąszyń,83.30664497852914,51.76433329695363,
baseline,1938,SZAMOTULSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,431.4672178059543,268.10121659530364,
baseline,1938,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),Gdynia,City:Gdynia,636.4619981645984,395.47902826153467,
baseline,1938,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),Stołpce,Border_Crossing:Stołpce,339.0326600022173,210.66506297823778,
baseline,1938,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),Zbąszyń,Border_Crossing:Zbąszyń,618.5213282941809,384.33121628348346,
baseline,1938,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),Zebrzydowice,Border_Crossing:Zebrzydowice,625.5600897757345,388.7048985440379,
baseline,1938,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),Gdynia,City:Gdynia,707.0085492160673,439.31460923493694,
baseline,1938,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),Stołpce,Border_Crossing:Stołpce,228.37213880712872,141.90382426272438,
baseline,1938,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),Zbąszyń,Border_Crossing:Zbąszyń,689.0678793456497,428.1667972568857,
baseline,1938,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),Zebrzydowice,Border_Crossing:Zebrzydowice,664.7121954569321,413.0328816032694,
baseline,1938,SZUBIŃSKI,Gdynia,City:Gdynia,201.0449229579315,124.92348482329287,
baseline,1938,SZUBIŃSKI,Stołpce,Border_Crossing:Stołpce,698.6676809494044,434.13183557921235,
baseline,1938,SZUBIŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,170.77013208496695,106.11160774376799,
baseline,1938,SZUBIŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,422.397584932275,262.4656097469526,
baseline,1938,SĘPOLEŃSKI,Gdynia,City:Gdynia,150.82642772201686,93.71916822005734,
baseline,1938,SĘPOLEŃSKI,Stołpce,Border_Crossing:Stołpce,738.1511711694509,458.6657313807329,
baseline,1938,SĘPOLEŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,208.13934332558642,129.33175190156297,
baseline,1938,SĘPOLEŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,473.5145127667653,294.2281863123977,
baseline,1938,SŁONIMSKI,Gdynia,City:Gdynia,710.8988837871905,441.73195031773037,
baseline,1938,SŁONIMSKI,Stołpce,Border_Crossing:Stołpce,115.86753153378531,71.99672393667971,
baseline,1938,SŁONIMSKI,Zbąszyń,Border_Crossing:Zbąszyń,692.9582139167728,430.58413833967904,
baseline,1938,SŁONIMSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,668.6025300280552,415.4502226860627,
baseline,1938,TARNOBRZESKI,Gdynia,City:Gdynia,593.6928579114264,368.9035248132809,
baseline,1938,TARNOBRZESKI,Stołpce,Border_Crossing:Stołpce,535.7908833474463,332.9249169764861,
baseline,1938,TARNOBRZESKI,Zbąszyń,Border_Crossing:Zbąszyń,510.60011377837543,317.2721032985829,
baseline,1938,TARNOBRZESKI,Zebrzydowice,Border_Crossing:Zebrzydowice,284.8180307797926,176.9776646036705,
baseline,1938,TARNOGÓRSKI,Gdynia,City:Gdynia,490.638004686702,304.8682276101807,
baseline,1938,TARNOGÓRSKI,Stołpce,Border_Crossing:Stołpce,699.9691279222576,434.94051698618114,
baseline,1938,TARNOGÓRSKI,Zbąszyń,Border_Crossing:Zbąszyń,333.6044973173928,207.2921601026057,
baseline,1938,TARNOGÓRSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,96.31626811525715,59.84813583504545,
baseline,1938,TARNOPOLSKI,Gdynia,City:Gdynia,917.4382238401295,570.0695065857651,
baseline,1938,TARNOPOLSKI,Stołpce,Border_Crossing:Stołpce,578.914075045334,359.72041772499426,
baseline,1938,TARNOPOLSKI,Zbąszyń,Border_Crossing:Zbąszyń,851.1733126718652,528.8944124682296,
baseline,1938,TARNOPOLSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,548.1244072290807,340.5886110443411,
baseline,1938,TARNOWSKI,Gdynia,City:Gdynia,663.8690735321685,412.50899008975705,
baseline,1938,TARNOWSKI,Stołpce,Border_Crossing:Stołpce,642.5794634588802,399.28024378890785,
baseline,1938,TARNOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,506.83556616285944,314.93292258218213,
baseline,1938,TARNOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,181.63248229436053,112.86115715572909,
baseline,1938,TCZEWSKI,Gdynia,City:Gdynia,158.5649042693621,98.5276331307578,
baseline,1938,TCZEWSKI,Stołpce,Border_Crossing:Stołpce,749.5651354478556,465.7580377783695,
baseline,1938,TCZEWSKI,Zbąszyń,Border_Crossing:Zbąszyń,316.9894810007402,196.96807079891096,
baseline,1938,TCZEWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,534.3231478231793,332.0129086860367,
baseline,1938,TOMASZOWSKI,Gdynia,City:Gdynia,737.8303897503756,458.46640710958064,
baseline,1938,TOMASZOWSKI,Stołpce,Border_Crossing:Stołpce,513.2221874327406,318.90138382726946,
baseline,1938,TOMASZOWSKI,Zbąszyń,Border_Crossing:Zbąszyń,705.4037599722121,438.31743973769346,
baseline,1938,TOMASZOWSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,552.5527870039749,343.3402778134469,
baseline,1938,TORUŃSKI,Gdynia,City:Gdynia,211.16419066255523,131.2113043161826,
baseline,1938,TORUŃSKI,Stołpce,Border_Crossing:Stołpce,636.6987601616108,395.6261453003803,
baseline,1938,TORUŃSKI,Zbąszyń,Border_Crossing:Zbąszyń,214.38547991526585,133.21292004042866,
baseline,1938,TORUŃSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,399.39020417879647,248.16949056078295,
baseline,1938,TREMBOWELSKI,Gdynia,City:Gdynia,947.3154744683519,588.6343636858743,
baseline,1938,TREMBOWELSKI,Stołpce,Border_Crossing:Stołpce,608.7913256735567,378.2852748251036,
baseline,1938,TREMBOWELSKI,Zbąszyń,Border_Crossing:Zbąszyń,881.0505633000878,547.4592695683389,
baseline,1938,TREMBOWELSKI,Zebrzydowice,Border_Crossing:Zebrzydowice,578.0016578573034,359.15346814445047,
baseline,1938,TUCHOLSKI,Gdynia,City:Gdynia,147.45526574249644,91.62442592968075,
baseline,1938,TUCHOLSKI,Stołpce,Border_Crossing:Stołpce,721.4722481098341,448.30193228025576,
