scenario,District,log_change_ma_total,log_change_ma_total_no_self,log_change_ma_domestic,log_change_ma_domestic_no_self,log_change_ma_foreign
baseline,LUBARTOWSKI,0.9537898071523117,0.9538189312193559,0.49023964473710535,0.43141126016067943,0.9538414492548632
baseline,LUBAWSKI,0.880819985456256,0.880842884075193,0.6897495723649048,0.9064863069636235,0.8808426512091856
baseline,LUBELSKI,0.9527340858776263,0.9528498945185078,0.3708586387641368,0.5994729131644476,0.9528592299737006
baseline,LUBLINIECKI,0.9363413229197945,0.9363909614979349,0.7715662532892686,1.6674127913507597,0.9363705781573763
baseline,LUBOMELSKI,1.008410816501108,1.0084243478692194,0.489890421779938,0.5770327658206238,1.0084293379612284
baseline,LWOWSKI,0.9855470169961684,0.985634186889218,0.30642402355864284,0.31676413755621446,0.9867508001333611
baseline,LWÓW (MIASTO),0.9745748145518789,0.9875204453432502,0.3303674409586499,0.14290643910481826,0.9878875283231032
baseline,M. ST. WARSZAWA,0.8808587394129432,0.9087938278187977,0.4713593181176634,2.554972357126445,0.908164949580776
baseline,MAKOWSKI (MAKÓW MAZOWIECKI),0.9032465273681787,0.9032809259489518,0.5008037500738105,0.9493525256526691,0.9032804863907522
baseline,MIECHOWSKI,0.8980027773583572,0.898059030933485,0.4500166201900093,1.0590946691072016,0.8980556788937406
baseline,MIELECKI,0.9039192589478162,0.9039429341415257,0.5427721127446574,0.3858142365402273,0.903954423251875
baseline,MIĘDZYCHODZKI,0.8004469462816353,0.8004849405145436,0.37864160324073737,0.45556504489983496,0.8004890472527606
baseline,MIŃSKI,0.9190536996120358,0.9191005278039484,0.6997558504572989,0.8690803978764574,0.9191063752862227
baseline,MOGILEŃSKI,0.8499075235598994,0.8499847363205504,0.1651049152831856,0.4676055976135931,0.8499948036534413
baseline,MORSKI,0.886517820016568,0.8865052437704541,0.9627501007981323,1.2167573908215257,0.8865039056992003
baseline,MOŁODECZAŃSKI,1.0370922223375771,1.0371265472739495,0.37896748004328096,0.4009710277282039,1.0371320685107293
baseline,MOŚCISKI,0.9529783092620256,0.9530265578596584,0.4571181167693865,0.3949853243381618,0.9530374666243979
baseline,MYŚLENICKI,0.9097949665636982,0.9098513186866057,0.38113808392818704,0.5252950135803598,0.9098593880428965
baseline,MŁAWSKI,0.8858906980208765,0.8859467365727127,0.3118765639231107,0.5508037999856885,0.8859538437767291
baseline,NADWÓRNIAŃSKI,0.9260677159230539,0.9260847296098511,0.5511092119569554,0.4288390210234656,0.92609063487782
baseline,NIESZAWSKI,0.8635138145460957,0.8635898307539236,0.2527976598070758,0.6212054192557623,0.8635967270594449
baseline,NIEŚWIESKI,1.064438055194703,1.0644774448843535,0.4565667051718574,0.5748602266645619,1.0644808501199492
baseline,NIŻAŃSKI,0.9205652502864794,0.9205984830022444,0.5211945365313948,0.7120532240819681,0.9206016316995012
