scenario,District,unit_weighted_domestic_access_1924,unit_weighted_domestic_access_1938,change_ratio_1938_vs_1924,proportional_change_1938_vs_1924,avg_inverse_distance_1924,avg_inverse_distance_1938,avg_inverse_distance_change_ratio_1938_vs_1924,avg_inverse_distance_proportional_change_1938_vs_1924
baseline,CIECHANOWSKI,0.0004430048057627781,0.000561951747000625,1.268500340607007,0.26850034060700695,0.005239931681158785,0.005491939420349041,1.048093707041334,0.048093707041333984
baseline,CIESZYŃSKI,0.0004919068987662834,0.0007622195371225038,1.5495199173546301,0.54951991735463,0.0046860896659557515,0.005090957658365871,1.0863978330059427,0.08639783300594275
baseline,CZARNKOWSKI,0.0003769907258555173,0.0003957186179269463,1.0496773283452243,0.04967732834522437,0.004253576863289791,0.004470141421399901,1.050913517040013,0.050913517040013054
baseline,CZORTKOWSKI,0.0011872093182787153,0.0011726349229391438,0.9877238199572909,-0.012276180042709119,0.004553548190668175,0.0045717020606041055,1.0039867525665225,0.003986752566522559
baseline,CZĘSTOCHOWSKI,0.0003098017708006323,0.000443511051700937,1.4315962447688881,0.4315962447688881,0.0051728762363953,0.005460016141436381,1.055508752175593,0.055508752175592965
baseline,DOBROMILSKI,0.0005307114083317808,0.0005342877186320783,1.0067387100487233,0.006738710048723228,0.0053362780211274365,0.005362550699334724,1.0049234088072752,0.0049234088072750565
baseline,DOLIŃSKI,0.0004965526219683272,0.0004977041797984671,1.0023191053257863,0.0023191053257861894,0.004842631172563612,0.0048662128901674415,1.0048696084346531,0.004869608434653061
baseline,DROHICKI,0.0001919056507294093,0.00020190642384685262,1.0521129684270976,0.05211296842709761,0.004009015308672882,0.004044238039613751,1.0087858808781973,0.008785880878197257
baseline,DROHOBYCKI,0.0008190889982935311,0.0008238372155483748,1.005796949128527,0.0057969491285269886,0.005452548113302701,0.005478193059645763,1.0047032957454325,0.0047032957454324065
baseline,DUBIEŃSKI,0.00021601835345362014,0.0002730213711270896,1.2638804377596933,0.2638804377596934,0.004314420264758406,0.004345897539924402,1.007295829621215,0.007295829621215144
baseline,DZIAŁDOWSKI,0.000265226037370187,0.00041732290108994574,1.5734612831675754,0.5734612831675754,0.0048643751090713195,0.005153334958549616,1.0594032826414703,0.059403282641470365
