scenario,year,District,avg_distance_km,avg_distance_miles,avg_distance_minutes
fixed14,1938,LWÓW (MIASTO),,,1772.364576047191
fixed14,1938,M. ST. WARSZAWA,,,1461.7600895739827
fixed14,1938,MAKOWSKI (MAKÓW MAZOWIECKI),,,2103.565451921355
fixed14,1938,MIECHOWSKI,,,1810.9149883105633
fixed14,1938,MIELECKI,,,1645.3629810312116
fixed14,1938,MIĘDZYCHODZKI,,,2468.7984777765
fixed14,1938,MIŃSKI,,,1579.2461852953206
fixed14,1938,MOGILEŃSKI,,,2019.0576125134648
fixed14,1938,MORSKI,,,2674.7418611772027
fixed14,1938,MOŁODECZAŃSKI,,,2924.511384361868
fixed14,1938,MOŚCISKI,,,1989.9524322198365
fixed14,1938,MYŚLENICKI,,,2106.152098356706
fixed14,1938,MŁAWSKI,,,1930.743696233713
fixed14,1938,NADWÓRNIAŃSKI,,,2516.7970386614115
fixed14,1938,NIESZAWSKI,,,1828.2167623060973
fixed14,1938,NIEŚWIESKI,,,2852.7797710775294
fixed14,1938,NIŻAŃSKI,,,1743.2579383101452
fixed14,1938,NOWOGRÓDZKI,,,2495.6865575531115
fixed14,1938,NOWOSĄDECKI,,,1917.4048613672387
fixed14,1938,NOWOTARSKI,,,1966.6972938152778
fixed14,1938,NOWOTOMYSKI,,,2349.7962564477684
fixed14,1938,OBORNICKI,,,2209.470073527821
fixed14,1938,OLKUSKI,,,1877.5275377402015
fixed14,1938,OPATOWSKI,,,1647.5985194375744
fixed14,1938,OPOCZYŃSKI,,,1546.1449856869951
fixed14,1938,OSTROWSKI (OSTRÓW MAZOWIECKA),,,1781.0747799590233
fixed14,1938,OSTROWSKI (OSTRÓW WIELKOPOLSKI),,,1939.1001644166338
fixed14,1938,OSTROŁĘCKI,,,1930.5335210812102
fixed14,1938,OSZMIAŃSKI,,,3247.7570239735896
fixed14,1938,PIOTRKOWSKI,,,1752.473269651992
fixed14,1938,PIŃCZOWSKI,,,1875.3570575746378
fixed14,1938,PIŃSKI,,,2297.243069037182
fixed14,1938,PODHAJECKI,,,2204.911785382509
fixed14,1938,POSTAWSKI,,,3369.464750751439
fixed14,1938,POZNAŃ (MIASTO),,,2065.8548570633716
fixed14,1938,POZNAŃSKI,,,2089.576109319208
fixed14,1938,PRUŻAŃSKI,,,1989.453726978532
fixed14,1938,PRZASNYCKI,,,2119.570069988657
fixed14,1938,PRZEMYSKI,,,1737.9399629714962
fixed14,1938,PRZEMYŚLAŃSKI,,,2066.5755311761777
fixed14,1938,PRZEWORSKI,,,1700.8921195284825
fixed14,1938,PSZCZYŃSKI,,,1871.1156856282382
fixed14,1938,PUŁAWSKI,,,1689.8415881739934
fixed14,1938,PUŁTUSKI,,,1869.227947952086
fixed14,1938,PŁOCKI,,,1899.0296309717965
fixed14,1938,PŁOŃSKI,,,1715.5520726566112
fixed14,1938,RADOMSKI,,,1552.218038984481
fixed14,1938,RADOMSZCZAŃSKI,,,1775.4072307513636
fixed14,1938,RADZIECHOWSKI,,,2209.128308740184
fixed14,1938,RADZYMIŃSKI,,,1528.5122419940592
fixed14,1938,RADZYŃSKI,,,1683.0775076528546
fixed14,1938,RAWICKI,,,2117.015198940939
fixed14,1938,RAWSKI (RAWA MAZOWIECKA),,,1742.182110892868
fixed14,1938,RAWSKI (RAWA RUSKA),,,1868.4672262186475
fixed14,1938,ROHATYŃSKI,,,2280.1140072178355
fixed14,1938,ROPCZYCKI,,,1704.9592626607214
fixed14,1938,RUDECKI,,,2058.690943072599
fixed14,1938,RYBNICKI,,,1935.1469295064983
fixed14,1938,RYPIŃSKI,,,1856.5306870820273
fixed14,1938,RZESZOWSKI,,,1771.534795073747
fixed14,1938,RÓWIEŃSKI,,,2352.502378036843
fixed14,1938,SAMBORSKI,,,1825.302433418552
fixed14,1938,SANDOMIERSKI,,,1962.4495986785873
fixed14,1938,SANOCKI,,,2110.698186327467
fixed14,1938,SARNEŃSKI,,,2268.0907178525777
fixed14,1938,SIEDLECKI,,,1646.321797959287
fixed14,1938,SIERADZKI,,,1719.361815927533
fixed14,1938,SIERPECKI,,,1930.6611026150904
fixed14,1938,SKAŁACKI,,,2467.6353253136426
fixed14,1938,SKIERNIEWICKI,,,1603.3026741403621
fixed14,1938,SOCHACZEWSKI,,,1689.5361084245617
fixed14,1938,SOKALSKI,,,1947.457869123948
fixed14,1938,SOKOŁOWSKI,,,1707.4031952507396
fixed14,1938,SOKÓLSKI,,,2045.0192707606839
fixed14,1938,STANISŁAWOWSKI,,,2244.5882287547665
fixed14,1938,STAROGARDZKI,,,2379.0098046525045
fixed14,1938,STOLIŃSKI,,,2559.655189983679
fixed14,1938,STOPNICKI,,,2054.6599114442834
fixed14,1938,STOŁPECKI,,,2760.0427975631037
fixed14,1938,STRYJSKI,,,2233.650650205637
fixed14,1938,SUWALSKI,,,2529.837020763294
fixed14,1938,SZAMOTULSKI,,,2283.629596374259
fixed14,1938,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),,,2205.0162862578836
fixed14,1938,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),,,2548.2974138478116
fixed14,1938,SZUBIŃSKI,,,2067.2490253087485
fixed14,1938,SĘPOLEŃSKI,,,2239.478780966942
fixed14,1938,SŁONIMSKI,,,2265.7836343707827
fixed14,1938,TARNOBRZESKI,,,1539.6790770611256
fixed14,1938,TARNOGÓRSKI,,,1777.2810261621473
fixed14,1938,TARNOPOLSKI,,,2250.9589298489523
fixed14,1938,TARNOWSKI,,,1747.3708629070777
fixed14,1938,TCZEWSKI,,,2454.7625554623864
fixed14,1938,TOMASZOWSKI,,,1998.5842857188836
fixed14,1938,TORUŃSKI,,,1890.6333055781204
fixed14,1938,TREMBOWELSKI,,,2370.764975140908
fixed14,1938,TUCHOLSKI,,,2250.679966531566
fixed14,1938,TURCZAŃSKI,,,2042.3579115392504
fixed14,1938,TURECKI,,,2258.482857872062
fixed14,1938,TŁUMACKI,,,2335.0130909082486
fixed14,1938,WADOWICKI,,,1834.7990505029795
fixed14,1938,WARSZAWSKI,,,1482.582750010898
fixed14,1938,WIELUŃSKI,,,1964.076309089685
fixed14,1938,WILEJSKI,,,3256.5523183999126
fixed14,1938,WILEŃSKO-TROCKI,,,2737.7516121792814
fixed14,1938,WILNO (MIASTO),,,2592.0458279061218
fixed14,1938,WOLSZTYŃSKI,,,2284.399088504819
fixed14,1938,WOŁKOWYSKI,,,2066.157618696741
fixed14,1938,WOŁOŻYŃSKI,,,3126.066976711745
fixed14,1938,WRZESIŃSKI,,,1990.4672903308426
fixed14,1938,WYRZYSKI,,,2156.1040905142277
fixed14,1938,WYSOKOMAZOWIECKI,,,2003.6618153013421
fixed14,1938,WĄBRZESKI,,,2002.0600378173233
fixed14,1938,WĄGROWIECKI,,,2163.2406662219764
fixed14,1938,WĘGROWSKI,,,1947.408784765331
fixed14,1938,WŁOCŁAWSKI,,,1814.6842401296967
fixed14,1938,WŁODAWSKI,,,1920.8455203488797
fixed14,1938,WŁODZIMIERSKI,,,1889.109412088768
fixed14,1938,WŁOSZCZOWSKI,,,1853.4475515502336
fixed14,1938,ZALESZCZYCKI,,,2728.2969364168707
fixed14,1938,ZAMOJSKI,,,1684.4882445991745
fixed14,1938,ZBARASKI,,,2393.0887486988704
fixed14,1938,ZBOROWSKI,,,2389.697038600193
fixed14,1938,ZDOŁBUNOWSKI,,,2414.6739711867376
fixed14,1938,ZŁOCZOWSKI,,,2091.3480215747322
fixed14,1938,ŁASKI,,,1749.851829426729
fixed14,1938,ŁAŃCUCKI,,,1720.6247322517956
fixed14,1938,ŁOMŻYŃSKI,,,1972.9277418173265
fixed14,1938,ŁOWICKI,,,1595.7655146550296
fixed14,1938,ŁUCKI,,,2074.665876002241
fixed14,1938,ŁUKOWSKI,,,1679.966680263666
fixed14,1938,ŁUNINIECKI,,,2517.8790602600748
fixed14,1938,ŁÓDZKI,,,1603.64772046939
fixed14,1938,ŁÓDŹ (MIASTO),,,1576.0616667653132
fixed14,1938,ŁĘCZYCKI,,,1640.6531156480369
fixed14,1938,ŚNIATYŃSKI,,,2661.999382217115
fixed14,1938,ŚREDZKI,,,2148.431285262751
fixed14,1938,ŚREMSKI,,,2284.4073415073854
fixed14,1938,ŚWIECKI,,,2132.5425740768587
fixed14,1938,ŚWIĘCIAŃSKI,,,3035.242319582541
fixed14,1938,ŚWIĘTOCHŁOWICKI,,,1738.1626002927758
fixed14,1938,ŻNIŃSKI,,,2068.1252898826056
fixed14,1938,ŻYDACZOWSKI,,,2183.867410183205
fixed14,1938,ŻYWIECKI,,,1957.5193626292107
fixed14,1938,ŻÓŁKIEWSKI,,,1928.5046928515474
