District,weighted_distance_to_center_km_1924,weighted_distance_to_center_km_1929,weighted_distance_to_center_km_1931,weighted_distance_to_center_km_1938,weighted_distance_to_center_miles_1924,weighted_distance_to_center_miles_1929,weighted_distance_to_center_miles_1931,weighted_distance_to_center_miles_1938,change_ratio_km_1938_vs_1924,proportional_change_km_1938_vs_1924,change_ratio_miles_1938_vs_1924,proportional_change_miles_1938_vs_1924
ŁAŃCUCKI,224.73300052674387,224.73067840438998,224.7297863322713,224.8851548642829,139.64256927030337,139.6411263708142,139.64057206306975,139.73711356317432,1.0006770449252331,0.0006770449252330614,1.000677044925233,0.0006770449252329506
ŁOMŻYŃSKI,222.52769335397358,222.48171047753198,222.4650256553323,222.36589776786806,138.27225534705192,138.24368292113454,138.2333154564795,138.17172026191795,0.9992729193222339,-0.0007270806777660025,0.9992729193222339,-0.0007270806777660144
ŁOWICKI,207.1030228996759,207.09855434396565,207.0968356875875,204.5084510452307,128.6878124421945,128.68503581126427,128.68396788803193,127.07562073442604,0.9874720715414084,-0.012527928458591643,0.9874720715414084,-0.012527928458591657
ŁUCKI,320.53183899250513,320.5582434786382,320.56675406114505,320.5549932027387,199.1691893266119,199.1855963085649,199.19088453772775,199.18357668137892,1.0000722368495634,7.22368495632781e-05,1.0000722368495634,7.2236849563265e-05
ŁUKOWSKI,51.0582144767691,51.11537436737903,51.136589032529926,50.95697648375156,31.726093787644494,31.76161128603268,31.774793463732152,31.66318743468519,0.9980172045956757,-0.0019827954043242827,0.9980172045956757,-0.0019827954043242797
ŁUNINIECKI,371.92576775802314,372.21526286856766,372.31070580697394,372.5397980851126,231.1038862375706,231.28377010390477,231.34307557798522,231.48542687594448,1.0016509486040477,0.0016509486040475936,1.0016509486040475,0.001650948604047535
ŁÓDZKI,254.3973795062283,254.396800765808,254.39662067902637,253.840637467165,158.0751541011646,158.0747944886509,158.0746825879473,157.7292107436098,0.997811526045811,-0.0021884739541889195,0.997811526045811,-0.0021884739541889408
ŁÓDŹ (MIASTO),248.1416385940951,248.14163866187113,248.1416386841706,248.1416387207935,154.18801811485147,154.1880181569655,154.18801817082178,154.1880181935782,1.0000000005105891,5.105890760757944e-10,1.0000000005105891,5.105890522446801e-10
ŁĘCZYCKI,271.48988501248925,269.8673877625671,269.83878043958754,268.41977333794915,168.69594134009546,167.68776860141406,167.66999284052696,166.7882629787748,0.9886916167267195,-0.011308383273280579,0.9886916167267195,-0.011308383273280528
ŚNIATYŃSKI,532.4483306943758,532.4076952795667,532.3922033355936,532.3933206975789,330.847951691895,330.82270202355966,330.81307577884115,330.81377007517534,0.9998966848168626,-0.00010331518313743645,0.9998966848168627,-0.0001033151831373033
ŚREDZKI,444.82419976490024,444.706819654064,444.65985991222243,441.61993318137337,276.40085783211583,276.3279212352654,276.29874181351755,274.4098195008431,0.992796555166692,-0.007203444833308084,0.9927965551666919,-0.007203444833308184
ŚREMSKI,468.55864800952025,468.2358481173683,468.1079759315622,464.59142384559266,291.1487556723236,290.94817718053724,290.8687211125707,288.68363762635977,0.9915331321259767,-0.008466867874023296,0.9915331321259768,-0.008466867874023225
ŚWIECKI,385.70294812733266,385.8483463161511,385.9036265760176,384.7571147660976,239.66462658082884,239.75497279881313,239.78932234916664,239.07691315932482,0.9975477673535365,-0.0024522326464635658,0.9975477673535363,-0.0024522326464636156
ŚWIĘCIAŃSKI,527.9588772636926,527.7614611579692,527.6884540614304,527.6311254685967,328.0583355242179,327.93566688118847,327.8903023886051,327.8546800635474,0.9993792096142136,-0.0006207903857863922,0.9993792096142137,-0.0006207903857863836
ŚWIĘTOCHŁOWICKI,301.23495130707704,301.25480175718616,301.26215322802994,301.22452341994875,187.17866292862976,187.1909974226645,187.1955654134542,187.172183341977,0.9999653828777735,-3.4617122226487975e-05,0.9999653828777736,-3.4617122226392775e-05
ŻNIŃSKI,427.64666280292647,427.61336577335356,427.6002006565886,402.0127892749797,265.7272345125172,265.7065447039545,265.6983642821851,249.7990888845834,0.9400582869981153,-0.05994171300188469,0.9400582869981153,-0.059941713001884694
ŻYDACZOWSKI,387.55405712386727,387.5574313532805,387.55867059083334,387.50164408983966,240.81485202911452,240.81694867741925,240.8177187036967,240.78228408974775,0.9998647594237134,-0.00013524057628651502,0.9998647594237134,-0.00013524057628652326
ŻYWIECKI,364.09234589523624,364.1143377863461,364.1221422449632,350.2585486099221,226.23642506126885,226.25009018463965,226.25493964889503,217.6405046082959,0.9620047017157163,-0.03799529828428376,0.9620047017157162,-0.03799529828428382
ŻÓŁKIEWSKI,305.4946736200268,305.4459855710646,305.4280709261287,305.53379381742315,189.82553084194967,189.795277500278,189.78414585943955,189.84983899812605,1.0001280552519387,0.00012805525193874604,1.0001280552519387,0.0001280552519387588
