scenario,District,avg_distance_km_1924,avg_distance_km_1938,change_ratio_km_1938_vs_1924,proportional_change_km_1938_vs_1924,avg_distance_miles_1924,avg_distance_miles_1938,change_ratio_miles_1938_vs_1924,proportional_change_miles_1938_vs_1924,avg_distance_minutes_1924,avg_distance_minutes_1938,change_ratio_minutes_1938_vs_1924,proportional_change_minutes_1938_vs_1924
fixed14,DOLIŃSKI,,,,,,,,,2233.7295534019518,2191.4983824489036,0.9810938746417486,-0.018906125358251372
fixed14,DROHICKI,,,,,,,,,2263.4103793307545,2235.23258549197,0.9875507357852109,-0.012449264214789067
fixed14,DROHOBYCKI,,,,,,,,,1997.8805194559802,1957.2515087583965,0.9796639437133874,-0.020336056286612624
fixed14,DUBIEŃSKI,,,,,,,,,2318.0197950273255,2289.707224407677,0.9877858805691024,-0.01221411943089752
fixed14,DZIAŁDOWSKI,,,,,,,,,2090.882452490042,2004.6386408593926,0.9587524341562381,-0.041247565843761894
fixed14,DZIŚNIEŃSKI,,,,,,,,,3483.2444443746253,3441.736187620667,0.9880834499510955,-0.011916550048904408
fixed14,DĄBROWSKI,,,,,,,,,1908.7749653837182,1824.4317725030023,0.9558129195896278,-0.04418708041037223
fixed14,GARWOLIŃSKI,,,,,,,,,1719.0723652561671,1690.8991672410339,0.983611394968277,-0.016388605031723052
fixed14,GNIEŹNIEŃSKI,,,,,,,,,2091.905594920994,1982.2008362130148,0.9475575002168668,-0.05244249978313322
fixed14,GORLICKI,,,,,,,,,1967.0910014468745,1876.452076256363,0.953922352792096,-0.04607764720790397
fixed14,GOSTYNIŃSKI,,,,,,,,,1929.1374807106047,1838.9479945540143,0.9532488031265823,-0.046751196873417646
fixed14,GOSTYŃSKI,,,,,,,,,2216.8073364135907,2114.3263476023644,0.9537709086721885,-0.04622909132781145
fixed14,GRODZIEŃSKI,,,,,,,,,2335.1203147836272,2294.222638925343,0.9824858378391205,-0.017514162160879487
fixed14,GRUDZIĄDZKI,,,,,,,,,2116.87013983037,2029.430475848009,0.9586938932449736,-0.041306106755026446
fixed14,GRÓDECKI,,,,,,,,,1983.069492539234,1943.00896532174,0.9797987274938116,-0.02020127250618846
fixed14,GRÓJECKI,,,,,,,,,1808.7646705801053,1585.1164809725126,0.8763530749769319,-0.12364692502306808
fixed14,HOROCHOWSKI,,,,,,,,,2442.3742017604577,2252.1820192165583,0.9221281561167779,-0.07787184388322205
fixed14,HORODEŃSKI,,,,,,,,,2760.883385837068,2722.93487124035,0.9862549375350699,-0.013745062464930121
fixed14,HRUBIESZOWSKI,,,,,,,,,1894.977083973794,1872.4169511011899,0.988094772721317,-0.01190522727868305
fixed14,INOWROCŁAWSKI,,,,,,,,,2207.0157474114867,1974.573700332597,0.8946803857872283,-0.10531961421277171
fixed14,IWACEWICKI,,,,,,,,,2286.527099968913,2251.135549399681,0.9845217008056835,-0.01547829919431649
fixed14,IŁŻECKI,,,,,,,,,1813.4109465710821,1747.882477287189,0.9638645231474979,-0.036135476852502055
fixed14,JANOWSKI,,,,,,,,,1701.9603714973682,1675.713070944899,0.9845781952435373,-0.015421804756462702
fixed14,JAROCIŃSKI,,,,,,,,,2118.600751668974,2003.7936355696652,0.9458099332737104,-0.054190066726289614
fixed14,JAROSŁAWSKI,,,,,,,,,1750.8011078408279,1713.351299816401,0.9786099015720799,-0.02139009842792008
fixed14,JASIELSKI,,,,,,,,,1949.3800163105564,1871.6922305260491,0.9601474391168013,-0.039852560883198655
fixed14,JAWOROWSKI,,,,,,,,,2087.199122607098,2050.789009204124,0.9825555151836712,-0.01744448481632878
fixed14,JĘDRZEJOWSKI,,,,,,,,,1723.7345142215788,1656.9593888790073,0.9612613631672122,-0.038738636832787735
fixed14,KALISKI,,,,,,,,,2078.719172699926,1986.5842135487528,0.9556770532733845,-0.04432294672661548
fixed14,KAMIONECKI,,,,,,,,,2046.1844490476096,2007.0471618102715,0.9808730404262653,-0.01912695957373464
fixed14,KARTUSKI,,,,,,,,,2804.8514989909227,2594.6845226868677,0.9250701948464419,-0.07492980515355802
fixed14,KATOWICE,,,,,,,,,1932.5319455136562,1779.3036491960688,0.9207111185544412,-0.07928888144555879
fixed14,KAŁUSKI,,,,,,,,,2452.1097000379764,2413.4577577755704,0.9842372703546635,-0.015762729645336586
fixed14,KIELECKI,,,,,,,,,1663.535869582302,1600.9697086508163,0.9623896532226892,-0.03761034677731082
fixed14,KOBRYŃSKI,,,,,,,,,1976.830606195876,1952.049634436268,0.987464291739546,-0.012535708260454068
fixed14,KOLBUSZOWSKI,,,,,,,,,2074.8400786003685,1851.6218373394406,0.8924166524624371,-0.10758334753756298
fixed14,KOLSKI,,,,,,,,,1891.720508074854,1741.9024860948523,0.9208032997789579,-0.07919670022104214
fixed14,KONECKI,,,,,,,,,1622.6266204022486,1558.7348687811334,0.9606244894433715,-0.03937551055662852
fixed14,KONIŃSKI,,,,,,,,,2027.7828334711148,1918.49095070566,0.9461027675343462,-0.053897232465653803
fixed14,KOPYCZYNIECKI,,,,,,,,,2545.801559700884,2519.776555529681,0.9897772848508033,-0.010222715149196737
fixed14,KOSOWSKI (KOSÓW HUCULSKI),,,,,,,,,2949.0393837872616,2905.4979251669747,0.985235375675326,-0.014764624324673958
fixed14,KOSTOPOLSKI,,,,,,,,,2464.7938760265,2432.4951710782866,0.9868959813384954,-0.013104018661504605
fixed14,KOSZYRSKI,,,,,,,,,2513.374533311722,2482.4621119896724,0.9877008297361403,-0.012299170263859705
fixed14,KOWELSKI,,,,,,,,,1985.8542959474153,1966.0454882825504,0.9900250447853656,-0.009974955214634425
fixed14,KOZIENICKI,,,,,,,,,1648.4509355112252,1622.7236924859653,0.9843930793018834,-0.01560692069811665
fixed14,KOŁOMYJSKI,,,,,,,,,2466.8153580583653,2428.872323811128,0.9846186160130354,-0.015381383986964644
fixed14,KOŚCIAŃSKI,,,,,,,,,2299.1463618395715,2192.475342743877,0.9536040763362511,-0.046395923663748846
fixed14,KOŚCIERSKI,,,,,,,,,2675.251070555024,2467.779952844057,0.9224479825484477,-0.07755201745155225
fixed14,KRAKOWSKI,,,,,,,,,1915.1681645527813,1729.89054156782,0.9032577783955457,-0.09674222160445434
fixed14,KRAKÓW (MIASTO),,,,,,,,,1916.089365240422,1730.6706652206083,0.9032306616886064,-0.09676933831139356
fixed14,KRASNOSTAWSKI,,,,,,,,,1817.0414799534362,1795.8044417247538,0.9883122986112421,-0.011687701388757864
fixed14,KROTOSZYŃSKI,,,,,,,,,2165.7161466184475,2056.714508689397,0.9496694716437121,-0.05033052835628798
fixed14,KROŚNIEŃSKI,,,,,,,,,1989.4973678648896,1911.4485088314539,0.9607695590383228,-0.0392304409616772
fixed14,KRZEMIENIECKI,,,,,,,,,2536.1957125617514,2506.740477904289,0.988386056126674,-0.011613943873326059
fixed14,KUTNOWSKI,,,,,,,,,1731.7993160421674,1655.80550350411,0.9561185803492909,-0.043881419650709165
fixed14,KĘPIŃSKI,,,,,,,,,2217.249639148169,2006.0479200174284,0.904746080278141,-0.09525391972185906
fixed14,LESKI,,,,,,,,,2344.3493074377375,2281.016109856269,0.9729847436213809,-0.02701525637861907
fixed14,LESZCZYŃSKI,,,,,,,,,2303.620491593795,2199.665452956119,0.9548731924303412,-0.045126807569658756
fixed14,LIDZKI,,,,,,,,,2501.340058951882,2462.6633617055145,0.984537609307479,-0.015462390692520972
fixed14,LIMANOWSKI,,,,,,,,,2112.334116113392,1993.1195622684459,0.9435626433642533,-0.0564373566357467
fixed14,LIPNOWSKI,,,,,,,,,2184.4231439522205,1863.1361136871596,0.8529190504346312,-0.14708094956536877
fixed14,LUBACZOWSKI,,,,,,,,,2068.030825450818,2046.0042946901303,0.98934903170223,-0.010650968297770015
fixed14,LUBARTOWSKI,,,,,,,,,1628.6121406949912,1607.6635646335778,0.9871371608144381,-0.012862839185561914
fixed14,LUBAWSKI,,,,,,,,,2084.888420623559,2007.668352205993,0.962962013864286,-0.03703798613571395
fixed14,LUBELSKI,,,,,,,,,1578.4519188526153,1557.844691292098,0.9869446593118296,-0.013055340688170426
fixed14,LUBLINIECKI,,,,,,,,,2219.379020731507,1844.6371399616046,0.8311501202501286,-0.16884987974987142
fixed14,LUBOMELSKI,,,,,,,,,1978.4722588823204,1954.0951715207632,0.9876788328711122,-0.012321167128887773
fixed14,LWOWSKI,,,,,,,,,1918.1914111925532,1881.4339034091142,0.9808374140510896,-0.01916258594891038
fixed14,LWÓW (MIASTO),,,,,,,,,1809.3794233574215,1772.364576047191,0.9795427941578184,-0.020457205842181594
fixed14,M. ST. WARSZAWA,,,,,,,,,1541.9159519346745,1461.7600895739827,0.9480154140307593,-0.051984585969240764
fixed14,MAKOWSKI (MAKÓW MAZOWIECKI),,,,,,,,,2272.846358277295,2103.565451921355,0.9255203037638466,-0.07447969623615333
fixed14,MIECHOWSKI,,,,,,,,,1987.7908832272203,1810.9149883105633,0.9110188619893984,-0.08898113801060162
fixed14,MIELECKI,,,,,,,,,1688.3422097891705,1645.3629810312116,0.9745435324019258,-0.025456467598074156
fixed14,MIĘDZYCHODZKI,,,,,,,,,2602.5385408764423,2468.7984777765,0.9486116877812294,-0.0513883122187706
fixed14,MIŃSKI,,,,,,,,,1612.782923435695,1579.2461852953206,0.9792056713566067,-0.020794328643393253
fixed14,MOGILEŃSKI,,,,,,,,,2239.078815792807,2019.0576125134648,0.9017358380922212,-0.0982641619077788
fixed14,MORSKI,,,,,,,,,2973.833381674485,2674.7418611772027,0.8994255958183939,-0.1005744041816061
fixed14,MOŁODECZAŃSKI,,,,,,,,,2969.4995986559175,2924.511384361868,0.9848499005305767,-0.015150099469423264
fixed14,MOŚCISKI,,,,,,,,,2031.0969594389235,1989.9524322198365,0.979742706507496,-0.0202572934925041
fixed14,MYŚLENICKI,,,,,,,,,2254.294172929839,2106.152098356706,0.9342844974040823,-0.06571550259591769
fixed14,MŁAWSKI,,,,,,,,,1990.3524081701933,1930.743696233713,0.9700511770218216,-0.02994882297817839
fixed14,NADWÓRNIAŃSKI,,,,,,,,,2553.6385750512836,2516.7970386614115,0.9855729245517322,-0.014427075448267858
fixed14,NIESZAWSKI,,,,,,,,,1931.8202992556699,1828.2167623060973,0.946369992597401,-0.05363000740259899
fixed14,NIEŚWIESKI,,,,,,,,,2887.8384893428088,2852.7797710775294,0.9878598756839556,-0.012140124316044333
fixed14,NIŻAŃSKI,,,,,,,,,1783.5948638365303,1743.2579383101452,0.9773844798814794,-0.022615520118520638
fixed14,NOWOGRÓDZKI,,,,,,,,,2530.3403058352837,2495.6865575531115,0.9863047084211336,-0.013695291578866432
fixed14,NOWOSĄDECKI,,,,,,,,,2029.9390074933858,1917.4048613672387,0.9445627943939524,-0.05543720560604764
fixed14,NOWOTARSKI,,,,,,,,,2114.1547273129695,1966.6972938152778,0.9302522981914829,-0.06974770180851705
fixed14,NOWOTOMYSKI,,,,,,,,,2480.3176515869995,2349.7962564477684,0.9473771454008245,-0.052622854599175505
fixed14,OBORNICKI,,,,,,,,,2349.3175423171997,2209.470073527821,0.9404731517683884,-0.05952684823161154
fixed14,OLKUSKI,,,,,,,,,1996.7346656826542,1877.5275377402015,0.9402989641081343,-0.05970103589186573
fixed14,OPATOWSKI,,,,,,,,,1707.7295334554985,1647.5985194375744,0.9647889125063895,-0.03521108749361047
fixed14,OPOCZYŃSKI,,,,,,,,,1607.9403165671813,1546.1449856869951,0.9615686414206505,-0.03843135857934954
fixed14,OSTROWSKI (OSTRÓW MAZOWIECKA),,,,,,,,,1827.0592872262923,1781.0747799590233,0.9748314093643456,-0.02516859063565437
fixed14,OSTROWSKI (OSTRÓW WIELKOPOLSKI),,,,,,,,,2047.7507783573035,1939.1001644166338,0.9469414857076364,-0.053058514292363614
fixed14,OSTROŁĘCKI,,,,,,,,,1984.9530448437042,1930.5335210812102,0.9725839742638451,-0.02741602573615489
fixed14,OSZMIAŃSKI,,,,,,,,,3283.2353237916495,3247.7570239735896,0.9891941038886339,-0.010805896111366066
fixed14,PIOTRKOWSKI,,,,,,,,,1825.704985311623,1752.473269651992,0.9598885273092842,-0.04011147269071584
fixed14,PIŃCZOWSKI,,,,,,,,,2097.7144453065157,1875.3570575746378,0.8940001637356378,-0.10599983626436214
fixed14,PIŃSKI,,,,,,,,,2330.274114037015,2297.243069037182,0.9858252534322629,-0.014174746567737118
fixed14,PODHAJECKI,,,,,,,,,2241.8493322101917,2204.911785382509,0.983523626544846,-0.016476373455153938
fixed14,POSTAWSKI,,,,,,,,,3421.0271272039945,3369.464750751439,0.9849278083641806,-0.015072191635819403
fixed14,POZNAŃ (MIASTO),,,,,,,,,2196.1026690065746,2065.8548570633716,0.9406913830662927,-0.05930861693370726
fixed14,POZNAŃSKI,,,,,,,,,2218.7190895699346,2089.576109319208,0.9417939022304267,-0.058206097769573355
fixed14,PRUŻAŃSKI,,,,,,,,,2025.7281948318287,1989.453726978532,0.9820931218976748,-0.017906878102325163
fixed14,PRZASNYCKI,,,,,,,,,2182.573883708116,2119.570069988657,0.9711332504298008,-0.028866749570199187
fixed14,PRZEMYSKI,,,,,,,,,1781.5046843932666,1737.9399629714962,0.9755461089698974,-0.024453891030102676
fixed14,PRZEMYŚLAŃSKI,,,,,,,,,2103.5243613717184,2066.5755311761777,0.982434798058889,-0.01756520194111097
fixed14,PRZEWORSKI,,,,,,,,,1745.2392820895413,1700.8921195284825,0.9745896376409985,-0.025410362359001508
fixed14,PSZCZYŃSKI,,,,,,,,,2015.8699969788086,1871.1156856282382,0.9281926356523416,-0.0718073643476584
fixed14,PUŁAWSKI,,,,,,,,,1716.1990924993504,1689.8415881739934,0.9846419308572342,-0.015358069142765841
fixed14,PUŁTUSKI,,,,,,,,,1957.4485945339475,1869.227947952086,0.954930797759792,-0.04506920224020806
fixed14,PŁOCKI,,,,,,,,,2037.7798981476656,1899.0296309717965,0.9319110629651453,-0.06808893703485475
fixed14,PŁOŃSKI,,,,,,,,,1846.7009149164242,1715.5520726566112,0.9289820884364763,-0.0710179115635237
fixed14,RADOMSKI,,,,,,,,,1625.0868469178754,1552.218038984481,0.9551600530940259,-0.04483994690597414
fixed14,RADOMSZCZAŃSKI,,,,,,,,,1844.0678875605984,1775.4072307513636,0.9627667412504745,-0.03723325874952555
fixed14,RADZIECHOWSKI,,,,,,,,,2303.575354463621,2209.128308740184,0.9589998019641824,-0.04100019803581752
fixed14,RADZYMIŃSKI,,,,,,,,,1585.0995517879444,1528.5122419940592,0.9643004695004447,-0.03569953049955533
fixed14,RADZYŃSKI,,,,,,,,,1709.202607699276,1683.0775076528546,0.9847150361643855,-0.015284963835614536
fixed14,RAWICKI,,,,,,,,,2216.9102046334156,2117.015198940939,0.9549395345451104,-0.04506046545488966
fixed14,RAWSKI (RAWA MAZOWIECKA),,,,,,,,,1818.1453627199496,1742.182110892868,0.9582193737724907,-0.04178062622750936
fixed14,RAWSKI (RAWA RUSKA),,,,,,,,,1890.828676412771,1868.4672262186475,0.988173730135854,-0.011826269864146075
fixed14,ROHATYŃSKI,,,,,,,,,2318.155379631456,2280.1140072178355,0.9835898090577222,-0.016410190942277764
fixed14,ROPCZYCKI,,,,,,,,,1759.764386051125,1704.9592626607214,0.9688565561248883,-0.031143443875111722
fixed14,RUDECKI,,,,,,,,,2101.991007605909,2058.690943072599,0.9794004520587235,-0.02059954794127648
fixed14,RYBNICKI,,,,,,,,,2087.4323408761247,1935.1469295064983,0.92704654019794,-0.07295345980206003
fixed14,RYPIŃSKI,,,,,,,,,2175.0183616189156,1856.5306870820273,0.8535701214495354,-0.1464298785504646
fixed14,RZESZOWSKI,,,,,,,,,1822.8729611563917,1771.534795073747,0.9718366736593225,-0.028163326340677527
fixed14,RÓWIEŃSKI,,,,,,,,,2381.5343073308736,2352.502378036843,0.9878095691484837,-0.01219043085151629
fixed14,SAMBORSKI,,,,,,,,,1870.267423686503,1825.302433418552,0.9759579888424085,-0.024042011157591574
fixed14,SANDOMIERSKI,,,,,,,,,2025.114683277141,1962.4495986785873,0.9690560316825386,-0.030943968317461375
fixed14,SANOCKI,,,,,,,,,2183.472215092322,2110.698186327467,0.9666705038599366,-0.03332949614006343
fixed14,SARNEŃSKI,,,,,,,,,2289.6085124045185,2268.0907178525777,0.9906019765233389,-0.009398023476661127
fixed14,SIEDLECKI,,,,,,,,,1678.1627447577991,1646.321797959287,0.9810263057632664,-0.018973694236733573
fixed14,SIERADZKI,,,,,,,,,1818.4635495609311,1719.361815927533,0.9455024910137317,-0.05449750898626832
fixed14,SIERPECKI,,,,,,,,,2218.4600684266384,1930.6611026150904,0.8702708379080003,-0.12972916209199964
fixed14,SKAŁACKI,,,,,,,,,2503.2283735404744,2467.6353253136426,0.9857811422229565,-0.014218857777043448
fixed14,SKIERNIEWICKI,,,,,,,,,1678.2812281900476,1603.3026741403621,0.9553242014566614,-0.044675798543338634
fixed14,SOCHACZEWSKI,,,,,,,,,1726.7585717472707,1689.5361084245617,0.9784437361819236,-0.021556263818076425
fixed14,SOKALSKI,,,,,,,,,1973.6402422147094,1947.457869123948,0.9867339687696168,-0.013266031230383151
fixed14,SOKOŁOWSKI,,,,,,,,,1745.1967904888636,1707.4031952507396,0.9783442214401865,-0.021655778559813463
fixed14,SOKÓLSKI,,,,,,,,,2093.682549903355,2045.0192707606839,0.9767570880576345,-0.023242911942365503
fixed14,STANISŁAWOWSKI,,,,,,,,,2281.9142328682215,2244.5882287547665,0.9836426787756442,-0.016357321224355795
fixed14,STAROGARDZKI,,,,,,,,,2468.430377600502,2379.0098046525045,0.9637743183848997,-0.03622568161510034
fixed14,STOLIŃSKI,,,,,,,,,2593.0403799405162,2559.655189983679,0.987125079032667,-0.012874920967332957
fixed14,STOPNICKI,,,,,,,,,2109.2944403018687,2054.6599114442834,0.9740981970967665,-0.025901802903233555
fixed14,STOŁPECKI,,,,,,,,,2798.602834192532,2760.0427975631037,0.9862216831347725,-0.013778316865227482
fixed14,STRYJSKI,,,,,,,,,2273.7728427826123,2233.650650205637,0.9823543531605055,-0.01764564683949454
fixed14,SUWALSKI,,,,,,,,,2575.1276676144353,2529.837020763294,0.9824122712746517,-0.01758772872534825
fixed14,SZAMOTULSKI,,,,,,,,,2417.5817954115646,2283.629596374259,0.9445924852298527,-0.0554075147701473
fixed14,SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),,,,,,,,,2252.5913275515513,2205.0162862578836,0.9788798612905167,-0.02112013870948322
fixed14,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),,,,,,,,,2583.958204091199,2548.2974138478116,0.9861991613537225,-0.013800838646277456
fixed14,SZUBIŃSKI,,,,,,,,,2237.6665654025705,2067.2490253087485,0.9238414057175839,-0.07615859428241617
fixed14,SĘPOLEŃSKI,,,,,,,,,2386.0845786604937,2239.478780966942,0.938558004605246,-0.061441995394754055
fixed14,SŁONIMSKI,,,,,,,,,2299.746977860592,2265.7836343707827,0.9852317042627861,-0.01476829573721392
fixed14,TARNOBRZESKI,,,,,,,,,1585.3254310701423,1539.6790770611256,0.9712069502485656,-0.028793049751434343
fixed14,TARNOGÓRSKI,,,,,,,,,1988.9810017813104,1777.2810261621473,0.893563600944621,-0.10643639905537901
fixed14,TARNOPOLSKI,,,,,,,,,2287.4450480513588,2250.9589298489523,0.9840494012157851,-0.01595059878421494
fixed14,TARNOWSKI,,,,,,,,,1842.0173587091945,1747.3708629070777,0.9486180217821395,-0.0513819782178605
fixed14,TCZEWSKI,,,,,,,,,2548.8125590832788,2454.7625554623864,0.963100462885855,-0.03689953711414499
fixed14,TOMASZOWSKI,,,,,,,,,2021.622166279615,1998.5842857188836,0.9886042600120833,-0.01139573998791666
fixed14,TORUŃSKI,,,,,,,,,2032.5705855511544,1890.6333055781204,0.9301685850508625,-0.0698314149491375
fixed14,TREMBOWELSKI,,,,,,,,,2406.1729560824097,2370.764975140908,0.9852845237695835,-0.014715476230416453
fixed14,TUCHOLSKI,,,,,,,,,2366.925204727983,2250.679966531566,0.9508876588224189,-0.04911234117758111
fixed14,TURCZAŃSKI,,,,,,,,,2084.635904478879,2042.3579115392504,0.9797192436104579,-0.020280756389542052
fixed14,TURECKI,,,,,,,,,2341.6192727155735,2258.482857872062,0.9644961861169267,-0.03550381388307338
fixed14,TŁUMACKI,,,,,,,,,2371.586487798069,2335.0130909082486,0.9845785101753648,-0.015421489824635216
fixed14,WADOWICKI,,,,,,,,,1980.4107209796282,1834.7990505029795,0.9264740041375757,-0.0735259958624242
fixed14,WARSZAWSKI,,,,,,,,,1562.0077985734426,1482.582750010898,0.9491519513314324,-0.050848048668567625
fixed14,WIELUŃSKI,,,,,,,,,2706.246191724527,1964.076309089685,0.7257567013288241,-0.2742432986711759
fixed14,WILEJSKI,,,,,,,,,3293.520154260119,3256.5523183999126,0.9887755853528363,-0.011224414647163776
fixed14,WILEŃSKO-TROCKI,,,,,,,,,2790.12941721226,2737.7516121792814,0.9812274639628324,-0.018772536037167522
fixed14,WILNO (MIASTO),,,,,,,,,2637.783013325779,2592.0458279061218,0.9826607476094136,-0.01733925239058639
fixed14,WOLSZTYŃSKI,,,,,,,,,2393.095660028505,2284.399088504819,0.9545790946265845,-0.045420905373415525
fixed14,WOŁKOWYSKI,,,,,,,,,2100.482214300075,2066.157618696741,0.9836587068580479,-0.016341293141952144
fixed14,WOŁOŻYŃSKI,,,,,,,,,3159.914846062031,3126.066976711745,0.9892883602884212,-0.010711639711578872
fixed14,WRZESIŃSKI,,,,,,,,,2110.904027189866,1990.4672903308426,0.9429454227630829,-0.057054577236917085
fixed14,WYRZYSKI,,,,,,,,,2303.5365535036685,2156.1040905142277,0.9359973416678816,-0.06400265833211839
fixed14,WYSOKOMAZOWIECKI,,,,,,,,,2052.4417318901405,2003.6618153013421,0.9762332270724802,-0.023766772927519785
fixed14,WĄBRZESKI,,,,,,,,,2091.9885373162933,2002.0600378173233,0.9570129100160679,-0.04298708998393212
fixed14,WĄGROWIECKI,,,,,,,,,2313.796499861309,2163.2406662219764,0.93493125534231,-0.06506874465769001
fixed14,WĘGROWSKI,,,,,,,,,1980.9443476724741,1947.408784765331,0.9830709212267643,-0.016929078773235653
fixed14,WŁOCŁAWSKI,,,,,,,,,1911.136470159819,1814.6842401296967,0.9495314795483671,-0.0504685204516329
fixed14,WŁODAWSKI,,,,,,,,,1934.654578982973,1920.8455203488797,0.9928622614165302,-0.0071377385834697354
fixed14,WŁODZIMIERSKI,,,,,,,,,1907.6272937236292,1889.109412088768,0.9902927150938825,-0.009707284906117504
fixed14,WŁOSZCZOWSKI,,,,,,,,,1914.4716791873136,1853.4475515502336,0.9681248209098687,-0.03187517909013131
fixed14,ZALESZCZYCKI,,,,,,,,,2766.598070920983,2728.2969364168707,0.9861558731979589,-0.013844126802041059
fixed14,ZAMOJSKI,,,,,,,,,1706.8648127036793,1684.4882445991745,0.9868902516836936,-0.013109748316306409
fixed14,ZBARASKI,,,,,,,,,2430.2642713721257,2393.0887486988704,0.9847030945929737,-0.01529690540702637
fixed14,ZBOROWSKI,,,,,,,,,2423.8719285918523,2389.697038600193,0.9859007030905659,-0.014099296909434133
fixed14,ZDOŁBUNOWSKI,,,,,,,,,2439.3543521354622,2414.6739711867376,0.9898824125625213,-0.010117587437478653
fixed14,ZŁOCZOWSKI,,,,,,,,,2127.7712802870933,2091.3480215747322,0.9828819671316146,-0.01711803286838546
fixed14,ŁASKI,,,,,,,,,1892.8613735013923,1749.851829426729,0.9244479568991754,-0.07555204310082467
fixed14,ŁAŃCUCKI,,,,,,,,,1762.3625980612871,1720.6247322517956,0.976317095099836,-0.023682904900164045
fixed14,ŁOMŻYŃSKI,,,,,,,,,2025.459300352167,1972.9277418173265,0.9740643722015511,-0.02593562779844891
fixed14,ŁOWICKI,,,,,,,,,1628.4886789599327,1595.7655146550296,0.9799058079262778,-0.020094192073722247
fixed14,ŁUCKI,,,,,,,,,2179.538231625396,2074.665876002241,0.9518832227389074,-0.0481167772610926
fixed14,ŁUKOWSKI,,,,,,,,,1708.64577875322,1679.966680263666,0.9832153048653064,-0.016784695134693647
fixed14,ŁUNINIECKI,,,,,,,,,2541.812716986308,2517.8790602600748,0.9905840203858096,-0.00941597961419042
fixed14,ŁÓDZKI,,,,,,,,,1662.0012344219176,1603.64772046939,0.9648896085370091,-0.035110391462990935
fixed14,ŁÓDŹ (MIASTO),,,,,,,,,1652.3845591641566,1576.0616667653132,0.9538104541248857,-0.04618954587511431
fixed14,ŁĘCZYCKI,,,,,,,,,1751.2182016780241,1640.6531156480369,0.9368639008411155,-0.06313609915888457
fixed14,ŚNIATYŃSKI,,,,,,,,,2698.561709467862,2661.999382217115,0.9864511798553769,-0.013548820144623159
fixed14,ŚREDZKI,,,,,,,,,2255.5851415977068,2148.431285262751,0.9524939873211546,-0.04750601267884537
fixed14,ŚREMSKI,,,,,,,,,2403.4880654717426,2284.4073415073854,0.950455038377324,-0.049544961622676
fixed14,ŚWIECKI,,,,,,,,,2221.4946486985195,2132.5425740768587,0.9599584564951466,-0.04004154350485341
fixed14,ŚWIĘCIAŃSKI,,,,,,,,,3082.6396069262028,3035.242319582541,0.9846244474257816,-0.01537555257421844
fixed14,ŚWIĘTOCHŁOWICKI,,,,,,,,,1904.6006180496295,1738.1626002927758,0.9126126411072515,-0.08738735889274857
fixed14,ŻNIŃSKI,,,,,,,,,2255.0297508655303,2068.1252898826056,0.9171166318709602,-0.08288336812903985
fixed14,ŻYDACZOWSKI,,,,,,,,,2221.7467203317187,2183.867410183205,0.9829506622866272,-0.01704933771337281
fixed14,ŻYWIECKI,,,,,,,,,2113.37829638756,1957.5193626292107,0.9262512849569988,-0.07374871504300115
fixed14,ŻÓŁKIEWSKI,,,,,,,,,1955.6531196237665,1928.5046928515474,0.9861179743484151,-0.01388202565158491
