District,year,rural_pop,city_pop_sum,pop_total,MA_district
WOŁOŻYŃSKI,1939,128470.59999999999,6806.0,135276.59999999998,14278.162700805953
GRÓJECKI,1939,106252.79999999999,31055.0,137307.8,34021.71455781248
PSZCZYŃSKI,1939,162779.15449708485,25830.0,188609.15449708485,31064.302671992424
BRZEZIŃSKI,1939,101617.40000000001,71666.0,173283.40000000002,36042.80961869752
ŁÓDŹ (MIASTO),1939,1.0,672000.0,672001.0,35559.30697710775
STOŁPECKI,1939,102821.0190438399,6556.0,109377.0190438399,16626.648430539244
WĄBRZESKI,1939,28960.399999999998,22234.0,51194.399999999994,26763.36256208803
BRODNICKI,1939,47356.0,13167.0,60523.0,27863.228680548003
KOSTOPOLSKI,1939,180426.80000000002,17785.0,198211.80000000002,19718.140849057847
GRUDZIĄDZKI,1939,44603.399999999994,63992.0,108595.4,26262.891345536398
OSTROWSKI (OSTRÓW MAZOWIECKA),1939,86226.20000000001,21728.0,107954.20000000001,28077.713336843968
NIESZAWSKI,1939,107665.40000000001,22847.0,130512.40000000001,29490.06355812122
SZUBIŃSKI,1939,34870.600000000006,13441.0,48311.600000000006,26482.69480676923
KONECKI,1939,154143.0,48862.0,203005.0,32649.218239894475
RAWICKI,1939,28717.399999999998,20519.0,49236.399999999994,25534.237541027647
NOWOTOMYSKI,1939,56868.200000000004,30770.0,87638.20000000001,21491.50259014849
BIALSKI (BIAŁA PODLASKA),1939,113070.2727402493,28570.0,141640.2727402493,28225.499227714634
OLKUSKI,1939,142183.0,20992.0,163175.0,28715.51375150541
KOZIENICKI,1939,140153.0,18190.0,158343.0,30097.984266976564
SANOCKI,1939,104280.79999999999,21698.0,125978.79999999999,21265.891578122075
WRZESIŃSKI,1939,31798.0,12182.0,43980.0,27379.857308189086
BRODZKI,1939,85873.40000000001,13628.0,99501.40000000001,25576.996091186444
CHEŁMSKI,1939,161009.19999999998,30900.0,191909.19999999998,29732.57896884682
DROHICKI,1939,120749.79999999999,3457.0,124206.79999999999,20541.240199588567
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1939,79303.79999999999,37204.0,116507.79999999999,28133.797638615153
TOMASZOWSKI,1939,127184.59999999999,11200.0,138384.59999999998,24149.901717503126
KĘPIŃSKI,1939,80867.79999999999,7778.0,88645.79999999999,26474.894604795943
BOCHEŃSKI,1939,99656.59999999999,20115.0,119771.59999999999,30817.391472565894
GNIEŹNIEŃSKI,1939,51169.799999999996,39063.0,90232.79999999999,25630.712329342652
LUBLINIECKI,1939,39968.204568090565,11576.0,51544.204568090565,29517.22400881511
ZŁOCZOWSKI,1939,105035.20000000001,21036.0,126071.20000000001,25145.24408329203
BRASŁAWSKI,1939,153961.59999999998,4500.0,158461.59999999998,13427.629705881061
ŁUKOWSKI,1939,115625.0,22948.0,138573.0,28569.084770766603
SŁONIMSKI,1939,142754.0,18500.0,161254.0,21300.040460572138
PRZASNYCKI,1939,66788.0,11856.0,78644.0,22056.02285951233
ŻNIŃSKI,1939,33216.399999999994,8813.0,42029.399999999994,26286.021397776094
TARNOBRZESKI,1939,65087.200000000004,11591.0,76678.20000000001,32650.293379932566
AUGUSTOWSKI,1939,69789.59999999999,17861.0,87650.59999999999,18679.388655326664
HRUBIESZOWSKI,1939,130790.59999999999,18274.0,149064.59999999998,26634.74643615547
PUŁTUSKI,1939,86306.40000000001,42762.0,129068.40000000001,26017.221188374515
SOCHACZEWSKI,1939,69957.40000000001,12984.0,82941.40000000001,32427.76719960444
NOWOGRÓDZKI,1939,167401.7809561601,15136.0,182537.7809561601,19751.237400928214
TUCHOLSKI,1939,36687.200000000004,6000.0,42687.200000000004,22916.541039752836
POSTAWSKI,1939,106568.06666666664,4300.0,110868.06666666664,13837.431294895745
INOWROCŁAWSKI,1939,48580.0,44414.0,92994.0,26950.223501973498
BIAŁOSTOCKI,1939,133282.40000000002,133674.0,266956.4,25837.731119308948
DĄBROWSKI,1939,59835.200000000004,8853.0,68688.20000000001,28485.685148876775
ROHATYŃSKI,1939,124324.79999999999,18390.0,142714.8,22634.404465145755
ŚWIĘCIAŃSKI,1939,132961.06666666665,13330.0,146291.06666666665,15758.581521619608
ŚREMSKI,1939,40726.200000000004,20316.0,61042.200000000004,22730.830147271463
SKAŁACKI,1939,78626.59999999999,15889.0,94515.59999999999,20300.970545601496
ŁUNINIECKI,1939,121419.20000000001,9300.0,130719.20000000001,18608.59858384827
MAKOWSKI (MAKÓW MAZOWIECKI),1939,59460.799999999996,11876.0,71336.79999999999,22229.575699489225
ZALESZCZYCKI,1939,74011.79999999999,9567.0,83578.79999999999,18487.563597377626
OPOCZYŃSKI,1939,130785.40000000001,10047.0,140832.40000000002,34377.986619057345
KALISKI,1939,136698.19999999998,87787.0,224485.19999999998,25983.563244024444
WIELUŃSKI,1939,215154.59999999998,25977.0,241131.59999999998,26404.932855365583
NOWOTARSKI,1939,112400.79999999999,34622.0,147022.8,26339.403704074684
M. ST. WARSZAWA,1939,1.0,1289000.0,1289001.0,40115.412784920205
TCZEWSKI,1939,37974.200000000004,33116.0,71090.20000000001,19645.157369386216
CHORZÓW,1939,19532.541811576684,109500.0,129032.54181157668,41807.21901794122
PODHAJECKI,1939,101465.59999999999,6199.0,107664.59999999999,24186.459959735832
POZNAŃ (MIASTO),1939,1.0,272000.0,272001.0,26501.46868551138
OSTROŁĘCKI,1939,110981.79999999999,15000.0,125981.79999999999,25215.196707380757
RADZIECHOWSKI,1939,63664.399999999994,9300.0,72964.4,22332.558496691167
SUWALSKI,1939,96271.20000000001,26471.0,122742.20000000001,18108.241274502077
