From_District,To_District,Proportion
SĘPOLEŃSKI,SĘPOLEŃSKI,1.0
SŁONIMSKI,NOWOGRÓDZKI,0.15282015988848147
SŁONIMSKI,STOŁPECKI,0.0
SŁONIMSKI,BARANOWICKI,0.16576284812998773
SŁONIMSKI,SŁONIMSKI,0.6814169919815308
SŁUPECKI,KONIŃSKI,1.0
TARNOBRZESKI,TARNOBRZESKI,1.0
TARNOGÓRSKI,TARNOGÓRSKI,1.0
TARNOPOLSKI,TREMBOWELSKI,0.015465780527722833
TARNOPOLSKI,TARNOPOLSKI,0.9845342194722772
TARNOWSKI,BRZESKI (BRZESKO),0.0
TARNOWSKI,NOWOSĄDECKI,0.0
TARNOWSKI,TARNOWSKI,1.0
TCZEWSKI,TCZEWSKI,1.0
TOMASZOWSKI,HRUBIESZOWSKI,0.0017990337838940465
TOMASZOWSKI,TOMASZOWSKI,0.998200966216106
TORUŃ (MIASTO),TORUŃ (MIASTO),1.0
TORUŃSKI,TORUŃ (MIASTO),0.02043077507712516
TORUŃSKI,CHEŁMIŃSKI,0.023388676111501333
TORUŃSKI,TORUŃSKI,0.9561805488113735
TREMBOWELSKI,CZORTKOWSKI,0.004416415183429278
TREMBOWELSKI,TREMBOWELSKI,0.9955835848165707
TUCHOLSKI,CHOJNICKI,0.0
TUCHOLSKI,ŚWIECKI,0.026580558066370996
TUCHOLSKI,SĘPOLEŃSKI,0.0
TUCHOLSKI,STAROGARDZKI,0.016691811847372433
TUCHOLSKI,TUCHOLSKI,0.9567276300862566
TURCZAŃSKI,TURCZAŃSKI,1.0
TURECKI,TURECKI,0.9849873559442648
TURECKI,KALISKI,0.010689267872511123
TURECKI,SIERADZKI,0.004323376183224135
TŁUMACKI,STANISŁAWOWSKI,0.01774369520704137
TŁUMACKI,TŁUMACKI,0.9822563047929587
WADOWICKI,WADOWICKI,1.0
WARSZAWSKI,ŚRÓDMIEJSKO-WARSZAWSKI,0.0
WARSZAWSKI,PÓŁNOCNO-WARSZAWSKI,0.0
WARSZAWSKI,WARSZAWSKI,1.0
WEJHEROWSKI,GDYNIA (MIASTO),0.06793097560997477
WEJHEROWSKI,MORSKI,0.9320690243900253
WIELICKI,MYŚLENICKI,0.598220965166125
WIELICKI,NOWOSĄDECKI,0.0
WIELICKI,TARNOWSKI,0.0
WIELICKI,KRAKOWSKI,0.40177903483387506
WIELUŃSKI,WIELUŃSKI,1.0
WILEJSKI,MOŁODECZAŃSKI,0.32230938285042965
WILEJSKI,WILEJSKI,0.6776906171495705
WILEŃSKO-TROCKI,WILEJSKI,0.00020912851213101213
WILEŃSKO-TROCKI,DZIŚNIEŃSKI,0.0
WILEŃSKO-TROCKI,POSTAWSKI,0.0
WILEŃSKO-TROCKI,WILEŃSKO-TROCKI,0.9307623961167099
WILEŃSKO-TROCKI,OSZMIAŃSKI,0.0031372978220910452
WILEŃSKO-TROCKI,ŚWIĘCIAŃSKI,0.06589117754906802
WILNO (MIASTO),WILNO (MIASTO),1.0
WITKOWSKI,GNIEZNO (MIASTO),6.81069573900326e-05
WITKOWSKI,WĄGROWIECKI,0.0
WITKOWSKI,KALISKI,0.0
WITKOWSKI,MOGILEŃSKI,1.5592730142405437e-11
WITKOWSKI,WRZESIŃSKI,0.06650314910562952
WITKOWSKI,GNIEŹNIEŃSKI,0.9334287439213877
WITKOWSKI,ŻNIŃSKI,0.0
WITKOWSKI,ŚREDZKI,0.0
WOLSZTYŃSKI,WOLSZTYŃSKI,1.0
WOŁKOWYSKI,WOŁKOWYSKI,1.0
WOŁOŻYŃSKI,MOŁODECZAŃSKI,0.0
WOŁOŻYŃSKI,WOŁOŻYŃSKI,4.3050198102414815e-12
WOŁOŻYŃSKI,NOWOGRÓDZKI,0.8997291866847544
WOŁOŻYŃSKI,STOŁPECKI,0.09597158977862556
WOŁOŻYŃSKI,WILEŃSKO-TROCKI,0.0
WOŁOŻYŃSKI,SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),0.0
WOŁOŻYŃSKI,LIDZKI,0.004299223532314935
WRZESIŃSKI,ŚREDZKI,3.152167290253724e-11
WRZESIŃSKI,WRZESIŃSKI,0.9999999999684783
WYRZYSKI,WYRZYSKI,1.0
WYSOKOMAZOWIECKI,WYSOKOMAZOWIECKI,1.0
WĄBRZESKI,BRODNICKI,0.048952733623046966
WĄBRZESKI,WĄBRZESKI,0.951047266376953
WĄGROWIECKI,WĄGROWIECKI,0.9998488010578261
WĄGROWIECKI,KALISKI,0.0
WĄGROWIECKI,MOGILEŃSKI,0.0
WĄGROWIECKI,WRZESIŃSKI,0.0
WĄGROWIECKI,GNIEŹNIEŃSKI,0.0001511989421738878
WĘGROWSKI,MIŃSKI,3.1956292330169824e-11
WĘGROWSKI,WĘGROWSKI,0.9999999999680437
WŁOCŁAWSKI,WŁOCŁAWSKI,1.0
WŁODAWSKI,WŁODAWSKI,1.0
WŁODZIMIERSKI,WŁODZIMIERSKI,1.0
WŁOSZCZOWSKI,WŁOSZCZOWSKI,1.0
ZALESZCZYCKI,CZORTKOWSKI,0.022582060298309416
ZALESZCZYCKI,ZALESZCZYCKI,0.9774179397016907
ZAMOJSKI,ZAMOJSKI,1.0
ZBARASKI,ZBARASKI,1.0
ZBOROWSKI,BRODZKI,0.0504182649779299
ZBOROWSKI,ZBOROWSKI,0.9495817350220701
ZŁOCZOWSKI,ZŁOCZOWSKI,1.0
ŁASKI,ŁASKI,1.0
ŁAŃCUCKI,ŁAŃCUCKI,1.0
ŁOMŻYŃSKI,ŁOMŻYŃSKI,1.0
ŁOWICKI,SKIERNIEWICKI,2.840113628550798e-13
ŁOWICKI,ŁOWICKI,0.9999999999997159
ŁUCKI,ŁUCKI,1.0
ŁUKOWSKI,ŁUKOWSKI,1.0
ŁUNINIECKI,WILEŃSKO-TROCKI,0.0
ŁUNINIECKI,ŁUNINIECKI,1.0
ŁÓDZKI,ŁÓDZKI,1.0
ŁÓDŹ (MIASTO),ŁÓDŹ (MIASTO),1.0
ŁĘCZYCKI,ŁĘCZYCKI,1.0
ŚMIGIELSKI,ŚREMSKI,0.0
ŚMIGIELSKI,KOŚCIAŃSKI,1.0
ŚMIGIELSKI,LESZCZYŃSKI,0.0
ŚMIGIELSKI,GOSTYŃSKI,0.0
ŚMIGIELSKI,RAWICKI,0.0
ŚMIGIELSKI,POZNAŃSKI,0.0
ŚNIATYŃSKI,ŚNIATYŃSKI,1.0
ŚREDZKI,ŚREDZKI,1.0
ŚREMSKI,POZNAŃ (MIASTO),0.0
ŚREMSKI,GOSTYŃSKI,0.007922910155558594
ŚREMSKI,ŚREMSKI,0.9878201729642496
ŚREMSKI,KOŚCIAŃSKI,0.004256916846214845
ŚREMSKI,LESZCZYŃSKI,0.0
ŚREMSKI,RAWICKI,0.0
ŚREMSKI,POZNAŃSKI,3.3976949427972617e-11
ŚWIECKI,CHEŁMIŃSKI,0.0
ŚWIECKI,TCZEWSKI,0.0
ŚWIECKI,ŚWIECKI,0.9788413095970142
ŚWIECKI,SĘPOLEŃSKI,0.0
ŚWIECKI,STAROGARDZKI,0.0
ŚWIECKI,TUCHOLSKI,0.021158690402985843
ŚWIĘCIAŃSKI,WILEJSKI,0.17533856484439037
ŚWIĘCIAŃSKI,DZIŚNIEŃSKI,0.0
ŚWIĘCIAŃSKI,POSTAWSKI,0.09295845982610287
ŚWIĘCIAŃSKI,WILEŃSKO-TROCKI,0.0019300851602104896
ŚWIĘCIAŃSKI,OSZMIAŃSKI,0.0
ŚWIĘCIAŃSKI,ŚWIĘCIAŃSKI,0.7297728901692964
ŚWIĘTOCHŁOWICKI,CHORZÓW,0.026259733646567404
ŚWIĘTOCHŁOWICKI,ŚWIĘTOCHŁOWICKI,0.9737402663534326
ŻNIŃSKI,GNIEZNO (MIASTO),0.0
ŻNIŃSKI,WĄGROWIECKI,3.646016387751378e-11
ŻNIŃSKI,KALISKI,0.0
ŻNIŃSKI,MOGILEŃSKI,0.0
ŻNIŃSKI,WRZESIŃSKI,0.0
ŻNIŃSKI,GNIEŹNIEŃSKI,3.301066056268373e-13
ŻNIŃSKI,ŻNIŃSKI,0.9999999999632098
ŻYDACZOWSKI,STRYJSKI,0.06311051049724048
ŻYDACZOWSKI,ŻYDACZOWSKI,0.9368894895027595
ŻYWIECKI,ŻYWIECKI,1.0
ŻÓŁKIEWSKI,ZŁOCZOWSKI,0.0
ŻÓŁKIEWSKI,KAMIONECKI,6.378066258892312e-12
ŻÓŁKIEWSKI,ŻÓŁKIEWSKI,0.9999999999936219
