District,year,scenario,ma_total,ma_total_no_self,ma_domestic,ma_domestic_no_self,ma_domestic_inter,ma_domestic_self,ma_foreign
KUTNOWSKI,1935,baseline,2536164702.365485,2535718581.8395834,585014.0883088936,138893.5624071691,138893.5624071691,446120.52590172447,2535579688.2771764
KĘPIŃSKI,1935,baseline,2559776629.029585,2559610994.2329197,189487.9599571971,23853.163291990153,23853.163291990153,165634.79666520696,2559587141.069628
LESKI,1935,baseline,2272650645.137714,2272553133.8895097,109738.0928542878,12226.84465044451,12226.84465044451,97511.2482038433,2272540907.0448594
LESZCZYŃSKI,1935,baseline,2719137848.7743945,2718871004.6098704,326683.0441055585,59838.87958145669,59838.87958145669,266844.16452410177,2718811165.730289
LIDZKI,1935,baseline,2240383937.1178,2240333721.628136,63409.71361604439,13194.223951779812,13194.223951779812,50215.48966426458,2240320527.4041843
LIMANOWSKI,1935,baseline,2390298279.853873,2390172675.073019,162382.66006800267,36777.87921415186,36777.87921415186,125604.78085385083,2390135897.1938047
LIPNOWSKI,1935,baseline,2167652515.884626,2167494859.48472,177814.51724705385,20158.1173416761,20158.1173416761,157656.39990537777,2167474701.3673787
LUBACZOWSKI,1935,baseline,2326992359.842479,2326868012.325449,139835.1765819752,15487.65955167312,15487.65955167312,124347.51703030206,2326852524.6658974
LUBARTOWSKI,1935,baseline,2409661784.23954,2409535652.472803,199696.61276142002,73564.84602437573,73564.84602437573,126131.7667370443,2409462087.6267786
LUBAWSKI,1935,baseline,2335457668.3394747,2335253445.0493455,220873.48468794444,16650.194558843872,16650.194558843872,204223.29012910055,2335236794.854787
LUBELSKI,1935,baseline,2449547139.712583,2449238050.21937,359657.6869998842,50568.19378641211,50568.19378641211,309089.4932134721,2449187482.0255833
LUBLINIECKI,1935,baseline,2598384008.043935,2598073534.4864593,394492.1909738261,84018.6334980233,84018.6334980233,310473.5574758028,2597989515.852961
LUBOMELSKI,1935,baseline,2432585639.878299,2432543309.00216,63089.28496468991,20758.40882553201,20758.40882553201,42330.8761391579,2432522550.5933347
LWOWSKI,1935,baseline,2471361327.4174566,2471194000.042514,3320122.481513315,3152795.106570934,3152795.106570934,167327.3749423807,2468041204.935943
LWÓW (MIASTO),1935,baseline,2524973581.6526814,2486259002.627066,39428837.605780296,714258.5801647858,714258.5801647858,38714579.02561551,2485544744.046901
M. ST. WARSZAWA,1935,baseline,2603833449.211688,2474852319.827697,130740566.18916838,1759436.8051769969,1759436.8051769969,128981129.38399138,2473092883.0225196
MAKOWSKI (MAKÓW MAZOWIECKI),1935,baseline,2256888885.474997,2256754445.6786146,155263.83361559847,20824.03723314151,20824.03723314151,134439.79638245696,2256733621.6413813
MIECHOWSKI,1935,baseline,2454485144.7817206,2454301708.7928185,232183.05610609296,48747.06720377606,48747.06720377606,183435.9889023169,2454252961.7256145
MIELECKI,1935,baseline,2395353648.1250186,2395218188.9526124,180151.31614000374,44692.14373407404,44692.14373407404,135459.17240592968,2395173496.8088784
MIĘDZYCHODZKI,1935,baseline,2707780921.591347,2707613469.0441246,191145.48796437652,23692.94074165613,23692.94074165613,167452.5472227204,2707589776.103383
MIŃSKI,1935,baseline,2435681012.7736263,2435442885.1987786,509785.4885844872,271657.91373701015,271657.91373701015,238127.57484747702,2435171227.285042
MOGILEŃSKI,1935,baseline,2541583127.741222,2541424591.395733,205995.4492297765,47459.10374075589,47459.10374075589,158536.34548902063,2541377132.291992
MORSKI,1935,baseline,2148275290.459723,2147953100.141536,330280.9750597476,8090.656872894498,8090.656872894498,322190.3181868531,2147945009.4846635
MOŁODECZAŃSKI,1935,baseline,2117407794.9380374,2117325412.988626,95968.56725193604,13586.61784055652,13586.61784055652,82381.94941137952,2117311826.3707855
MOŚCISKI,1935,baseline,2396057735.4139175,2395874919.614503,218484.57920470834,35668.779790025925,35668.779790025925,182815.7994146824,2395839250.834713
MYŚLENICKI,1935,baseline,2395660677.5889244,2395497819.99034,200877.39609045326,38019.79750645354,38019.79750645354,162857.59858399973,2395459800.192834
MŁAWSKI,1935,baseline,2340846308.2746286,2340692968.8274064,190816.62901955377,37477.18179762985,37477.18179762985,153339.4472219239,2340655491.645609
NADWÓRNIAŃSKI,1935,baseline,2281928727.093741,2281835316.007551,114570.88386963375,21159.79767985604,21159.79767985604,93411.0861897777,2281814156.2098713
NIESZAWSKI,1935,baseline,2503807895.6113863,2503609114.2506537,254969.9365413721,56188.57580888164,56188.57580888164,198781.36073249046,2503552925.6748447
NIEŚWIESKI,1935,baseline,2286654783.534048,2286544010.2878904,122600.65495334077,11827.408796019297,11827.408796019297,110773.24615732147,2286532182.8790946
NIŻAŃSKI,1935,baseline,2395936498.70279,2395787331.7235947,178718.52156907757,29551.54237427962,29551.54237427962,149166.97919479795,2395757780.1812205
NOWOGRÓDZKI,1935,baseline,2246829704.0766435,2246772997.0216184,69547.11792108495,12840.062895752533,12840.062895752533,56707.055025332425,2246760156.9587226
NOWOSĄDECKI,1935,baseline,2384071728.536306,2383903037.1466393,201737.450096671,33046.06043009214,33046.06043009214,168691.38966657885,2383869991.0862093
NOWOTARSKI,1935,baseline,2390813602.536861,2390662516.718371,183523.98543809727,32438.16694768525,32438.16694768525,151085.81849041203,2390630078.551423
NOWOTOMYSKI,1935,baseline,2784373633.975326,2784180830.817572,225453.02203016446,32649.8642762717,32649.8642762717,192803.15775389277,2784148180.9532957
OBORNICKI,1935,baseline,2627199494.41076,2627051217.587909,256324.4259672077,108047.60311639354,108047.60311639354,148276.82285081418,2626943169.9847927
OLKUSKI,1935,baseline,2501022361.327816,2500788409.972832,295904.91137221304,61953.556388206496,61953.556388206496,233951.35498400652,2500726456.416444
OPATOWSKI,1935,baseline,2416292193.7668996,2416076260.362152,259154.43848687844,43221.033739377424,43221.033739377424,215933.40474750102,2416033039.3284125
OPOCZYŃSKI,1935,baseline,2455234232.777878,2455115610.213278,208068.23890391074,89445.67430390185,89445.67430390185,118622.5646000089,2455026164.538974
OSTROWSKI (OSTRÓW MAZOWIECKA),1935,baseline,2352054190.9753084,2351950948.504216,150739.98070128102,47497.50960935619,47497.50960935619,103242.47109192483,2351903450.994607
OSTROWSKI (OSTRÓW WIELKOPOLSKI),1935,baseline,2608345253.74375,2608160634.6548233,223704.01805022327,39084.9291233024,39084.9291233024,184619.08892692087,2608121549.7257
OSTROŁĘCKI,1935,baseline,2305423292.493145,2305362954.028294,96890.48362445581,36552.018773534284,36552.018773534284,60338.46485092153,2305326402.0095205
OSZMIAŃSKI,1935,baseline,2019112462.5040343,2019051772.7967746,65329.65861856062,4639.951358887411,4639.951358887411,60689.70725967321,2019047132.8454158
PIOTRKOWSKI,1935,baseline,2442777925.0116596,2442561915.6901445,300403.8183038351,84394.49678893131,84394.49678893131,216009.32151490377,2442477521.1933556
PIŃCZOWSKI,1935,baseline,2386374682.6124187,2386205279.7658057,201224.12969524373,31821.283082620397,31821.283082620397,169402.84661262334,2386173458.482723
PIŃSKI,1935,baseline,2325867745.1644115,2325826022.473009,51798.32802445915,10075.63662189641,10075.63662189641,41722.69140256274,2325815946.836387
PODHAJECKI,1935,baseline,2323965347.6765137,2323838984.2858944,163127.51467595392,36764.124056595494,36764.124056595494,126363.39061935843,2323802220.1618376
POSTAWSKI,1935,baseline,1971857129.6852329,1971823517.9970074,41518.258316267274,7906.570090884804,7906.570090884804,33611.68822538247,1971815611.4269166
POZNAŃ (MIASTO),1935,baseline,2779990274.8409185,2734454378.901727,46538480.121957816,1002584.1827666112,1002584.1827666112,45535895.93919121,2733451794.718961
POZNAŃSKI,1935,baseline,2723485633.9781623,2723304801.9941564,5183596.21349297,5002764.229486859,5002764.229486859,180831.98400611087,2718302037.7646694
PRUŻAŃSKI,1935,baseline,2346292462.7666836,2346231405.409334,74789.60794939526,13732.250599969746,13732.250599969746,61057.3573494255,2346217673.1587343
PRZASNYCKI,1935,baseline,2230237317.2217503,2230113271.373315,141309.2292282191,17263.380792713342,17263.380792713342,124045.84843550577,2230096007.9925222
PRZEMYSKI,1935,baseline,2432101235.322641,2431781317.5062633,365435.5875847155,45517.77120695425,45517.77120695425,319917.81637776125,2431735799.7350564
PRZEMYŚLAŃSKI,1935,baseline,2393430775.724832,2393262361.464106,207943.74764267565,39529.48691663323,39529.48691663323,168414.2607260424,2393222831.9771895
PRZEWORSKI,1935,baseline,2413640012.2655463,2413209950.7099357,479309.46991765767,49247.91430725814,49247.91430725814,430061.5556103995,2413160702.7956285
PSZCZYŃSKI,1935,baseline,2579809805.8252587,2579288536.953278,743682.0587564148,222413.18677578671,222413.18677578671,521268.87198062806,2579066123.7665024
PUŁAWSKI,1935,baseline,2405903150.8212547,2405765244.899615,174413.60615528852,36507.684515673216,36507.684515673216,137905.92163961532,2405728737.2150993
PUŁTUSKI,1935,baseline,2333130302.020405,2332962442.183349,242344.96171974382,74485.12466400795,74485.12466400795,167859.83705573587,2332887957.0586853
PŁOCKI,1935,baseline,2155150806.239511,2154868799.280952,299139.42832388583,17132.469764499234,17132.469764499234,282006.9585593866,2154851666.8111873
PŁOŃSKI,1935,baseline,2308928904.721115,2308775938.7886477,220824.97129602073,67859.03882851523,67859.03882851523,152965.9324675055,2308708079.7498193
RADOMSKI,1935,baseline,2451132733.7248735,2450912184.2854705,284847.5937771758,64298.15437424147,64298.15437424147,220549.43940293437,2450847886.1310964
RADOMSZCZAŃSKI,1935,baseline,2427969122.2298856,2427813767.7979584,228732.42322396228,73377.99129653111,73377.99129653111,155354.43192743117,2427740389.8066616
RADZIECHOWSKI,1935,baseline,2415277671.7706385,2415157447.5662494,137093.46198002092,16869.257590615773,16869.257590615773,120224.20438940515,2415140578.3086586
RADZYMIŃSKI,1935,baseline,2435150741.6634083,2434911119.1691146,737691.9383087636,498069.44401516847,498069.44401516847,239622.49429359505,2434413049.7250996
RADZYŃSKI,1935,baseline,2398408793.5791802,2398277398.688773,172853.37442341528,41458.4840165701,41458.4840165701,131394.89040684517,2398235940.2047567
RAWICKI,1935,baseline,2646502056.0565696,2646122005.6337647,425092.92509376316,45042.50228889327,45042.50228889327,380050.4228048699,2646076963.131476
RAWSKI (RAWA MAZOWIECKA),1935,baseline,2412375876.744838,2412218405.57642,238931.93543653516,81460.76701821107,81460.76701821107,157471.1684183241,2412136944.8094015
RAWSKI (RAWA RUSKA),1935,baseline,2401689365.6384587,2401572279.573796,148656.39415715443,31570.3294938045,31570.3294938045,117086.06466334991,2401540709.244302
ROHATYŃSKI,1935,baseline,2341043264.305833,2340889926.9300995,186542.91116986758,33205.535436510574,33205.535436510574,153337.375733357,2340856721.394663
ROPCZYCKI,1935,baseline,2427870283.221264,2427720094.9154377,200297.91638760062,50109.61056139827,50109.61056139827,150188.30582620236,2427669985.3048763
RUDECKI,1935,baseline,2422271752.107713,2422067010.596102,254586.74262440833,49845.23101351817,49845.23101351817,204741.51161089016,2422017165.365089
RYBNICKI,1935,baseline,2490873942.224335,2489955641.9455743,997853.8092721005,79553.53051119292,79553.53051119292,918300.2787609075,2489876088.415063
RYPIŃSKI,1935,baseline,2167563199.679139,2167380147.7725244,206363.25368897576,23311.347074181398,23311.347074181398,183051.90661479437,2167356836.4254503
RZESZOWSKI,1935,baseline,2410246328.4065905,2410007819.266296,271170.33231133746,32661.19201640226,32661.19201640226,238509.14029493523,2409975158.0742793
RÓWIEŃSKI,1935,baseline,2566053692.009983,2565943496.048014,127510.46142589574,17314.499456761092,17314.499456761092,110195.96196913465,2565926181.5485573
SAMBORSKI,1935,baseline,2422837752.6058936,2422662291.798108,238990.98354027132,63530.17575475321,63530.17575475321,175460.80778551812,2422598761.6223536
SANDOMIERSKI,1935,baseline,2334162344.7926702,2333992902.680868,187192.82634513147,17750.714542630158,17750.714542630158,169442.1118025013,2333975151.9663253
SANOCKI,1935,baseline,2334363437.1302657,2334179739.882873,202480.24992809605,18783.002535254145,18783.002535254145,183697.2473928419,2334160956.8803377
SARNEŃSKI,1935,baseline,2456483527.883238,2456449798.825332,45513.07128553778,11784.013380099057,11784.013380099057,33729.05790543872,2456438014.811952
SIEDLECKI,1935,baseline,2426756795.366146,2426631242.8422585,192375.25919757123,66822.73530995124,66822.73530995124,125552.52388761999,2426564420.1069484
SIERADZKI,1935,baseline,2570945054.4112287,2570737979.9172034,313373.47940109234,106298.98537591551,106298.98537591551,207074.49402517683,2570631680.9318275
SIERPECKI,1935,baseline,2207038540.590625,2206861201.079923,207289.30365841894,29949.792956749294,29949.792956749294,177339.51070166964,2206831251.2869663
SKAŁACKI,1935,baseline,2337765059.9240665,2337584919.7540293,194656.2779827302,14516.107945436721,14516.107945436721,180140.17003729346,2337570403.646084
SKIERNIEWICKI,1935,baseline,2491028279.190444,2490750481.2959948,481626.90206522023,203829.0076159655,203829.0076159655,277797.89444925473,2490546652.2883787
SOCHACZEWSKI,1935,baseline,2456498654.5858917,2456174752.6550503,443445.76639605575,119543.83555438057,119543.83555438057,323901.9308416752,2456055208.8194957
SOKALSKI,1935,baseline,2393890890.8808126,2393739104.250999,175015.50449361856,23228.874679811932,23228.874679811932,151786.62981380662,2393715875.376319
SOKOŁOWSKI,1935,baseline,2382062959.15593,2381922842.8359456,201669.43404728104,61553.11406276404,61553.11406276404,140116.319984517,2381861289.721883
SOKÓLSKI,1935,baseline,2297317074.838094,2297261768.0810733,85043.83063255601,29737.073611849966,29737.073611849966,55306.75702070604,2297232031.0074615
STANISŁAWOWSKI,1935,baseline,2343282740.4118423,2343069550.7868795,252035.03630348173,38845.41134075287,38845.41134075287,213189.62496272885,2343030705.375539
STAROGARDZKI,1935,baseline,2305554397.971582,2305353682.454262,222440.01789815217,21724.500578048574,21724.500578048574,200715.5173201036,2305331957.953684
STOLIŃSKI,1935,baseline,2348903132.578533,2348876581.469468,35868.504092934825,9317.395028110148,9317.395028110148,26551.10906482468,2348867264.07444
STOPNICKI,1935,baseline,2316297950.0386243,2316175080.1373744,139350.7528024381,16480.851552650787,16480.851552650787,122869.9012497873,2316158599.285822
STOŁPECKI,1935,baseline,2361337888.242567,2361273303.5199976,71618.14997258855,7033.427403086554,7033.427403086554,64584.722569502,2361266270.0925946
STRYJSKI,1935,baseline,2346202707.779754,2346100687.3788652,145247.81598443125,43227.41509539513,43227.41509539513,102020.40088903613,2346057459.96377
SUWALSKI,1935,baseline,2114888942.371701,2114812357.1204088,86888.53330679159,10303.28201466887,10303.28201466887,76585.25129212272,2114802053.8383942
SZAMOTULSKI,1935,baseline,2649508513.94341,2649323013.6427293,234603.01562984486,49102.71494933253,49102.71494933253,185500.30068051233,2649273910.92778
SZCZUCZYŃSKI (WOJ. BIAŁOSTOCKIE),1935,baseline,2256302586.8378267,2256204906.2037125,110900.76742757893,13220.133313155055,13220.133313155055,97680.63411442388,2256191686.0703993
SZCZUCZYŃSKI (WOJ. NOWOGRÓDZKIE),1935,baseline,2217337487.009299,2217285251.915765,64742.092828613175,12506.99929490985,12506.99929490985,52235.09353370332,2217272744.91647
SZUBIŃSKI,1935,baseline,2515434731.337408,2515264690.8331614,242328.7600632385,72288.25581643455,72288.25581643455,170040.50424680393,2515192402.577345
SĘPOLEŃSKI,1935,baseline,2410435534.1912746,2410170310.157119,302690.8135746231,37466.77941875878,37466.77941875878,265224.0341558643,2410132843.3777
SŁONIMSKI,1935,baseline,2330713601.1640563,2330660026.055086,68777.33927681971,15202.230306683447,15202.230306683447,53575.10897013626,2330644823.8247795
TARNOBRZESKI,1935,baseline,2424748728.0620923,2424571682.4851108,211884.56222960234,34838.98524830177,34838.98524830177,177045.57698130058,2424536843.4998627
TARNOGÓRSKI,1935,baseline,2644281356.10249,2642553774.277261,2133628.0817676987,406046.2565383087,406046.2565383087,1727581.8252293898,2642147728.0207224
TARNOPOLSKI,1935,baseline,2426399556.279751,2426198596.625809,234643.5196579984,33683.865716413406,33683.865716413406,200959.65394158498,2426164912.7600927
TARNOWSKI,1935,baseline,2439656986.3967385,2439305622.0521197,428163.60840714164,76799.26378802054,76799.26378802054,351364.3446191211,2439228822.7883315
TCZEWSKI,1935,baseline,2275727017.1475782,2275366987.6078386,375043.6901664131,15014.150426730768,15014.150426730768,360029.53973968234,2275351973.457412
TOMASZOWSKI,1935,baseline,2343335396.7023635,2343202991.0137877,149555.72596014012,17150.037384544357,17150.037384544357,132405.68857559576,2343185840.976403
TORUŃSKI,1935,baseline,2479045058.4965544,2478612302.6322584,487588.4904500798,54832.62615382278,54832.62615382278,432755.86429625703,2478557470.0061045
TREMBOWELSKI,1935,baseline,2385482096.6036663,2385304092.3190928,214161.11198354585,36156.827410056925,36156.827410056925,178004.28457348893,2385267935.4916825
TUCHOLSKI,1935,baseline,2377964477.487707,2377838802.6670923,164354.8732872269,38680.0526721973,38680.0526721973,125674.82061502957,2377800122.61442
TURCZAŃSKI,1935,baseline,2329490893.553712,2329405078.3402123,105997.44322283837,20182.229723531498,20182.229723531498,85815.21349930686,2329384896.110489
TURECKI,1935,baseline,2410039099.493575,2409897399.542291,159007.32402793036,17307.372744096505,17307.372744096505,141699.95128383386,2409880092.169547
TŁUMACKI,1935,baseline,2329096047.983337,2328902021.491589,234199.8019629091,40173.31021515814,40173.31021515814,194026.491747751,2328861848.181374
WADOWICKI,1935,baseline,2477392067.9029,2477146990.1473775,356011.62179712043,110933.86627432403,110933.86627432403,245077.7555227964,2477036056.281103
WARSZAWSKI,1935,baseline,2473823364.555097,2473225250.3339715,10655216.258812068,10057102.037686473,10057102.037686473,598114.221125595,2463168148.296285
WIELUŃSKI,1935,baseline,2560178569.0092287,2560046034.247733,154164.06992688312,21629.30843133484,21629.30843133484,132534.76149554827,2560024404.939302
WILEJSKI,1935,baseline,2078842570.9787824,2078798189.2982419,54730.35254607584,10348.672005418064,10348.672005418064,44381.68054065778,2078787840.6262364
WILEŃSKO-TROCKI,1935,baseline,2127952917.1344283,2127916441.7712727,207002.72373833772,170527.36058293222,170527.36058293222,36475.36315540551,2127745914.4106898
WILNO (MIASTO),1935,baseline,2161446991.0038533,2148768681.164023,12786204.789868021,107894.95003769752,107894.95003769752,12678309.839830324,2148660786.2139854
WOLSZTYŃSKI,1935,baseline,2840825211.7141013,2840635562.7905827,233034.28732701688,43385.363808070135,43385.363808070135,189648.92351894674,2840592177.4267745
WOŁKOWYSKI,1935,baseline,2323123817.7166166,2323078886.100289,63059.91629317831,18128.299965496408,18128.299965496408,44931.6163276819,2323060757.8003235
WOŁOŻYŃSKI,1935,baseline,2129912304.9806793,2129852502.950752,66485.2171504225,6683.187223152445,6683.187223152445,59802.02992727006,2129845819.7635288
WRZESIŃSKI,1935,baseline,2639130404.2528915,2638880372.2738786,325449.62676498474,75417.64775199546,75417.64775199546,250031.9790129893,2638804954.626127
WYRZYSKI,1935,baseline,2457331867.8275514,2457101524.677941,274725.42046691146,44382.27085655214,44382.27085655214,230343.1496103593,2457057142.4070845
WYSOKOMAZOWIECKI,1935,baseline,2345512267.0807433,2345415642.2971373,133477.55955177132,36852.77594560015,36852.77594560015,96624.78360617117,2345378789.5211916
WĄBRZESKI,1935,baseline,2420049963.9535623,2419801439.12698,294146.36320344807,45621.53662127597,45621.53662127597,248524.8265821721,2419755817.5903587
WĄGROWIECKI,1935,baseline,2586833886.6753983,2586667650.8295627,233957.1679702836,67721.32213440376,67721.32213440376,166235.84583587985,2586599929.507428
WĘGROWSKI,1935,baseline,2350095960.7472878,2349955953.8920093,187458.49213819837,47451.636860131075,47451.636860131075,140006.8552780673,2349908502.2551494
WŁOCŁAWSKI,1935,baseline,2493337983.976569,2492915833.26337,477295.1001795841,55144.38698043465,55144.38698043465,422150.71319914947,2492860688.8763895
WŁODAWSKI,1935,baseline,2379832879.359903,2379748744.1645236,102674.73705603387,18539.54167682317,18539.54167682317,84135.19537921071,2379730204.6228466
WŁODZIMIERSKI,1935,baseline,2441895504.656734,2441809399.840592,110507.07442924113,24402.25828708559,24402.25828708559,86104.81614215554,2441784997.582305
WŁOSZCZOWSKI,1935,baseline,2379215582.7811756,2379103065.948808,146990.18312823103,34473.350760863774,34473.350760863774,112516.83236736727,2379068592.5980473
ZALESZCZYCKI,1935,baseline,2295389407.756038,2295224546.735538,183829.92155207295,18968.901052145608,18968.901052145608,164861.02049992734,2295205577.834486
ZAMOJSKI,1935,baseline,2427058847.910788,2426852885.496624,243266.03084126912,37303.616677106496,37303.616677106496,205962.41416416262,2426815581.8799467
ZBARASKI,1935,baseline,2420132021.8673944,2419963517.163461,202602.02032398502,34097.31639066249,34097.31639066249,168504.70393332254,2419929419.8470707
ZBOROWSKI,1935,baseline,2384725641.2914233,2384597261.9058743,153427.3578800445,25047.972330909008,25047.972330909008,128379.38554913549,2384572213.933543
ZDOŁBUNOWSKI,1935,baseline,2624581403.6836534,2624438498.132178,156973.68260317898,14068.131127802708,14068.131127802708,142905.55147537627,2624424430.00105
ZŁOCZOWSKI,1935,baseline,2425974050.977839,2425831884.781108,173233.06058852142,31066.863857159795,31066.863857159795,142166.19673136162,2425800817.9172506
ŁASKI,1935,baseline,2546537723.9952135,2546121702.1780763,544034.6309002684,128012.81376321445,128012.81376321445,416021.81713705405,2545993689.364313
ŁAŃCUCKI,1935,baseline,2404933333.347412,2404718151.0977955,244835.10070156847,29652.851084582173,29652.851084582173,215182.2496169863,2404688498.246711
ŁOMŻYŃSKI,1935,baseline,2285955761.8506565,2285867829.589147,111478.62345303246,23546.361943622793,23546.361943622793,87932.26150940967,2285844283.2272034
ŁOWICKI,1935,baseline,2512058698.8417315,2511842250.9593167,389729.4567893216,173281.5743747487,173281.5743747487,216447.88241457293,2511668969.384942
ŁUCKI,1935,baseline,2519095940.397946,2519036916.193214,74552.12660827488,15527.921876317,15527.921876317,59024.20473195787,2519021388.2713375
ŁUKOWSKI,1935,baseline,2429907299.3103848,2429789620.772813,169809.78637404356,52131.24880212233,52131.24880212233,117678.53757192122,2429737489.5240107
ŁUNINIECKI,1935,baseline,2342297878.876368,2342261249.4866505,46586.34808574841,9956.958368455822,9956.958368455822,36629.389717292586,2342251292.528282
ŁÓDZKI,1935,baseline,2528630335.73797,2528028208.1190248,1659826.1444192906,1057698.5254740312,1057698.5254740312,602127.6189452594,2526970509.5935507
ŁÓDŹ (MIASTO),1935,baseline,2683137170.2258077,2509261430.6141806,174098335.6644508,222596.05282366107,222596.05282366107,173875739.61162713,2509038834.561357
ŁĘCZYCKI,1935,baseline,2531917197.997239,2531670108.6734433,440193.25225934194,193103.92846366606,193103.92846366606,247089.32379567588,2531477004.74498
ŚNIATYŃSKI,1935,baseline,2296457577.0504932,2296146078.8352747,326206.74861789355,14708.533399711276,14708.533399711276,311498.21521818225,2296131370.301875
ŚREDZKI,1935,baseline,2641419044.518192,2641210009.1632814,309821.78636589804,100786.43145554824,100786.43145554824,209035.3549103498,2641109222.731826
ŚREMSKI,1935,baseline,2602764114.095857,2602581702.8096395,231937.17467085208,49525.88845315999,49525.88845315999,182411.28621769208,2602532176.9211864
ŚWIECKI,1935,baseline,2402091597.311596,2401936489.598319,207308.17273748366,52200.45946076474,52200.45946076474,155107.71327671892,2401884289.1388583
ŚWIĘCIAŃSKI,1935,baseline,2036600515.3771756,2036561008.5121012,48478.85211210835,8971.987037736433,8971.987037736433,39506.86507437191,2036552036.5250635
ŚWIĘTOCHŁOWICKI,1935,baseline,2682897599.8511233,2653509309.9734063,30753705.587486655,1365415.7097695593,1365415.7097695593,29388289.877717096,2652143894.2636366
ŻNIŃSKI,1935,baseline,2543087797.3701615,2542868522.9969673,283050.8993651765,63776.52617095453,63776.52617095453,219274.37319422196,2542804746.4707966
ŻYDACZOWSKI,1935,baseline,2382068795.103907,2381924699.6560693,186157.4313583068,42061.98352048442,42061.98352048442,144095.4478378224,2381882637.672549
ŻYWIECKI,1935,baseline,2470792406.6095104,2470534210.335012,342945.3335426267,84749.05904434095,84749.05904434095,258196.27449828575,2470449461.2759676
ŻÓŁKIEWSKI,1935,baseline,2424811445.640268,2424640454.0456305,264640.51170764497,93648.91707039205,93648.91707039205,170991.5946372529,2424546805.12856
AUGUSTOWSKI,1936,baseline,2313661677.3367743,2313585237.682332,92202.05881380985,15762.404371067561,15762.404371067561,76439.65444274229,2313569475.277961
BARANOWICKI,1936,baseline,2558056987.4709477,2557995553.9428697,82848.6245009722,21415.096422502113,21415.096422502113,61433.528078470095,2557974138.846447
BIALSKI (BIAŁA KRAKOWSKA),1936,baseline,2697875317.561028,2696961843.589394,1056323.1781555796,142849.20652165762,142849.20652165762,913473.9716339221,2696818994.3828726
BIALSKI (BIAŁA PODLASKA),1936,baseline,2621988768.971252,2621852964.0052023,172922.96819554231,37118.002145693674,37118.002145693674,135804.96604984865,2621815846.0030565
BIAŁOSTOCKI,1936,baseline,2551683035.638874,2551493979.2578526,223910.9272193052,34854.54619806412,34854.54619806412,189056.38102124108,2551459124.7116547
BIELSKI (BIELSK PODLASKI),1936,baseline,2556640492.7728987,2556580947.8739023,89760.54550931137,30215.646512935295,30215.646512935295,59544.89899637608,2556550732.2273893
BIELSKO,1936,baseline,2688573081.801402,2685913917.4536424,2797563.5042179762,138399.1564584183,138399.1564584183,2659164.347759558,2685775518.297184
BIŁGORAJSKI,1936,baseline,2531719542.0985723,2531605289.839981,142964.05290944013,28711.794318404725,28711.794318404725,114252.25859103541,2531576578.045663
BOCHEŃSKI,1936,baseline,2657491333.0779305,2657271967.634094,333888.47906795715,114523.03523177793,114523.03523177793,219365.4438361792,2657157444.5988626
BORSZCZOWSKI,1936,baseline,2398731175.979213,2398561052.947331,178145.90717388783,8022.875291864628,8022.875291864628,170123.0318820232,2398553030.072039
BRASŁAWSKI,1936,baseline,2081375858.7210186,2081339867.8147888,39813.011601431914,3822.105371687359,3822.105371687359,35990.906229744556,2081336045.709417
BRODNICKI,1936,baseline,2589133955.949141,2588900333.464006,271115.5664338659,37493.08129865979,37493.08129865979,233622.48513520614,2588862840.382707
BRODZKI,1936,baseline,2686031241.095056,2685869178.525804,183299.26158564098,21236.692333870167,21236.692333870167,162062.56925177082,2685847941.8334703
BRZESKI (BRZESKO),1936,baseline,2589266587.419045,2589085741.8533797,254745.1823355368,73899.61666990918,73899.61666990918,180845.56566562763,2589011842.2367096
BRZESKI (BRZEŚĆ N.BUG.),1936,baseline,2649041998.5595655,2648981927.036324,94646.58570536076,34575.06246357455,34575.06246357455,60071.52324178621,2648947351.9738603
BRZEZIŃSKI,1936,baseline,2678480981.6545362,2677940023.099028,824115.8321540765,283157.2766463197,283157.2766463197,540958.5555077569,2677656865.822382
BRZEŻAŃSKI,1936,baseline,2516256980.270941,2516074628.782459,225154.33101087422,42802.84252869602,42802.84252869602,182351.4884821782,2516031825.93993
BRZOZOWSKI,1936,baseline,2523147849.3835073,2522815371.537285,354392.996149051,21915.149926567385,21915.149926567385,332477.8462224836,2522793456.387358
BUCZACKI,1936,baseline,2490438319.891368,2490259305.342871,209570.6451098083,30556.09661275117,30556.09661275117,179014.54849705714,2490228749.2462583
BYDGOSKI,1936,baseline,2668242117.925145,2667803256.684955,494884.19214261736,56022.95195260303,56022.95195260303,438861.24019001436,2667747233.7330027
BÓBRECKI,1936,baseline,2552698712.4463463,2552497786.880329,241448.91922660853,40523.35320926413,40523.35320926413,200925.5660173444,2552457263.5271196
BĘDZIŃSKI,1936,baseline,2775475206.8527274,2774122840.8175507,1470712.2133875918,118346.17821094848,118346.17821094848,1352366.0351766434,2774004494.63934
BŁOŃSKI,1936,baseline,2661789792.1653495,2661118555.254588,1245671.477372821,574434.5666111131,574434.5666111131,671236.9107617079,2660544120.687977
CHEŁMIŃSKI,1936,baseline,2598852052.869289,2598570023.4489937,331967.7466761128,49938.32638067837,49938.32638067837,282029.4202954344,2598520085.122613
CHEŁMSKI,1936,baseline,2654016140.8118443,2653883568.7433214,172172.30411162434,39600.23558837061,39600.23558837061,132572.06852325372,2653843968.507733
